Variation Sentence Number,Variation Sentence,Full Code Sentence,Similarity,Added
9.10.14.2.(3),"For the purpose of using Table 9.10.14.5.-A to determine the required type of construction, cladding and fire-resistance rating for an irregularly shaped or skewed exterior wall, the location of the exposing building face shall be taken as a vertical plane located so that no portion of the actual exposing building face is between the vertical plane and the line to which the limiting distance is measured, and the value for the maximum area of unprotected openings (see second column of Table 9.10.14.5.-A) shall be determined using the limiting distance measured from the location described in Sentence 9.10.14.2.(3). (See Note A-3.2.3.1.(4).)","For the purpose of using Table 9.10.15.4. to determine the maximum permitted area of glazed openings in an irregularly shaped or skewed exterior wall, the location of the exposing building face shall be taken as a vertical plane located so that there are no glazed openings between the vertical plane and the line to which the limiting distance is measured. (See Note A-3.2.3.1.(4).)",0.76,True
9.8.2.1.(2),Exit stairs serving a single dwelling unit or a house with a secondary suite including their common spaces shall have a width of not less than 860 mm.,The clear height over ramps serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 1 950 mm.,0.7586206896551724,True
9.8.2.1.(2),Exit stairs serving a single dwelling unit or a house with a secondary suite including their common spaces shall have a width of not less than 860 mm.,The clear height over landings serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 1 950 mm.,0.7586206896551724,True
3.2.2.10.(3),A building conforming to Article 3.2.2.50. or 3.2.2.58. is considered to face 1 street where not less than 25% of the building perimeter is located within 15 m of a street or streets.,A building is considered to face 2 streets provided not less than 50% of the building perimeter is located within 15 m of the street or streets.,0.7575757575757576,True
9.10.9.15.(4),"Where a public corridor is located in a house with a secondary suite, a continuous smoke-tight barrier of not less than 12.7 mm thick gypsum board shall be installed on both sides of walls separating the corridor from the remainder of the building, and the underside of floor-ceiling framing separating the corridor from the remainder of the building.","Where an exit is located in a house with a secondary suite including their common spaces, the exit shall be protected by a continuous smoke-tight barrier of not less than 12.7 mm thick gypsum board installed on both sides of walls separating the exit from the remainder of the building, and the underside of floor-ceiling framing separating the exit from the remainder of the building. (See Sentence 9.10.9.3. for closures.)",0.7571428571428571,True
1.1.2.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in 3.10., 4.5., 5.10., 6.4., 7.2., 8.3. and 9.37.(See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in Division B shall be the objective and functional statements identified in Sections 3.5., 4.5., 5.5., 6.5., 7.5.and 8.5. (See Note A-1.1.3.1.(1).)",0.7555555555555555,True
1.1.2.1.(1),"For the purposes of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Sections 2.14., 3.4., 4.12., 5.7., 6.9. and 7.4.(See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1) of Division A, the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.8.1.1. (See Note A-1.1.2.1.(1).)",0.7555555555555555,True
9.9.7.2.(2),"Except as provided in Sentences 9.9.7.3. and 9.9.8.2.(2), from the point where a doorway described in Sentence 9.9.7.2. or 9.9.7.2. enters the public corridor or exterior passageway, it shall be possible to go in opposite directions to each of 2 separate exits.","Except as permitted by this Section and by Sentence 3.4.2.1.(2), at the point where a doorway referred to in Sentence 3.3.1.3. opens onto a public corridor or exterior passageway, it shall be possible to go in opposite directions to each of 2 separate exits.",0.75,True
3.1.3.2.(4),"A building conforming to Article 3.2.2.58. shall not contain a Group A, Division 1 or 3, Group B, or Group F, Division 1 major occupancy, or except as provided in Sentence 3.1.3.2.(5), a Group A, Division 2, Group E, or Group F, Division 2 or 3 major occupancy above the second storey.","A building that is wholly constructed in accordance with the building area and construction requirements of Article 3.2.2.58. shall not contain Group A, Division 2, Group E, and Group F, Division 2 or 3 major occupancies above the second storey, or a storage garage above the third storey (see also Sentence 4.4.2.1.(1)).",0.75,True
2.2.2.1.(1),Openings in fire separations shall be protected with closures in conformance with the NBC.,"Where closures in fire separations are replaced, the replacements shall be in conformance with the NBC.",0.75,True
2.2.2.1.(2),"Where closures in fire separations are replaced, the replacements shall be in conformance with the NBC.",Openings in fire separations shall be protected with closures in conformance with the NBC.,0.75,True
9.8.5.2.(2),Ramps serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 860 mm wide.,Exit stairs serving a single dwelling unit or a house with a secondary suite including their common spaces shall have a width of not less than 860 mm.,0.75,True
9.10.15.5.(6),"Except as provided in Sentences 9.10.15.5. to 9.10.15.5.(11), Sentence 9.10.15.5. shall not apply to buildings containing 1 or 2 dwelling units only, and detached garages or accessory buildings, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.","The requirements regarding fire-resistance rating, type of construction and type of cladding need not apply to the exposing building face of a detached garage or accessory building facing a dwelling unit, where the detached garage or accessory building serves only one dwelling unit, the detached garage or accessory building is located on the same property as that dwelling unit, and the dwelling unit served by the detached garage or accessory building is the only major occupancy on the property.",0.7468354430379747,True
9.10.14.2.(2),"For the purpose of using Table 9.10.14.4.-A to determine the maximum aggregate area of unprotected openings in an irregularly shaped or skewed exterior wall, the location of the exposing building face shall be taken as a vertical plane located so that there are no unprotected openings between the vertical plane and the line to which the limiting distance is measured. (See Note A-3.2.3.1.(4).)","In determining the required cladding-sheathing assembly and fire-resistance rating for an irregularly shaped or skewed exterior wall, the location of the exposing building face shall be taken as a vertical plane located so that no portion of the actual exposing building face is between the vertical plane and the line to which the limiting distance is measured. (See Article 9.10.15.5. and Note A-3.2.3.1.(4).)",0.746031746031746,True
9.10.15.2.(3),"For the purpose of using Table 9.10.15.4. to determine the maximum permitted area of glazed openings in an irregularly shaped or skewed exterior wall, the location of the exposing building face shall be taken as a vertical plane located so that there are no glazed openings between the vertical plane and the line to which the limiting distance is measured. (See Note A-3.2.3.1.(4).)","In determining the required cladding-sheathing assembly and fire-resistance rating for an irregularly shaped or skewed exterior wall, the location of the exposing building face shall be taken as a vertical plane located so that no portion of the actual exposing building face is between the vertical plane and the line to which the limiting distance is measured. (See Article 9.10.15.5. and Note A-3.2.3.1.(4).)",0.746031746031746,True
9.10.15.2.(4),"In determining the required cladding-sheathing assembly and fire-resistance rating for an irregularly shaped or skewed exterior wall, the location of the exposing building face shall be taken as a vertical plane located so that no portion of the actual exposing building face is between the vertical plane and the line to which the limiting distance is measured. (See Article 9.10.15.5. and Note A-3.2.3.1.(4).)","For the purpose of determining the actual percentage of unprotected openings permitted in an exterior wall, the location of the exposing building face is permitted to be taken at a vertical plane located so that there are no unprotected openings between the vertical plane and the line to which the limiting distance is measured. (See Note A-3.2.3.1.(4).) (See Note A-3.2.3.1.(4).)",0.746031746031746,True
7.1.2.1.(1),"Every plumbing system shall be designed and installed in conformance with appropriate provincial or territorial regulations or municipal bylaws, in the absence of such regulations or bylaws, in conformance with the NPC.","Portable extinguishers shall be installed in all buildings, except within dwelling units, in conformance with the appropriate provincial or territorial regulations or municipal bylaws or, in the absence of such regulations or bylaws, the NFC.",0.7428571428571429,True
9.18.6.2.(3),"The perimeter of the ground cover required in Sentence 9.18.6.2. shall be sealed to the foundation wall. (See Notes A-9.13.4. , A-9.25.3.4., and A-9.25.3.6.(2).)","The perimeter of the ground cover required in Sentence 9.18.6.2. shall be sealed to the foundation wall. (See Notes A-9.13.4., A-9.25.3.4. and 9.25.3.6., and A-9.25.3.6. and .)",0.7407407407407407,True
5.1.2.1.(1),"Where wiring or electrical equipment is located in areas in which flammable gases or vapours, combustible dusts or combustible fibres are present in quantities sufficient to create a hazard, such wiring and electrical equipment shall conform to CSA C22.1-12 Canadian Electrical Code, Part I for hazardous locations. (See Note A-5.1.2.1.(1).)","Where wiring or electrical equipment is located in areas in which flammable gases or vapours, combustible dusts or combustible fibres are present in quantities sufficient to create a hazard, such wiring and electrical equipment shall conform to Sentence 3.3.6.2. of Division B of the NBC.",0.74,True
3.1.4.1.(1),"Where wiring or electrical equipment is located in areas in which flammable gases or vapours, combustible dusts or combustible fibres are present in quantities sufficient to create a hazard, such wiring and electrical equipment shall conform to Sentence 3.3.6.2. of Division B of the NBC.","Where wiring or electrical equipment is located in areas in which flammable gases or vapours, combustible dusts or combustible fibres are present in quantities sufficient to create a hazard, such wiring and electrical equipment shall conform to CSA C22.1-12 Canadian Electrical Code, Part I for hazardous locations. (See Note A-3.3.6.2.(4).)",0.74,True
3.3.6.2.(4),"Where wiring or electrical equipment is located in areas in which flammable gases or vapours, combustible dusts or combustible fibres are present in quantities sufficient to create a hazard, such wiring and electrical equipment shall conform to CSA C22.1-12 Canadian Electrical Code, Part I for hazardous locations. (See Note A-3.3.6.2.(4).)","Where wiring or electrical equipment is located in areas in which flammable gases or vapours, combustible dusts or combustible fibres are present in quantities sufficient to create a hazard, such wiring and electrical equipment shall conform to Sentence 3.3.6.2. of Division B of the NBC.",0.74,True
3.1.4.1.(1),"Where wiring or electrical equipment is located in areas in which flammable gases or vapours, combustible dusts or combustible fibres are present in quantities sufficient to create a hazard, such wiring and electrical equipment shall conform to Sentence 3.3.6.2. of Division B of the NBC.","Where wiring or electrical equipment is located in areas in which flammable gases or vapours, combustible dusts or combustible fibres are present in quantities sufficient to create a hazard, such wiring and electrical equipment shall conform to CSA C22.1-12 Canadian Electrical Code, Part I for hazardous locations. (See Note A-5.1.2.1.(1).)",0.74,True
9.10.9.13.(1),"Except as required in Article 9.10.9.14. and as permitted by Sentence 9.10.9.13.(2), each suite in other than business and personal services occupancies shall be separated from adjoining suites by a fire separation having a fire-resistance rating of not less than 45 min.","Except as provided in Sentences 9.10.9.14.(2), 9.10.9.14.(3)and 9.10.9.14. and Article 9.10.21.2., suites in residential occupancies shall be separated from adjacent rooms and suites by a fire separation having a fire-resistance rating of not less than 45 min.",0.7380952380952381,True
5.9.3.2.(1),Other fenestration assemblies and their components shall be designed and constructed in accordance with Article 5.1.4.1. (See Note A-5.9.3.2.(1).),Other fenestration assemblies and their components shall be designed and constructed in accordance with Section 5.6.,0.7368421052631579,False
5.9.3.2.(1),Other fenestration assemblies and their components shall be designed and constructed in accordance with Article 5.1.4.1. (See Note A-5.9.3.2.(1).),Other fenestration assemblies and their components shall be designed and constructed in accordance with Section 5.4.,0.7368421052631579,False
1.1.2.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in 3.10., 4.5., 5.10., 6.4., 7.2., 8.3. and 9.37.(See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 4.5.1.1. (See Note A-1.1.2.1.(1).) (See Note A-5.)",0.7333333333333333,True
1.1.2.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in 3.10., 4.5., 5.10., 6.4., 7.2., 8.3. and 9.37.(See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 5.10.1.1. (See Note A-1.1.2.1.(1).)",0.7333333333333333,True
1.1.2.1.(1),"For the purposes of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Sections 2.14., 3.4., 4.12., 5.7., 6.9. and 7.4.(See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 3.4.1.1. (See Note A-1.1.2.1.(1).)",0.7333333333333333,True
1.1.2.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in 3.10., 4.5., 5.10., 6.4., 7.2., 8.3. and 9.37.(See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 6.10.1.1. (See Note A-1.1.2.1.(1).)",0.7333333333333333,True
1.1.2.1.(1),"For the purposes of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Sections 2.14., 3.4., 4.12., 5.7., 6.9. and 7.4.(See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.4.1.1. (See Note A-1.1.2.1.(1).)",0.7333333333333333,True
1.1.2.1.(1),"For the purposes of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Sections 2.14., 3.4., 4.12., 5.7., 6.9. and 7.4.(See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.14.1.1. (See Note A-1.1.2.1.(1).)",0.7333333333333333,True
1.1.2.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in 3.10., 4.5., 5.10., 6.4., 7.2., 8.3. and 9.37.(See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 3.10.1.1. (See Note A-1.1.2.1.(1).)",0.7333333333333333,True
1.1.2.1.(1),"For the purposes of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Sections 2.14., 3.4., 4.12., 5.7., 6.9. and 7.4.(See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 5.7.1.1. (See Note A-1.1.2.1.(1).)",0.7333333333333333,True
1.1.2.1.(1),"For the purposes of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Sections 2.14., 3.4., 4.12., 5.7., 6.9. and 7.4.(See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 6.9.1.1. (See Note A-1.1.2.1.(1).)",0.7333333333333333,True
1.1.2.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in 3.10., 4.5., 5.10., 6.4., 7.2., 8.3. and 9.37.(See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1) of Division A, the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.8.1.1. (See Note A-1.1.2.1.(1).)",0.7333333333333333,True
9.9.4.4.(1),"Unprotected openings in exterior walls of the building shall be protected with wired glass in fixed steel frames or glass block conforming to Articles 9.10.13.5. and 9.10.13.7., where an unenclosed exterior exit stair or ramp provides the only means of egress from a suite and is exposed to fire from unprotected openings in the exterior walls of another fire compartment, or another dwelling unit, ancillary space or common space in a house with a secondary suite, and unprotected openings in the exterior walls of the building are within 3 m horizontally and less than 10 m below or less than 5 m above the exit stair or ramp.","Unprotected openings shall be protected with wired glass in fixed steel frames or glass block conforming to Articles 9.10.13.5.and 9.10.13.7., where an exterior exit door in one fire compartment is within 3 m horizontally of an unprotected opening serving another fire compartment, or in one dwelling unit, ancillary space or common space in a house with a secondary suite is within 3 m horizontally of the unprotected openings serving another dwelling unit, ancillary space or common space in a house with a secondary suite, and the exterior walls of the fire compartments, dwelling units, ancillary spaces and common spaces in a house with a secondary suite referred to in Clause 9.9.4.6.(1) intersect at an exterior angle of less than 135°.",0.7333333333333333,True
1.1.2.1.(1),"For the purposes of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Sections 2.14., 3.4., 4.12., 5.7., 6.9. and 7.4.(See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in Division B shall be the objective and functional statements identified in Sections 3.5., 4.5., 5.5., 6.5., 7.5.and 8.5. (See Note A-1.1.3.1.(1).)",0.7333333333333333,True
1.1.2.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in 3.10., 4.5., 5.10., 6.4., 7.2., 8.3. and 9.37.(See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)",0.7333333333333333,True
1.1.2.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in 3.10., 4.5., 5.10., 6.4., 7.2., 8.3. and 9.37.(See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 8.3.1.1. (See Note A-1.1.2.1.(1).)",0.7333333333333333,True
3.2.2.82.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7.(4), a building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.82. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 6 storeys in building height, and it has a building area that is not limited if the building is not more than 1 storey in building height, not more than 21 600 m2 if 2 storeys in building height, not more than 14 400 m2 if 3 storeys in building height, not more than 10 800 m2 if 4 storeys in building height, not more than 8 640 m2 if 5 storeys in building height, or not more than 7 200 m2 if 6 storeys in building height.","A building classified as Group F, Division 3 is permitted to be of heavy timber construction or noncombustible construction used singly or in combination provided it is not more than 1 storey in building height, and it has a building area not more than 5 600 m2 if facing one street, 7 000 m2 if facing 2 streets, or 8 400 m2 if facing 3 streets.",0.7307692307692307,True
3.2.2.82.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7.(4), a building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.82. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 6 storeys in building height, and it has a building area that is not limited if the building is not more than 1 storey in building height, not more than 21 600 m2 if 2 storeys in building height, not more than 14 400 m2 if 3 storeys in building height, not more than 10 800 m2 if 4 storeys in building height, not more than 8 640 m2 if 5 storeys in building height, or not more than 7 200 m2 if 6 storeys in building height.","A building classified as Group A, Division 2 is permitted to be of combustible construction or noncombustible construction, used singly or in combination, provided it is not more than 1 storey in building height, and except as permitted by Sentence 3.2.2.28.(2), it has a building area not more than 400 m2 if facing one street, 500 m2 if facing 2 streets, or 600 m2 if facing 3 streets.",0.7307692307692307,True
3.3.6.4.(2),"Where Class IA or IB liquids specified in Subsection 4.1.2. of Division B of the NFC are dispensed within a storage room, the room shall be designed to prevent critical structural and mechanical damage from an internal explosion in conformance with good engineering practice such as that described in NFPA 68-2013 Explosion Protection by Deflagration Venting (See Note A-3.3.6.4.(2).)","Where Class IA or IB liquids are dispensed within a storage room, the room shall be designed to prevent critical structural and mechanical damage from an internal explosion in conformance with NFPA 68-2013 Explosion Protection by Deflagration Venting (See Note A-3.2.8.2.(1)(d).)",0.7288135593220338,True
3.2.4.20.(2),"Except as required by Sentence 3.2.4.20. and permitted by Sentence 3.2.4.20.(8), smoke alarms conforming to ULC CAN/ULC-S531-14 Smoke Alarms shall be installed in each dwelling unit and, except for care, treatment or detention occupancies required to have a fire alarm system, in each sleeping room not within a dwelling unit or suite of care occupancy.","Smoke alarms conforming to ULC CAN/ULC-S531-14 Smoke Alarms shall be installed in each dwelling unit and, except for care, treatment or detention occupancies required to have a fire alarm system, in each sleeping room not within a dwelling unit.",0.7272727272727273,True
3.6.2.7.(1),"An electrical equipment vault shall conform to Sentences 3.6.2.7. to 3.6.2.7. if it is required by provincial or territorial regulations or municipal bylaws, or CSA C22.1-12 Canadian Electrical Code, Part I in the absence of the regulations or bylaws referred to in Sentence 3.6.2.7.(1).","The installation of electrical wiring and electrical equipment shall conform to the requirements of provincial or territorial regulations or municipal bylaws, or CSA C22.1-12 Canadian Electrical Code, Part I in the absence of the regulations or bylaws referred to in Clause 3.6.1.2.(1)(a).",0.7272727272727273,True
9.32.3.2.(1),"Aspects of mechanical ventilation systems not specifically described in this Subsection shall be designed, constructed and installed in accordance with good practice such as that described in the ASHRAE Handbooks and Standards, the HRAI SAR-G1 HRAI Digest the HRAI Residential Mechanical Ventilation Manual, the Hydronics Institute Manuals and the SMACNA manuals.","A non-heating-season mechanical ventilation system shall be designed and installed in conformance with good practice such as that described in the ASHRAE Handbooks and Standards, the HRAI SAR-G1 HRAI Digest the Hydronics Institute Manuals and the SMACNA manuals. (See Note A-9.32.3.)",0.7254901960784313,True
9.8.6.4.(2),The clear height over landings serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 1 950 mm.,Exit stairs serving a single dwelling unit or a house with a secondary suite including their common spaces shall have a width of not less than 860 mm.,0.7241379310344828,True
9.8.5.3.(2),The clear height over ramps serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 1 950 mm.,Exit stairs serving a single dwelling unit or a house with a secondary suite including their common spaces shall have a width of not less than 860 mm.,0.7241379310344828,True
9.8.5.2.(2),Ramps serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 860 mm wide.,The clear height over landings serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 1 950 mm.,0.7241379310344828,True
3.5.2.1.(2),"Before being placed in service, every elevator, escalator or dumbwaiter installation, including safety and control devices, shall be inspected and tested in accordance with provincial or territorial regulations or municipal bylaws, or ASME/CSA ASME A17.1-2010/CSA B44-10 Safety Code for Elevators and Escalators in the absence of the regulations or bylaws referred to in Sentence 3.5.2.1.(2). (See Note A-3.5.2.1.(1).)","The design, construction, installation and alteration of every elevator, escalator and dumbwaiter shall conform to provincial or territorial regulations or municipal bylaws, or ASME/CSA ASME A17.1-2010/CSA B44-10 Safety Code for Elevators and Escalators in the absence of the regulations or bylaws referred to in Clause 3.5.2.1.(1)(a). (See Note A-3.5.2.1.(1).)",0.7241379310344828,True
9.8.5.3.(2),The clear height over ramps serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 1 950 mm.,Ramps serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 860 mm wide.,0.7241379310344828,True
9.8.5.2.(2),Ramps serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 860 mm wide.,The clear height over ramps serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 1 950 mm.,0.7241379310344828,True
9.8.6.4.(2),The clear height over landings serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 1 950 mm.,Ramps serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 860 mm wide.,0.7241379310344828,True
9.7.3.3.(3),"Windows, doors and skylights with or without storm doors or sash that are installed in buildings where the intended use of the interior space will not result in high moisture generation shall have a maximum thermal transmittance (U-value) or minimum temperature index  in accordance with Table 9.7.3.3.","Windows, doors and skylights with or without storm doors or sash that are installed in portions of buildings where the intended use of the interior space will result in high moisture generation shall be designed in conformance with Section 5.3. (See Note A-9.25.5.2.)",0.723404255319149,True
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in Division B shall be the objectives and functional statements identified in Sections 3.10., 4.5., 5.10., 6.4., 7.2., 8.3. and 9.37. (See Note A-1.1.2.1.(1).)",0.723404255319149,True
9.10.14.2.(3),"For the purpose of using Table 9.10.14.5.-A to determine the required type of construction, cladding and fire-resistance rating for an irregularly shaped or skewed exterior wall, the location of the exposing building face shall be taken as a vertical plane located so that no portion of the actual exposing building face is between the vertical plane and the line to which the limiting distance is measured, and the value for the maximum area of unprotected openings (see second column of Table 9.10.14.5.-A) shall be determined using the limiting distance measured from the location described in Sentence 9.10.14.2.(3). (See Note A-3.2.3.1.(4).)","In determining the required cladding-sheathing assembly and fire-resistance rating for an irregularly shaped or skewed exterior wall, the location of the exposing building face shall be taken as a vertical plane located so that no portion of the actual exposing building face is between the vertical plane and the line to which the limiting distance is measured. (See Article 9.10.15.5. and Note A-3.2.3.1.(4).)",0.72,True
9.10.14.2.(3),"For the purpose of using Table 9.10.14.5.-A to determine the required type of construction, cladding and fire-resistance rating for an irregularly shaped or skewed exterior wall, the location of the exposing building face shall be taken as a vertical plane located so that no portion of the actual exposing building face is between the vertical plane and the line to which the limiting distance is measured, and the value for the maximum area of unprotected openings (see second column of Table 9.10.14.5.-A) shall be determined using the limiting distance measured from the location described in Sentence 9.10.14.2.(3). (See Note A-3.2.3.1.(4).)","For the purpose of determining the type of construction and cladding and the fire-resistance rating of an exterior wall, the exposing building face shall be taken as the projection of the exterior wall onto a vertical plane located so that no portion of the exterior wall of the building or of a fire compartment, if the fire compartment complies with the requirements of Article 3.2.3.2., is between the vertical plane and the line to which the limiting distance is measured, and the area of unprotected openings shall be determined from Table 3.2.3.1.-B, 3.2.3.1.-C, 3.2.3.1.-Dor 3.2.3.1.-E.",0.72,True
9.33.5.2.(1),"Except as provided in Articles 9.33.5.3. and 9.33.5.4., the installation of heating and air-conditioning equipment, including mechanical refrigeration equipment, and including provisions for mounting, clearances and air supply, shall conform to applicable provincial or territorial regulations or municipal bylaws or, in the absence of such regulations or bylaws, to CSA B51-14 Boiler, Pressure Vessel, and Pressure Piping Code CSA B52-13 Mechanical Refrigeration Code CSA B139-09 Installation Code for Oil-Burning Equipment CSA B149.1-10 Natural Gas and Propane Installation Code CSA C22.1-12 Canadian Electrical Code, Part I or CSA C448 Series-13 Design and Installation of Earth Energy Systems","The installation of service water heaters, including provisions for mounting, clearances and air supply, shall conform to appropriate provincial or territorial requirements or, in the absence of such requirements, to CSA B51-14 Boiler, Pressure Vessel, and Pressure Piping Code CSA B139-09 Installation Code for Oil-Burning Equipment CSA B149.1-10 Natural Gas and Propane Installation Code CSA B365-17 Installation Code for Solid-Fuel-Burning Appliances and Equipment or CSA C22.1-12 Canadian Electrical Code, Part I",0.71875,True
