Variation Sentence Number,Variation Sentence,Full Code Sentence,Similarity,Added
1.2.1.1.(1),"Words and phrases used in Division B that are not included in the list of definitions in Article 1.4.1.2. of Division A shall have the meanings defined in the Safety Codes Act and its Regulations or the NFC(AE), or the meanings that are commonly assigned to them in the context in which they are used, taking into account the specialized use of terms by the various trades and professions to which the terminology applies.","Words and phrases used in Division B that are not included in the list of definitions in Article 1.4.1.2. shall have the meanings that are commonly assigned to them in the context in which they are used, taking into account the specialized use of terms by the various trades and professions to which the terminology applies.",0.8648648648648649,False
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group F, Division 1 is permitted to conform to Sentence 3.2.2.72. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 2 storeys in building height, and it has a building area not more than 2 400 m2 if 1 storey in building height, or 1 200 m2 if 2 storeys in building height.",0.8648648648648649,False
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group A, Division 2 is permitted to conform to Sentence 3.2.2.26. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 2 storeys in building height, and it has a building area not more than 4 800 m2 if 1 storey in building height, or 2 400 m2 if 2 storeys in building height.",0.8648648648648649,False
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group B, Division 2 is permitted to conform to Sentence 3.2.2.40. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 2 storeys in building height, and it has a building area not more than 2 400 m2 if 1 storey in building height, or 1 600 m2 if 2 storeys in building height.",0.8648648648648649,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.69. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.8641975308641975,False
3.2.2.81.(2),"The building referred to in Sentence 3.2.2.81. shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.40. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.863013698630137,False
3.2.2.81.(2),"The building referred to in Sentence 3.2.2.81. shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.45. is permitted to be of combustible construction or noncombustible construction, used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.863013698630137,False
2.1.3.4.(3),"The design and installation of a special fire suppression system that is not water-based shall conform to one of the following standards: NFPA 11, Low-, Medium-, and High-Expansion Foam, NFPA 12, Carbon Dioxide Extinguishing Systems, NFPA 12A, Halon 1301 Fire Extinguishing Systems (see Note A-2.1.3.5.(3) and (d)), NFPA 12B, Halon 1211 Fire Extinguishing Systems (see Note A-2.1.3.5.(3) and (d)), NFPA 17, Dry Chemical Extinguishing Systems, or NFPA 17A, Wet Chemical Extinguishing Systems. The design and installation of a special fire suppression system that is not water-based shall conform to one of the following standards: NFPA 11, Low-, Medium-, and High-Expansion Foam, NFPA 12, Carbon Dioxide Extinguishing Systems, NFPA 12A, Halon 1301 Fire Extinguishing Systems (see Note A-2.1.3.5.(3) and (d)), NFPA 12B, Halon 1211 Fire Extinguishing Systems (see Note A-2.1.3.5.(3) and (d)), NFPA 17, Dry Chemical Extinguishing Systems, or NFPA 17A, Wet Chemical Extinguishing Systems. The design and installation of a special fire suppression system that is not water-based shall conform to one of the following standards: NFPA 11, Low-, Medium-, and High-Expansion Foam, NFPA 12, Carbon Dioxide Extinguishing Systems, NFPA 12A, Halon 1301 Fire Extinguishing Systems (see Note A-2.1.3.5.(3) and (d)), NFPA 12B, Halon 1211 Fire Extinguishing Systems (see Note A-2.1.3.5.(3) and (d)), NFPA 17, Dry Chemical Extinguishing Systems, or NFPA 17A, Wet Chemical Extinguishing Systems.","The design and installation of a special fire suppression system that is not water-based shall conform to one of the following standards: NFPA 11-2016 Low-, Medium-, and High-Expansion Foam NFPA 12-2015 Carbon Dioxide Extinguishing Systems NFPA 12A-2015 Halon 1301 Fire Extinguishing Systems (see Note A-2.1.3.5.(3) and (d)), NFPA 12B-1990 Halon 1211 Fire Extinguishing Systems (see Note A-2.1.3.5.(3) and (d)), NFPA 17-2013 Dry Chemical Extinguishing Systems or NFPA 17A-2013 Wet Chemical Extinguishing Systems",0.8611111111111112,False
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 4.5.1.1. (See Note A-1.1.2.1.(1).) (See Note A-5.)",0.8604651162790697,False
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 4.5.1.1. (See Note A-1.1.2.1.(1).) (See Note A-5.)",0.8604651162790697,False
3.2.2.81.(2),"The building referred to in Sentence 3.2.2.81. shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.21. is permitted to be of heavy timber construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, or of heavy timber construction, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly, or be of heavy timber construction.",0.8591549295774648,False
3.2.2.81.(2),"The building referred to in Sentence 3.2.2.81. shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.71. is permitted to be of heavy timber construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.8591549295774648,False
3.2.2.81.(2),"The building referred to in Sentence 3.2.2.81. shall be of noncombustible construction, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.69. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.8591549295774648,False
9.33.5.2.(1),"Except as provided in Articles 9.33.5.3. and 9.33.5.4., the installation of heating and air-conditioning equipment, including mechanical refrigeration equipment, and including provisions for mounting, clearances and air supply, shall conform to applicable provincial or territorial regulations or municipal bylaws or, in the absence of such regulations or bylaws, to CSA B51-14 Boiler, Pressure Vessel, and Pressure Piping Code CSA B52-13 Mechanical Refrigeration Code CSA B139-09 Installation Code for Oil-Burning Equipment CSA B149.1-10 Natural Gas and Propane Installation Code CSA C22.1-12 Canadian Electrical Code, Part I or CSA C448 Series-13 Design and Installation of Earth Energy Systems","Except as provided in Articles 6.9.4.2. and Article 6.3.1.5., the installation of heating and air-conditioning equipment, including mechanical refrigeration equipment, and including provisions for mounting, clearances and air supply, shall conform to appropriate provincial or territorial requirements or, in the absence of such requirements, to the requirements of CSA B51-14 Boiler, Pressure Vessel, and Pressure Piping Code CSA B52-13 Mechanical Refrigeration Code CSA B139-09 Installation Code for Oil-Burning Equipment CSA B149.1-10 Natural Gas and Propane Installation Code CSA B365-17 Installation Code for Solid-Fuel-Burning Appliances and Equipment or CSA C22.1-12 Canadian Electrical Code, Part I",0.8541666666666666,False
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 5.5.1.1. (See Note A-1.1.3.1.(1).)",0.85,False
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 4.5.1.1. (See Note A-1.1.3.1.(1).)",0.85,False
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 6.5.1.1. (See Note A-1.1.3.1.(1).)",0.85,False
3.2.2.83.(1),"A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.83. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.83.","A building classified as Group D is permitted to conform to Sentence 3.2.2.56. provided it is not more than 6 storeys in building height, and it has a building area not more than the value in Table 3.2.2.56.",0.85,False
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 8.5.1.1. (See Note A-1.1.3.1.(1).)",0.85,False
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 7.5.1.1. (See Note A-1.1.3.1.(1).)",0.85,False
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 4.5.1.1. (See Note A-1.1.3.1.(1).)",0.85,False
3.2.2.52.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.52. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.52.","A building classified as Group A, Division 2 is permitted to conform to Sentence 3.2.2.25. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.25.",0.85,False
3.2.2.83.(1),"A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.83. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.83.","A building classified as Group E is permitted to conform to Sentence 3.2.2.68. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.68.",0.85,False
3.2.2.52.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.52. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.52.","A building classified as Group F, Division 2 is permitted to conform to Sentence 3.2.2.78. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.78.",0.85,False
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 8.5.1.1. (See Note A-1.1.3.1.(1).)",0.85,False
3.2.2.53.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.53. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.53.","A building classified as Group F, Division 2 is permitted to conform to Sentence 3.2.2.78. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.78.",0.85,False
3.2.2.53.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.53. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.53.","A building classified as Group A, Division 2 is permitted to conform to Sentence 3.2.2.25. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.25.",0.85,False
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 5.5.1.1. (See Note A-1.1.3.1.(1).)",0.85,False
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 7.5.1.1. (See Note A-1.1.3.1.(1).)",0.85,False
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 3.5.1.1. (See Note A-1.1.3.1.(1).)",0.85,False
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 3.5.1.1. (See Note A-1.1.3.1.(1).)",0.85,False
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in this Part shall be the objective and functional statements listed in Table 6.5.1.1. (See Note A-1.1.3.1.(1).)",0.85,False
3.2.2.83.(1),"A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.83. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.83.","A building classified as Group D is permitted to conform to Sentence 3.2.2.62. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.62.",0.85,False
3.2.4.1.(1),"Except as permitted in Sentences 3.2.4.1.(2), 3.2.4.1. and 3.2.4.1.(5), a fire alarm system shall be installed in buildings in which an automatic sprinkler system is installed.","Except as permitted in Sentences 3.2.4.1.(2)and 3.2.4.1.(3), a fire alarm system shall be installed in buildings in which an automatic sprinkler system is installed.",0.8461538461538461,False
2.8.2.5.(3),"The fire safety plan for a building or facility within the scope of Sections 3. , 4. , and 5. shall be kept at the principal entrance to the building or facility.","The fire safety plan for a building or facility within the scope of Sections 3.1., 4.1., and 5.1. shall be kept at the principal entrance to the building or facility.",0.84375,False
3.2.2.52.(2),"The building referred to in Sentence 3.2.2.52. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.52. and 3.2.2.52.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns, and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.49. shall be of noncombustible construction, and except as permitted by Sentence 3.2.2.49.(3), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.8426966292134831,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.44. is permitted to be of combustible construction or noncombustible construction, used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.8395061728395061,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.71. is permitted to be of heavy timber construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",0.8395061728395061,False
3.2.3.1.(8),"A limiting distance equal to half the actual limiting distance shall be used as input to Tables 3.2.3.1.-B and 3.2.3.1.-C, where the time from receipt of notification of a fire by the fire department until the first fire department vehicle capable of beginning suppression activities arrives at the building exceeds 10 min in 10% or more of all fire department calls to the building, and any storey in the building is not sprinklered. (See Notes A-3.2.3.1. and A-3.2.3.)","Except for the purpose of applying Sentences 9.10.15.2.(2), 9.10.15.4.(3)and 9.10.15.5.(13), a limiting distance equal to half the actual limiting distance shall be used as input to the requirements of this Subsection, where the time from receipt of notification of a fire by the fire department until the first fire department vehicle arrives at the building exceeds 10 min in 10% or more of all calls to the building, and any storey in the building is not sprinklered. (See Notes A-3.2.3.and A-3.2.3.1.(8).)",0.8395061728395061,False
3.2.2.53.(2),"The building referred to in Sentence 3.2.2.53. is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.53. and 3.2.2.53.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.21. is permitted to be of heavy timber construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, or of heavy timber construction, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly, or be of heavy timber construction.",0.8395061728395061,False
7.2.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 7.2.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1) of Division A, the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.8.1.1. (See Note A-1.1.2.1.(1).)",0.8372093023255814,False
9.37.1.1.(1),"For the purpose of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1) of Division A, the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 2.8.1.1. (See Note A-1.1.2.1.(1).)",0.8372093023255814,False
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group B, Division 1 is permitted to conform to Sentence 3.2.2.37. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 1 storey in building height, not more than 12 000 m2 if 2 storeys in building height, or not more than 8 000 m2 if 3 storeys in building height.",0.8352941176470589,False
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group B, Division 3 is permitted to conform to Sentence 3.2.2.43. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 1 storey in building height, not more than 12 000 m2 if 2 storeys in building height, or not more than 8 000 m2 if 3 storeys in building height.",0.8352941176470589,False
3.2.2.49.(1),"A building classified as Group C is permitted to conform to Sentence 3.2.2.49. provided except as permitted by Sentences 3.2.2.7. and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.","A building classified as Group B, Division 2 is permitted to conform to Sentence 3.2.2.39. provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 1 storey in building height, not more than 12 000 m2 if 2 storeys in building height, or not more than 8 000 m2 if 3 storeys in building height.",0.8352941176470589,False
3.2.2.81.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7.(4), a building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.81. provided it is not more than 6 storeys in building height, and it has a building area not more than the value in Table 3.2.2.81.","A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.85. provided it is not more than 2 storeys in building height, and it has a building area not more than the value in Table 3.2.2.85.",0.8333333333333334,False
3.2.2.81.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7.(4), a building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.81. provided it is not more than 6 storeys in building height, and it has a building area not more than the value in Table 3.2.2.81.","A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.83. provided it is not more than 4 storeys in building height, and it has a building area not more than the value in Table 3.2.2.83.",0.8333333333333334,False
3.2.2.81.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7.(4), a building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.81. provided it is not more than 6 storeys in building height, and it has a building area not more than the value in Table 3.2.2.81.","A building classified as Group F, Division 2 is permitted to conform to Sentence 3.2.2.76. provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.76.",0.8333333333333334,False
2.1.3.5.(3),"The design and installation of a special fire suppression system that is not water-based shall conform to one of the following standards: NFPA 11, Low-, Medium-, andHigh-Expansion Foam, NFPA 12, Carbon Dioxide Extinguishing Systems, NFPA 12A, Halon 1301 Fire Extinguishing Systems (see Note A-2.1.3.5.(3) and (d)), NFPA 12B, Halon 1211 Fire Extinguishing Systems (see Note A-2.1.3.5.(3) and (d)), NFPA 17, Dry Chemical Extinguishing Systems, or NFPA 17A, Wet Chemical Extinguishing Systems.","The design and installation of a special fire suppression system that is not water-based shall conform to one of the following standards: NFPA 11-2016 Low-, Medium-, and High-Expansion Foam NFPA 12-2015 Carbon Dioxide Extinguishing Systems NFPA 12A-2015 Halon 1301 Fire Extinguishing Systems (see Note A-2.1.3.5.(3) and (d)), NFPA 12B-1990 Halon 1211 Fire Extinguishing Systems (see Note A-2.1.3.5.(3) and (d)), NFPA 17-2013 Dry Chemical Extinguishing Systems or NFPA 17A-2013 Wet Chemical Extinguishing Systems",0.8333333333333334,False
9.32.1.3.(2),"Exhaust ducts connected to laundry-drying equipment shall be independent of other exhaust ducts, accessible for cleaning, and constructed of a smooth corrosion-resistant material. (See Note A-9.32.1.3.(2).)","Exhaust ducts connected to laundry-drying equipment shall be independent of other exhaust ducts, accessible for inspection and cleaning, and constructed of a smooth corrosion-resistant material. (See Note A-6.3.2.10. and .)",0.8333333333333334,False
