Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,National Article Title (FR),National Sentence Text (FR),P/T Document,P/T Division,P/T(Sentence(Number,P/T Article Title,P/T Sentence Text,P/T Article Title (FR),P/T Sentence Text (FR),Difference Type,Variation,Variation Label,Exception,Comments,Text Difference Tracked,Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,QC,NBC,Div B,9.36.3.3.(4),Air Intake and Outlet Dampers,Air intakes and outlets serving HVAC systems that are required to operate continuously need not comply with Sentences 9.36.3.3.(1)and 9.36.3.3.(2). (See note A-9.36.3.3.(4).),Registres des prises et sorties d’air,"Les prises et sorties d’air desservant des installations CVCA devant fonctionner
en mode continu ne sont pas soumises aux exigences des paragraphes 1) et 2) (voir la note A-9.36.3.3. 4)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.4.(1),Piping for Heating and Cooling Systems,Piping for heating and cooling systems shall be designed and installed in accordance with Subsection 9.33.8. (See note A-9.36.2.10.(5)(b).),Tuyauterie des installations de chauffage et de refroidissement,"La tuyauterie des installations de chauffage et de refroidissement doit être conçue et mise en place conformément à la sous-section 9.33.8. (voir la note A-9.36.2.10.
5)b)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.4.(2),Piping for Heating and Cooling Systems,"Except for high-temperature refrigerant piping, all piping forming part of a heating or air-conditioning system shall be located inside the plane of insulation, or within or outside the plane of insulation, provided the piping is insulated to a thermal resistance not less than that required in Subsection 9.36.2. for exterior above-ground walls. (See note A-9.36.3.4.(2).)",Tuyauterie des installations de chauffage et de refroidissement,"À l’exception de la tuyauterie de frigorigène à haute température, toute la
tuyauterie qui fait partie d’une installation de chauffage ou de conditionnement d’air
doit être située :
a) à l’intérieur du plan de l’isolant; ou
b) à l’intérieur ou à l’extérieur du plan de l’isolant, à condition que la tuyauterie
soit calorifugée de manière à présenter une résistance thermique au moins
égale à celle exigée à la sous-section 9.36.2. pour les murs hors sol.
(Voir la note A-9.36.3.4. 2).)","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.5.(1),Equipment for Heating and Air-conditioning Systems,"Equipment for heating and air-conditioning systems shall be located inside the plane of insulation, or outdoors or in an unconditioned space, provided the equipment is designated by the manufacturer for such installation. (See note A-9.36.3.5.(1).)",Équipement de chauffage et installations de conditionnement d’air,"L’équipement de chauffage et les installations de conditionnement d’air doivent
être mis en place :
a) à l’intérieur du plan de l’isolant; ou
b) à l’extérieur ou dans un espace non climatisé, à condition que l’équipement
soit conçu pour ce genre d’installation par le fabricant.
(Voir la note A-9.36.3.5. 1).)","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.6.(1),Temperature Controls,"Except for manually fuelled solid-fuel-fired appliances, the supply of heating and cooling energy to each dwelling unit, suite or common space shall be controlled by thermostatic controls that activate the appropriate supply when the temperature in a conditioned space fluctuates ±0.5°C from the set-point temperature for that space.",Commandes de température,"Sauf pour les appareils à combustible solide alimentés manuellement,
l’énergie de chauffage et de refroidissement destinée à chaque logement, suite ou aire
commune doit être réglée par un thermostat qui fournit l’énergie appropriée lorsque la
température à l’intérieur d’un espace climatisé se trouve à ± 0,5 °C de la température
seuil de cet espace.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.6.(2),Temperature Controls,"Where heating and cooling systems are controlled by separate thermostatic controls, means shall be provided to prevent these controls from simultaneously calling for heating and cooling.",Commandes de température,"Si le chauffage et le refroidissement fournis à un espace sont commandés par
des commandes thermostatiques distinctes, des moyens doivent être prévus pour empêcher que ces thermostats ne mettent simultanément en marche les installations de
chauffage et de refroidissement.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.6.(3),Temperature Controls,Space temperature control devices used to control unitary electric resistance space heaters shall conform to CSA C828-13 Thermostats Used with Individual Room Electric Space Heating Devices,Commandes de température,"Les commandes de température des espaces installées pour commander les
générateurs de chaleur à résistance électrique individuels doivent être confnormes à la
norme CSA C828, « Exigences relatives aux performances des thermostats dédiés au
chauffage électrique par pièce ».","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.6.(4),Temperature Controls,"Controls required by Sentence 9.36.3.6.(1) shall be designed such that lowering the set-point temperature on the thermostat for the heating system will not cause cooling energy to be expended to reach the lowered setting, and raising the set-point temperature on the thermostat for the cooling system will not cause heating energy to be expended to reach the raised setting.",Commandes de température,"Les commandes exigées au paragraphe 1) doivent être conçues de manière
qu'en abaissant le point de consigne d'un thermostat d’une installation de chauffage,
on ne consomme pas d'énergie de refroidissement pour ramener la température au
point de consigne et que, de la même manière, la hausse du point de consigne d'un
thermostat d’une installation de refroidissement n'entraîne pas de consommation
d'énergie de chauffage.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.6.(5),Temperature Controls,"Automatic devices or manually operated dampers, valves or switches shall be provided, as appropriate for the heating system used, to allow the heating of each zone to be adjusted.",Commandes de température,"Le chauffage de chaque zone doit pouvoir être réglé à l’aide de dispositifs
automatiques ou de registres, soupapes ou interrupteurs manuels, selon l’installation
de chauffage utilisée.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.6.(6),Temperature Controls,"Heat pumps equipped with supplementary heaters shall incorporate controls to prevent supplementary heater operation when the heating load can be met by the heat pump alone, except during defrost cycles.",Commandes de température,"Les thermopompes reliées à des appareils de chauffage d'appoint doivent être
munies de commandes capables de mettre hors service ces appareils de chauffage
lorsque la demande de chauffage peut être satisfaite par la seule thermopompe, sauf
pendant les cycles de dégivrage.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.6.(7),Temperature Controls,"Heat pumps with a programmable thermostat shall be equipped with setback controls that will temporarily suppress electrical back-up or adaptive anticipation of the recovery point, in order to prevent the activation of supplementary heat during the heat pump’s recovery. (See note A-9.36.3.6.(7).)",Commandes de température,"Une thermopompe munie d’un thermostat programmable doit être dotée de
commandes permettant de mettre temporairement hors service les appareils électriques
d’appoint ou d’anticiper l’amorçage de la reprise de manière à empêcher la production
d’énergie d’appoint lors de la reprise de la thermopompe (voir la note A-9.36.3.6. 7)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.7.(1),Humidification,"Where an HVAC system is equipped with a means for adding moisture to maintain specific humidity levels, an automatic humidity control device shall be provided. (See note A-9.36.3.8.)",Humidification,"Les installations CVCA munies d’un dispositif permettant d’ajouter de la vapeur d’eau pour maintenir un taux d’humidité donné dans un espace doivent
comporter un humidostat automatique.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.8.(1),Heat Recovery from Dehumidification in Spaces with an Indoor,"Except as provided in Sentences 9.36.3.8.(2)and 9.36.3.8.(3), spaces containing an indoor pool or hot tub shall be equipped with air exhaust systems conforming to Sentence 9.36.3.8.(4) at design conditions. (See also Article 9.25.4.2.)","Récupération de la chaleur lors de la déshumidification dans les
espaces abritant une piscine intérieure ou une cuve à remous","Sous réserve des paragraphes 2) et 3), les espaces abritant une piscine intérieure
ou une cuve à remous doivent comporter des systèmes confnormes au paragraphe 4)
qui extraient l'air de ces espaces dans les conditions de calcul (voir l’article 9.25.4.2.).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.8.(2),Heat Recovery from Dehumidification in Spaces with an Indoor,"Spaces containing an indoor pool need not comply with Sentence 9.36.3.8.(1), provided a stationary mechanical or desiccant dehumidification system is installed that provides at least 80% of the dehumidification that would result from compliance with Sentence 9.36.3.8.(1).","Récupération de la chaleur lors de la déshumidification dans les
espaces abritant une piscine intérieure ou une cuve à remous","Il n’est pas obligatoire que les espaces abritant une piscine intérieure soient
confnormes au paragraphe 1) à condition que des systèmes fixes de déshumidification
mécanique ou à dessiccateur soient installés et qu’ils assurent au moins 80 % de la
déshumidification qui serait obtenue si les espaces étaient confnormes au paragraphe 1).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.8.(3),Heat Recovery from Dehumidification in Spaces with an Indoor,"Spaces containing an indoor pool or hot tub having a total water surface area of less than 10 m2 need not comply with Sentence 9.36.3.8.(1), provided they are equipped with a cover having a nominal thermal resistance not less than 2.1 (m2·K)/W.","Récupération de la chaleur lors de la déshumidification dans les
espaces abritant une piscine intérieure ou une cuve à remous","Il n’est pas obligatoire que les espaces abritant une piscine intérieure ou une
cuve à remous et ayant une surface d’eau totale inférieure à 10 m2 soient confnormes
au paragraphe 1) à condition que la piscine intérieure ou la cuve à remous soit munie d’une bâche ayant une valeur de résistance thermique effective nominale d’au moins
2,1 (m2 · K)/W.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.8.(4),Heat Recovery from Dehumidification in Spaces with an Indoor,"Heat-recovery systems used to meet the requirements of Sentence 9.36.3.8.(1) shall be capable of recovering at least 40% of the sensible heat from exhausted air when tested in accordance with AHRI 1060 (I-P)-2013 Performance Rating of Air-to-Air Exchangers for Energy Recovery Ventilation Equipment(see note A-9.36.3.8.(4)(a)), or have a sensible-heat-recovery efficiency complying with Sentence 9.36.3.9.(3) when tested in accordance with CSA CAN/CSA-C439-09 Rating the Performance of Heat/Energy-Recovery Ventilators","Récupération de la chaleur lors de la déshumidification dans les
espaces abritant une piscine intérieure ou une cuve à remous","Les systèmes de récupération de la chaleur utilisés pour satisfaire aux exigences
du paragraphe 1) doivent :
a) pouvoir récupérer au moins 40 % de la chaleur sensible de l'air d'extraction
lors d’essais effectués conformément à la norme AHRI 1060 (I-P),
« Performance Rating of Air-to-Air Exchangers for Energy Recovery
Ventilation Equipment » (voir la note A-9.36.3.8. 4)a)); ou
b) avoir une efficacité de la récupération de la chaleur sensible confnorme au
paragraphe 9.36.3.9. 3) lors d’essais effectués conformément à la norme
CAN/CSA-C439, « Méthode d’essai pour l’évaluation en laboratoire des
performances des ventilateurs-récupérateurs de chaleur/énergie ».","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.8.(5),Heat Recovery from Dehumidification in Spaces with an Indoor,"The sensible heat, in kW, referred to in Clause 9.36.3.8.(4)(a), which is the sensible heat content of the total quantity of exhausted air, shall be calculated as follows: SensibleHeat=0.00123 Q Te-TowhereTe= temperature of exhausted air before heat recovery, in °C, To= outdoor 2.5% January design temperature as listed in Appendix C, in °C, and Q= rated capacity of exhaust system at ormal temperature of exhausted air, in L/s.","Récupération de la chaleur lors de la déshumidification dans les
espaces abritant une piscine intérieure ou une cuve à remous","La chaleur sensible, en kW, mentionnée à l’alinéa 4)a) et correspondant à la
quantité de chaleur sensible contenue dans le volume total d'air extrait, doit être
calculée comme suit :
Chaleur sensible = 0.00123 Q  Te-To
où
Te = température de l’air extrait avant récupération de la chaleur, en °C;
To = température extérieure de calcul de janvier à 2,5 % selon le tableau de
l’annexe C, en °C; et
Q = capacité nominale du système d’extraction à la température normale de
l’air extrait, en L/s.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.9.(1),Heat Recovery from Ventilation Systems,This Article applies where a self-contained mechanical ventilation system is installed whose principal exhaust component is equipped with heat-recovery capability. (See note A-9.36.3.9.(1).),Récupération de la chaleur des installations de ventilation,"Le présent article s’applique si une installation auto0me de ventilation
mécanique est mise en place et si le composant principal d’extraction de l’installation
est muni d’un récupérateur de chaleur (voir la note A-9.36.3.9. 1)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.9.(2),Heat Recovery from Ventilation Systems,"Where an integrated mechanical system (IMS) with a heat-recovery ventilator provides the principal exhaust ventilation, the IMS shall be tested in accordance with CSA P.10-07 Performance of Integrated Mechanical Systems for Residential Heating and Ventilation and have a minimum overall thermal performance factor conforming to Table 9.36.3.10.",Récupération de la chaleur des installations de ventilation,"Si un système mécanique intégré comportant un ventilateur récupérateur de
chaleur assure la ventilation d’extraction principale, il doit :
a) être soumis à l’essai conformément à la norme CSA P.10, « Performance of
Integrated Mechanical Systems for Residential Heating and Ventilation »; et
b) présenter un facteur de performance thermique globale minimal confnorme
au tableau 9.36.3.10.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.9.(3),Heat Recovery from Ventilation Systems,"When tested in conformance with the low-temperature thermal and ventilation test methods described in CSA CAN/CSA-C439-09 Rating the Performance of Heat/Energy-Recovery Ventilators heat-recovery ventilators described in Sentence 9.36.3.9.(1) shall have a sensible heat-recovery efficiency of at least 60% at an outside air test temperature of 0°C for locations with a 2.5% January design temperature greater than or equal to –10°C, and at least 60% at an outside air test temperature of 0°C and at least 55% at an outside air test temperature of –25°C for locations with a 2.5% January design temperature less than –10°C. (See note A-9.36.3.9.(3).)",Récupération de la chaleur des installations de ventilation,"Lors d'essais de rendement thermique et de ventilation à basse température
effectués conformément à la norme CAN/CSA-C439, « Méthode d’essai pour
l’évaluation en laboratoire des performances des ventilateurs-récupérateurs de
chaleur/énergie », les ventilateurs récupérateurs de chaleur décrits au paragraphe 1)
doivent avoir une efficacité de récupération de la chaleur sensible :
a) d'au moins 60 % à une température d'essai de l'air extérieur de 0 °C pour
les localités ayant une température de calcul de janvier à 2,5 % égale ou
supérieure à -10 °C; et
b) d'au moins 60 % à une température d'essai de l'air extérieur de 0 °C et d'au
moins 55 % à une température d'essai de l'air extérieur de -25 °C pour
les localités ayant une température de calcul de janvier à 2,5 % inférieure
à -10 °C.
(Voir la note A-9.36.3.9. 3).)","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.3.9.(4),Heat Recovery from Ventilation Systems,The requirements of Sentence 9.36.3.9.(3) shall be met using a principal ventilation rate not less than that required in Section 9.32. (See note A-9.36.3.9.(3).),Récupération de la chaleur des installations de ventilation,"Les exigences du paragraphe 3) doivent être satisfaites au moyen d’un
débit de ventilation principal au moins égal à celui exigé à la section 9.32. (voir la
note A-9.36.3.9. 3)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.1.(1),Scope and Application,This Subsection is concerned with the efficient use of energy by systems used to heat service water for household use as well as for indoor pools and hot tubs.,Objet et domaine d’application,"La présente sous-section traite de l’utilisation efficiente d’énergie par les
équipements de chauffage de l’eau sanitaire pour usage domestique et pour les piscines
intérieures ainsi que les cuves à remous.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.1.(2),Scope and Application,"Where service water heating equipment or techniques other than those described in this Subsection are used, the building shall be designed and constructed in accordance with the energy efficiency requirements of the NECB.",Objet et domaine d’application,"Lorsque de l’équipement ou des techniques de chauffage de l’eau sanitaire
autres que ceux décrits dans la présente sous-section sont utilisés, le bâtiment doit être
conçu et construit conformément aux exigences d’efficacité énergétique du CNÉB.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.2.(1),Equipment Efficiency,"Service water heaters, boilers, pool heaters and storage tanks shall comply with the performance requirements stated in Table 9.36.4.2. (See note A-9.36.4.2.(1).)",Rendement des appareils,"Les chauffe-eau, les chaudières, les chauffe-piscines et les réservoirs doivent
être confnormes aux exigences de performance indiquées au tableau 9.36.4.2. (voir la
note A-9.36.4.2. 1)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.2.(2),Equipment Efficiency,Hot service water storage tanks not listed in Table 9.36.4.2. shall be covered with insulation having a minimum thermal resistance of 1.8 (m2·K)/W.,Rendement des appareils,"Les réservoirs d’eau chaude sanitaire non mentionnés dans le tableau 9.36.4.2.
doivent être recouverts d’un isolant ayant une résistance thermique minimale de
1,8 (m2 · K)/W.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.2.(3),Equipment Efficiency,"Except for components that are required to be installed outdoors, service water heating equipment shall be installed in a conditioned space. (See note A-9.36.4.2.(3).)",Rendement des appareils,"Sauf pour les composants qui doivent être installés à l’extérieur, les appareils
de chauffage de l’eau sanitaire doivent être installés à l’intérieur d’un espace climatisé
(voir la note A-9.36.4.2. 3)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.3.(1),Solar Domestic Hot Water Systems,Service water heating systems that use solar thermal technology shall conform to the manufacturer’s design requirements and installation procedures.,Chauffe-eau solaires d’usage domestique,"Les appareils de chauffage de l’eau sanitaire qui utilisent la tech0logie de
la thermie solaire doivent être conçus et installés conformément aux méthodes du
fabricant.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.3.(2),Solar Domestic Hot Water Systems,Service water heating systems that use solar thermal technology shall be installed in accordance with the NPC.,Chauffe-eau solaires d’usage domestique,"Les systèmes de chauffage de l’eau sanitaire qui utilisent la tech0logie de la
thermie solaire doivent être installés conformément au CNP.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.3.(3),Solar Domestic Hot Water Systems,Hot water storage tanks associated with the systems referred to in Sentence 9.36.4.3.(2) shall be installed in a conditioned space.,Chauffe-eau solaires d’usage domestique,"Les réservoirs d’eau chaude associés aux systèmes décrits au paragraphe 2)
doivent être installés dans un espace climatisé.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.4.(1),Piping,The first 2 m of outlet piping downstream and of inlet piping upstream leading from a storage tank or heating vessel shall be covered with piping insulation that is at least 12 mm thick.,Tuyauterie,"Les 2 premiers mètres de la tuyauterie de sortie en aval ainsi que les 2 premiers
mètres de la tuyauterie d’entrée en amont entre l’appareil ou le réservoir doivent être
recouverts d’un calorifuge pour tuyauterie d’une épaisseur d’au moins 12 mm.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.4.(2),Piping,All piping forming part of a continuously operating recirculating service water heating system shall be covered with piping insulation that is at least 12 mm thick.,Tuyauterie,"Toute la tuyauterie faisant partie d’un équipement de chauffage de l’eau
sanitaire à recirculation fonctionnant en mode continu doit être recouverte d’un
calorifuge pour tuyauterie d’une épaisseur d’au moins 12 mm.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.4.(3),Piping,"Where piping forming part of the service water heating system is located outside the building envelope or in an unconditioned space, it shall be insulated to a thermal resistance not less than the effective thermal resistance required for the exterior above-ground walls.",Tuyauterie,"La tuyauterie faisant partie d’un équipement de chauffage de l’eau sanitaire
qui se trouve à l’extérieur de l’enveloppe du bâtiment ou dans un espace non climatisé
doit être calorifugée de façon à présenter une résistance thermique au moins égale à la
résistance thermique effective exigée pour le mur extérieur hors sol.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.5.(1),Controls,Service water heating systems with storage tanks shall be equipped with automatic temperature controls capable of adjustment between the minimum and maximum temperature settings permitted for the intended use.,Commandes,"Les équipements de chauffage de l'eau sanitaire munis de réservoirs doivent
comporter des commandes automatiques permettant de régler la température à
l'intérieur de la plage autorisée pour l'utilisation prévue.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.6.(1),Indoor Swimming Pool Equipment Controls,"Heaters for indoor swimming pools shall be equipped with a thermostat, and a readily accessible and clearly labeled device that allows the heater to be shut off without adjusting the thermostat setting.",Commandes de piscines intérieures,"Les chauffe-piscines de piscines intérieures doivent être munis :
a) d'un thermostat; et
b) d’un dispositif facilement accessible et clairement identifié permettant
d'arrêter le chauffe-piscine sans régler le thermostat.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.4.6.(2),Indoor Swimming Pool Equipment Controls,Pumps and heaters for indoor swimming pools shall be equipped with time switches or other types of controls that can be set to automatically turn off the pumps and heaters when their operation is not required. (See note A-9.36.4.6.(2).),Commandes de piscines intérieures,"Les pompes et les chauffe-piscines de piscines intérieures doivent être munis de
minuteries ou d'autres types de commandes qui peuvent être réglés de façon à arrêter
automatiquement les pompes et les chauffe-piscines quand leur fonctionnement n'est
pas nécessaire (voir la note A-9.36.4.6. 2)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.1.(1),Scope and Application,"This Subsection is concerned with modeling the energy performance of components, systems and assemblies, including heat gains from internal loads described in Sentence 9.36.5.4.(4), that are addressed in the scope of the prescriptive requirements in Subsections 9.36.2.to 9.36.4. and that are installed in buildings described in Sentence 9.36.1.3.(3).",Objet et domaine d’application,"La présente sous-section porte sur la modélisation de la performance
énergétique des composants, des systèmes et des ensembles, y compris les gains de
chaleur produits par les charges internes décrits au paragraphe 9.36.5.4. 4), qui sont
abordés dans l’objet des exigences prescriptives des sous-sections 9.36.2. à 9.36.4. et
installés dans les bâtiments décrits au paragraphe 9.36.1.3. 3).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.1.(2),Scope and Application,"Internal loads other than those described in Sentence 9.36.5.4.(4) shall be excluded from the performance compliance calculations as they relate to the lighting of unconditioned spaces, exterior lighting, and the ventilation of unconditioned spaces. (See note A-9.36.5.2.)",Objet et domaine d’application,"Les charges internes, autres que celles décrites au paragraphe 9.36.5.4. 4),
doivent être exclues des calculs de la conformité par la méthode de performance dans
la mesure où elles concernent :
a) l’éclairage des espaces non climatisés;
b) l’éclairage extérieur; et
c) la ventilation des espaces non climatisés.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.10.(1),Modeling Building Envelope of Proposed House,"Except as provided in Sentences 9.36.5.10.(2)and 9.36.5.10.(3), the energy model calculations for the proposed house shall be consistent with the proposed construction specifications for that house with regard to the area of the above-ground portion of foundation walls, the effective thermal resistance of above-ground walls, ceilings below attics, roof assemblies and rim joists, the maximum overall thermal transmittance of doors, as calculated in accordance with Sentence 9.36.2.2.(3), the effective thermal resistance of below-ground walls and slabs-on-ground, exterior walls, roof-ceiling assembly, doors, walls, exposed floors, and floors in contact with the ground, distribution, orientation and area of fenestration and doors, as calculated in accordance with Article 9.36.2.3., solar heat gain coefficient and overall thermal transmittance of fenestration, as calculated in accordance with Sentence 9.36.2.2.(3), configuration of insulation in assemblies in contact with the ground, and effective thermal resistance of foundation walls.",Modélisation de l’enveloppe du bâtiment de la maison proposée,"Sous réserve des paragraphes 2) et 3), les calculs du modèle de consommation
énergétique pour la maison proposée doivent être en accord avec les spécifications de construction proposées de cette maison en ce qui a trait :
a) à l’aire de la portion hors sol des murs de fondation;
b) à la résistance thermique effective des murs hors sol, du plafond sous le
comble, du toit et des solives de bordure;
c) au coefficient de transmission thermique globale maximal des portes calculé
conformément au paragraphe 9.36.2.2. 3); d) à la résistance thermique effective des murs au-dessous du niveau du sol
et des dalles sur sol;
e) aux murs extérieurs, aux ensembles toit-plafond, aux portes, aux murs, aux
planchers exposés et aux planchers en contact avec le sol;
f) à la répartition, à l’orientation et à l’aire du fenêtrage et des portes calculée
conformément à l’article 9.36.2.3.;
g) au coefficient de gain solaire et au coefficient de transmission thermique
globale du fenêtrage calculés conformément au paragraphe 9.36.2.2. 3); h) à la configuration de l’isolation dans les ensembles en contact avec le sol; et
i) à la résistance thermique effective des murs de fondation.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.10.(10),Modeling Building Envelope of Proposed House,A design airtightness shall be assigned for use in the energy model calculations until the actual airtightness has been measured in accordance with Sentence 9.36.5.10.(11).,Modélisation de l’enveloppe du bâtiment de la maison proposée,"Un taux d’infiltration d’air de calcul doit être appliqué aux calculs du modèle
de consommation énergétique jusqu’à ce que le taux d’infiltration réel soit mesuré
conformément au paragraphe 11).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.10.(11),Modeling Building Envelope of Proposed House,"Where measured airtightness is used in the energy model calculations, it shall be determined in accordance with CGSB CAN/CGSB-149.10-M86 Determination of the Airtightness of Building Envelopes by the Fan Depressurization Method as written, or excluding Clause 6.1.6, which allows intentional openings for mechanical equipment to be left unsealed. (See note A-9.36.5.10.(11).)",Modélisation de l’enveloppe du bâtiment de la maison proposée,"Si un taux d’infiltration d’air mesuré est utilisé dans les calculs du modèle
de consommation énergétique, il doit être déterminé conformément à la norme
CAN/CGSB-149.10-M, « Détermination de l'étanchéité à l'air des enveloppes de
bâtiment par la méthode de dépressurisation au moyen d'un ventilateur » :
a) telle qu’elle est rédigée; ou
b) en excluant la disposition 6.1.6, qui permet que les ouvertures prévues des
équipements mécaniques ne soient pas scellées.
(Voir la note A-9.36.5.10. 11).)","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.10.(12),Modeling Building Envelope of Proposed House,"Where airtightness is determined in accordance with Sentence 9.36.5.10.(11) using air changes per hour, the result obtained at an air pressure differential of 50 Pa shall be used in the energy model calculations.",Modélisation de l’enveloppe du bâtiment de la maison proposée,"Si le taux d’infiltration est déterminé conformément au paragraphe 11) au
moyen du nombre de renouvellements d’air à l’heure, il doit être mesuré sous une
pression différentielle de 50 Pa.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
2015,QC,NBC,Div B,9.36.5.10.(13),Modeling Building Envelope of Proposed House,"Where airtightness is determined in accordance with Clause 9.36.5.10.(11)(b), its rate shall be adjusted in the energy model calculations to account for air leakage through mechanical equipment.",Modélisation de l’enveloppe du bâtiment de la maison proposée,"Si le taux d’infiltration est déterminé conformément au paragraphe 11) au
moyen du nombre de renouvellements d’air à l’heure, il doit être mesuré sous une
pression différentielle de 50 Pa.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,,National Only,Yes,,,,,,,,
