Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,3.2.4.18.(12),Audibility of Alarm Systems ,"If a 2-stage fire alarm system has been installed with an automatic signal silence as described in Sentence 3.2.4.18.(11), the system shall be designed so that any silenced audible signal devices serving dwelling units are reactuated whenever an alarm signal is required to be transmitted as part of the second stage. (See Note A-3.2.4.18.(7).) ",obc2019_divb,Div B,3.2.4.20.(14),3.2.4.20. Audibility of Alarm Systems (See Appendix A.) ,"If a two stage fire alarm system has been installed with an automatic signal silence as described in Sentence (13), the system shall be designed so that any silenced audible signal devices serving dwelling units are reactuated whenever an alarm signal is required to be transmitted as part of the second stage.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.18.(2),Audibility of Alarm Systems ,The sound pattern of an alarm signal shall conform to the temporal pattern defined in Clause 4.2 of ISO 8201:1987(E) Acoustics â€“ Audible emergency evacuation signal (See Note A-3.2.4.18.(2).) ,obc2019_divb,Div B,3.2.4.20.(2),3.2.4.20. Audibility of Alarm Systems (See Appendix A.) ,"The sound pattern of an alarm signal shall conform to the temporal pattern defined in Clause 4.2 of International Standard ISO 8201, ""Acoustics Ã¢â‚¬"" Audible Emergency Evacuation Signal"". (See Appendix A.)",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.18.(3),Audibility of Alarm Systems ,The sound patterns of alert signals shall be significantly different from the temporal patterns of alarm signals. (See Note A-3.2.4.18.(3).),obc2019_divb,Div B,3.2.4.20.(3),3.2.4.20. Audibility of Alarm Systems (See Appendix A.) ,The sound patterns of alert signals shall be significantly different from the temporal patterns of alarm signals. (See Appendix A.),,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.18.(4),Audibility of Alarm Systems ,The fire alarm signal sound pressure level shall be not more than 110 dBA in any normally occupied area. (See Note A-3.2.4.18.(4).),obc2019_divb,Div B,3.2.4.20.(4),3.2.4.20. Audibility of Alarm Systems (See Appendix A.) ,"In all normally occupied spaces, the fire alarm signal sound pressure level, shall be not more than 100 dBA when measured at a distance of 3 m from the device, or is permitted to be more than 100 dBA provided the sound pressure level measured 2 000 mm above floor level is not more than 100 dBA. ",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.18.(5),Audibility of Alarm Systems ,The sound pressure level in a sleeping room from a fire alarm audible signal device shall be not less than 75 dBA in a building of residential or care occupancy when any intervening doors between the device and the sleeping room are closed. (See Note A-3.2.4.18.(5).),obc2019_divb,Div B,3.2.4.20.(5),3.2.4.20. Audibility of Alarm Systems (See Appendix A.) ,The sound pressure level in a sleeping room from a fire alarm audible signal device shall be not less than 75 dBA in a building of residential occupancy when any intervening doors between the device and the sleeping room are closed. (See Appendix A.),,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.18.(6),Audibility of Alarm Systems ,"Except as required by Sentence 3.2.4.18.(5), the sound pressure level from a fire alarm systemâ€™s audible signal device within a floor area shall be not less than 10 dBA above the ambient noise level without being less than 65 dBA.",obc2019_divb,Div B,3.2.4.20.(6),3.2.4.20. Audibility of Alarm Systems (See Appendix A.) ,"Except as required by Sentence (5), the sound pressure level from a fire alarm audible signal device in a floor area shall be not less than 10 dBA above the ambient noise level, but with a minimum value not less than 65 dBA.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.18.(7),Audibility of Alarm Systems ,"Except as permitted by Sentence 3.2.4.18.(11), audible signal devices located within a dwelling unit shall include a means for them to be manually silenced for a period of not more than 10 min, after which time the devices shall restore themselves to normal operation. (See Note A-3.2.4.18.(7).)",obc2019_divb,Div B,3.2.4.20.(9),3.2.4.20. Audibility of Alarm Systems (See Appendix A.) ,"Except as permitted by Sentence (13), an audible signal device located within a dwelling unit shall incorporate a means that enables the device to be silenced for a period of not more than 10 min, after which the device shall restore to normal operation. (See Appendix A.)",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.18.(9),Audibility of Alarm Systems ,"In a building or part thereof classified as a residential or care occupancy, separate circuits shall be provided for audible signal devices on each floor area, and audible signal devices within dwelling units or suites of residential or care occupancy shall be wired on separate signal circuits from those not within dwelling units or suites of residential or care occupancy.",obc2019_divb,Div B,3.2.4.20.(11),3.2.4.20. Audibility of Alarm Systems (See Appendix A.) ,"In a building or part of it classified as a residential occupancy, separate circuits shall be provided for audible signal devices on each floor area, and audible signal devices within dwelling units or suites of residential occupancy shall be wired on separate signal circuits from those not within suites of residential occupancy or dwelling units. ",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.19.(1),Visual Signals ,"Visual signal devices shall be installed in addition to alarm signals (a) in buildings or portions thereof intended for use primarily by persons with a hearing impairment, (b) in assembly occupancies in which music and other sounds associated with performances could exceed 100 dBA, (c) in any floor area in which the ambient noise level is more than 87 dBA, and (d) in any floor area in which the occupants (i) use ear protection devices, (ii) are located in an audiometric booth, or (iii) are located in sound-insulating enclosures.",obc2019_divb,Div B,3.2.4.19.(4),3.2.4.19. Alert and Alarm Signals ,"Except as permitted by Sentence (6), visual signal devices shall be installed in addition to audible signal devices, (a) in a building or portion of a building intended for use primarily by persons with hearing impairment, (b) in a public corridor serving a Group A, B, C, D or E occupancy, (c) in a corridor used by the public and in a floor area or part of a floor area where the public may congregate in a Group A occupancy, (d) in not less than 10% of the suites of a hotel or motel, (e) in a washroom for public use described in Sentence 3.8.2.3.(2), (3), (4) or (6), and (f) in the living space in a suite of residential occupancy in a Group C major occupancy apartment building.",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.19.(1),Visual Signals ,"Visual signal devices shall be installed in addition to alarm signals (a) in buildings or portions thereof intended for use primarily by persons with a hearing impairment, (b) in assembly occupancies in which music and other sounds associated with performances could exceed 100 dBA, (c) in any floor area in which the ambient noise level is more than 87 dBA, and (d) in any floor area in which the occupants (i) use ear protection devices, (ii) are located in an audiometric booth, or (iii) are located in sound-insulating enclosures.",obc2019_divb,Div B,3.2.4.20.(7),3.2.4.20. Audibility of Alarm Systems (See Appendix A.) ,"Fire alarm audible signal devices shall be supplemented by visual signal devices in any floor area in which, the ambient noise level is more than 87 dBA, or the occupants of the floor area, use ear protective devices, are located within an audiometric booth, or are located within sound insulated enclosures.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.19.(1),Visual Signals ,"Visual signal devices shall be installed in addition to alarm signals (a) in buildings or portions thereof intended for use primarily by persons with a hearing impairment, (b) in assembly occupancies in which music and other sounds associated with performances could exceed 100 dBA, (c) in any floor area in which the ambient noise level is more than 87 dBA, and (d) in any floor area in which the occupants (i) use ear protection devices, (ii) are located in an audiometric booth, or (iii) are located in sound-insulating enclosures.",obc2019_divb,Div B,3.2.4.20.(8),3.2.4.20. Audibility of Alarm Systems (See Appendix A.) ,Sentence (7) shall also apply in an assembly occupancy in which music and other sounds associated with performances could exceed 100 dBA.,,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.19.(2),Visual Signals ,Visual signal devices required by Sentence 3.2.4.19.(1) shall be installed so that the signal from at least one device is visible throughout the floor area or portion thereof in which they are installed. (See Note A-3.2.4.19.(2).) ,obc2019_divb,Div B,3.2.4.21.(1),3.2.4.21. Visual Signals ,Visual signal devices required by Sentences 3.2.4.19.(4) and 3.2.4.20.(7) and (8) shall be installed so that the signal from at least one device is visible throughout the floor area or portion of it in which they are installed. (See Appendix A.),,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.2.(1),Continuity of Fire Alarm System ,"Except as permitted by Sentence 3.2.4.2.(6), if there are openings through a firewall, other than those for piping, tubing, wiring and totally enclosed noncombustible raceways, the requirements in this Subsection shall apply to the floor areas on both sides of the firewall as if they were in the same building.",obc2019_divb,Div B,3.2.4.2.(1),3.2.4.2. Continuity of Fire Alarm System ,"Except as permitted by Sentence (6), if there are openings through a firewall, other than those for piping, tubing, wiring and totally enclosed noncombustible raceways, the requirements in this Subsection shall apply to the floor areas on both sides of the firewall as if they were in the same building.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.2.(2),Continuity of Fire Alarm System ,"Except as permitted by Sentence 3.2.4.2.(4), if a building contains more than one major occupancy and a fire alarm system is required, a single system shall serve all occupancies.",obc2019_divb,Div B,3.2.4.2.(2),3.2.4.2. Continuity of Fire Alarm System ,"Except as permitted by Sentence (4), if a building contains more than one major occupancy and a fire alarm system is required, a single system shall serve all occupancies.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.2.(3),Continuity of Fire Alarm System ,"Except as permitted by Sentence 3.2.4.2.(4), if a fire alarm system is required in any portion of a building, it shall be installed throughout the building.",obc2019_divb,Div B,3.2.4.2.(3),3.2.4.2. Continuity of Fire Alarm System ,"Except as permitted by Sentence (4), if a fire alarm system is required in any portion of a building, it shall be installed throughout the building.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.2.(4),Continuity of Fire Alarm System ,"Except as required by Sentence 3.2.4.2.(5), the requirements in this Subsection are permitted to be applied to each portion of a building not more than 3 storeys in building height, in which a vertical fire separation having a fire-resistance rating not less than 1 h separates the portion from the remainder of the building as if it were a separate building, provided there are no openings through the fire separation, other than those for piping, tubing, wiring and totally enclosed noncombustible raceways.",obc2019_divb,Div B,3.2.4.2.(4),3.2.4.2. Continuity of Fire Alarm System ,"Except as required by Sentence (5), the requirements in this Subsection are permitted to be applied to each portion of a building not more than 3 storeys in building height, in which a vertical fire separation having a fire-resistance rating not less than 1 h separates the portion from the remainder of the building as if it were a separate building, provided there are no openings through the fire separation, other than those for piping, tubing, wiring and totally enclosed noncombustible raceways.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.2.(5),Continuity of Fire Alarm System ,The permission in Sentence 3.2.4.2.(4) to consider separated portions of a building as separate buildings does not apply to service rooms and storage rooms.,obc2019_divb,Div B,3.2.4.2.(5),3.2.4.2. Continuity of Fire Alarm System ,The permission in Sentence (4) to consider separated portions of a building as separate buildings does not apply to service rooms and storage rooms.,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.2.(6),Continuity of Fire Alarm System,Buildings interconnected by walkways permitted in Articles 3.2.3.19.and 3.2.3.20. or by vestibules provided in conformance with Article 3.2.6.3. shall be treated as separate buildings for the purpose of fire alarm installation required by this Subsection.,obc2019_divb,Div B,3.2.4.2.(6),3.2.4.2. Continuity of Fire Alarm System,Buildings interconnected by walkways permitted in Articles 3.2.3.19. and 3.2.3.20. or by vestibules provided in conformance with Article 3.2.6.3. shall be treated as separate buildings for the purpose of fire alarm installation required by this Subsection.,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.20.(1),Smoke Alarms,"Except as provided in Article 3.2.4.21., smoke alarms shall be installed in accordance with this Article.",obc2019_divb,Div B,3.2.4.22.(1),3.2.4.22. Smoke Alarms,"(0.1) Except as provided in Article 3.2.4.22A., smoke alarms shall be installed in accordance with this Article. Except as permitted by Sentence (6), smoke alarms conforming to CAN/ULC-S531, ""Smoke Alarms"", shall be installed in each dwelling unit and, except for care, care and treatment or detention occupancies required to have a fire alarm system, in each sleeping room not within a dwelling unit.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.20.(10),Smoke Alarms,"If more than one smoke alarm is required in a dwelling unit, the smoke alarms shall be wired so that the actuation of one smoke alarm will cause all smoke alarms within the dwelling unit to sound.",obc2019_divb,Div B,3.2.4.22.(8),3.2.4.22. Smoke Alarms,"If more than one smoke alarm is required in a dwelling unit, the smoke alarms shall be wired so that the actuation of one smoke alarm will cause all smoke alarms within the dwelling unit to sound.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.20.(11),Smoke Alarms,A smoke alarm required by Sentence 3.2.4.20.(2) shall be installed in conformance with ULC CAN/ULC-S553-14 Installation of Smoke Alarms,obc2019_divb,Div B,3.2.4.22.(9),3.2.4.22. Smoke Alarms,"A smoke alarm required by Sentence (1) shall be installed in conformance with CAN/ULC-S553, ""Installation of Smoke Alarms"".",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.20.(12),Smoke Alarms ,"Except as permitted in Sentence 3.2.4.20.(13), a manually operated silencing device shall be incorporated within the circuitry of a smoke alarm installed in a dwelling unit so that it will silence the signal emitted by the smoke alarm for a period of not more than 10 min, after which the smoke alarm will reset and again sound the alarm if the level of smoke in the vicinity is sufficient to reactuate the smoke alarm.",obc2019_divb,Div B,3.2.4.22.(10),3.2.4.22. Smoke Alarms ,"Except as permitted by Sentence (11), a manually operated silencing device shall be incorporated within the circuitry of a smoke alarm installed in a dwelling unit so that it will silence the signal emitted by the smoke alarm for a period of not more than 10 min, after which the smoke alarm will reset and again sound the alarm if the level of smoke in the vicinity is sufficient to reactuate the smoke alarm.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.20.(13),Smoke Alarms,"Suites of residential occupancy equipped with smoke detectors installed to ULC CAN/ULC-S524-14 Installation of Fire Alarm Systems as part of the fire alarm system in lieu of smoke alarms as permitted by Sentence 3.2.4.20.(8), need not incorporate the manually operated device required in Sentence 3.2.4.20.(12). (See Note A-3.2.4.20.(8).)",obc2019_divb,Div B,3.2.4.22.(11),3.2.4.22. Smoke Alarms,"Suites of residential occupancy equipped with smoke detectors installed in conformance with CAN/ULC-S524, ""Installation of Fire Alarm Systems"", as part of the fire alarm system in lieu of smoke alarms as permitted by Sentence (6), need not incorporate the manually operated silencing device required by Sentence (10).",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.20.(14),Smoke Alarms,"The sound patterns of smoke alarms shall meet the temporal patterns of alarm signals (see Note A-3.2.4.18.(2)), or be a combination temporal pattern and voice relay.",obc2019_divb,Div B,3.2.4.22.(12),3.2.4.22. Smoke Alarms,"The sound patterns of smoke alarms shall, meet the temporal patterns of alarm signals, or be a combination of temporal pattern and voice relay.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.20.(2),Smoke Alarms ,"Except as required by Sentence 3.2.4.20.(5) and permitted by Sentence 3.2.4.20.(8), smoke alarms conforming to ULC CAN/ULC-S531-14 Smoke Alarms shall be installed in each dwelling unit and, except for care, treatment or detention occupancies required to have a fire alarm system, in each sleeping room not within a dwelling unit or suite of care occupancy.",obc2019_divb,Div B,3.2.4.22.(1),3.2.4.22. Smoke Alarms ,"(0.1) Except as provided in Article 3.2.4.22A., smoke alarms shall be installed in accordance with this Article. Except as permitted by Sentence (6), smoke alarms conforming to CAN/ULC-S531, ""Smoke Alarms"", shall be installed in each dwelling unit and, except for care, care and treatment or detention occupancies required to have a fire alarm system, in each sleeping room not within a dwelling unit.",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.20.(3),Smoke Alarms ,At least one smoke alarm shall be installed on each storey of a dwelling unit or suite of care occupancy.,obc2019_divb,Div B,3.2.4.22.(2),3.2.4.22. Smoke Alarms ,At least one smoke alarm shall be installed on each storey and mezzanine of a dwelling unit.,,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.20.(4),Smoke Alarms ,"On any storey of a dwelling unit containing sleeping rooms, a smoke alarm shall be installed (a) in each sleeping room, and (b) in a location between the sleeping rooms and the remainder of the storey, and if the sleeping rooms are served by a hallway, the smoke alarm shall be located in the hallway.",obc2019_divb,Div B,3.2.4.22.(3),3.2.4.22. Smoke Alarms ,"On any storey of a dwelling unit containing sleeping rooms, a smoke alarm shall be installed in, (a) each sleeping room, and (b) a location between the sleeping rooms and the remainder of the storey, and if the sleeping rooms are served by a hallway, the smoke alarm shall be located in the hallway.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.20.(6),Smoke Alarms,A smoke alarm shall be installed on or near the ceiling.,obc2019_divb,Div B,3.2.4.22.(4),3.2.4.22. Smoke Alarms,A smoke alarm shall be installed on or near the ceiling.,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.20.(7),Smoke Alarms ,"Except as permitted in Sentence 3.2.4.20.(8), smoke alarms referred in Sentence 3.2.4.20.(2) shall (a) be installed with permanent connections to an electrical circuit (see Note A-3.2.4.20.(7)(a)), (b) have no disconnect switch between the overcurrent device and the smoke alarm, and (c) in case the regular power supply to the smoke alarm is interrupted, be provided with a battery as an alternative power source that can continue to provide power to the smoke alarm for a period of no less than 7 days in the normal condition, followed by 4 minutes of alarm.",obc2019_divb,Div B,3.2.4.22.(5),3.2.4.22. Smoke Alarms ,"Except as permitted by Sentence (6), smoke alarms required by Sentence (1) shall, (a) be installed with permanent connections to an electrical circuit, (b) have no disconnect switch between the overcurrent device and the smoke alarm, and (c) in case the regular power supply to the smoke alarm is interrupted, be provided with a battery as an alternative power source that can continue to provide power to the smoke alarm for a period of not less than seven days in the normal condition, followed by 4 min of alarm. ",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.20.(8),Smoke Alarms ,"Suites of residential occupancy are permitted to be equipped with smoke detectors in lieu of smoke alarms, provided the smoke detectors (a) are capable of independently sounding audible signals within the individual suites, (b) except as permitted in Sentence 3.2.4.20.(9), are installed in conformance with ULC CAN/ULC-S524-14 Installation of Fire Alarm Systems and (c) form part of the fire alarm system.",obc2019_divb,Div B,3.2.4.22.(6),3.2.4.22. Smoke Alarms ,"Suites of residential occupancy are permitted to be equipped with smoke detectors in lieu of smoke alarms, provided the smoke detectors, (a) are capable of independently sounding audible signals within the individual suites, (b) except as provided by Sentence (7), are installed in conformance with CAN/ULC-S524, ""Installation of Fire Alarm Systems"", and verified in conformance with CAN/ULC-S537, ""Verification of Fire Alarm Systems"", and (c) form part of the fire alarm system.",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.20.(9),Smoke Alarms ,"Smoke detectors permitted to be installed in lieu of smoke alarms as stated in Sentence (8) are permitted to sound localized alarms within individual suites, and need not sound an alarm throughout the rest of the building.",obc2019_divb,Div B,3.2.4.22.(7),3.2.4.22. Smoke Alarms ,"Smoke detectors permitted to be installed in lieu of smoke alarms as provided in Sentence (6) are not required under Clause (6)(b) to sound an alarm throughout the rest of the building, provided they sound localized alarms within individual suites and otherwise meet the requirements of Clause (6)(b).",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.21.(1),Residential Fire Warning Systems ,"Except where a fire alarm system is installed or required in a building, smoke detectors forming part of a residential fire warning system installed in conformance with ULC CAN/ULC-S540-13 Residential Fire and Life Safety Warning Systems: Installation, Inspection, Testing and Maintenance are permitted to be installed in lieu of all smoke alarms required by Article 3.2.4.20., provided the system (a) is capable of sounding audible signals in accordance with Articles 9.10.19.2. and Article 9.10.19.5., (b) is powered in accordance with Article 9.10.19.4., and (c) is provided with a silencing device in accordance with Article 9.10.19.6. ",obc2019_divb,Div B,3.2.4.22.(1),3.2.4.22A. Residential Fire Warning Systems ,"Except where a fire alarm system is installed or required in a building, smoke detectors forming part of a residential fire warning system installed in conformance with CAN/ULC-S540, ""Residential Fire and Life Safety Warning Systems: Installation, Inspection, Testing and Maintenance"", are permitted to be installed in lieu of all smoke alarms required by Article 3.2.4.22., provided that the system is, (a) capable of sounding audible signals in accordance with Sentences 3.2.4.22.(8) and (12), (b) provided with a visual signalling component in accordance with Sentences 3.2.4.22.(13) to (15), (c) powered in accordance with Sentences 3.2.4.22.(5), and (d) provided with a silencing device in accordance with Sentences 3.2.4.22.(10) and (11).",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.22.(1),Voice Communication Systems for High Buildings ,"A voice communication system required by Subsection 3.2.6. shall (a) consist of a two-way means of communication with the central alarm and control facility and to the mechanical control centre from each floor area, and (b) be capable of broadcasting prerecorded, synthesized, or live messages from the central alarm and control facility that are audible and intelligible in all parts of the building, except that this requirement does not apply to elevator cars (see Note A-3.2.4.22.(1)(b)).",obc2019_divb,Div B,3.2.4.23.(1),3.2.4.23. Two-Way Voice Communication Systems ,"A voice communication system required by Subsection 3.2.6., Clause 3.3.2.4.(14)(f) or Sentence 3.3.4.11.(12) shall, (a) consist of a two-way means of communication with the central alarm and control facility and with the mechanical control centre from each floor area, and (b) be capable of broadcasting pre-recorded, synthesized or live messages from the central alarm and control facility that are audible and intelligible in all parts of the building, except in elevator cars. ",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.22.(2),Voice Communication Systems for High Buildings ,"The voice communication system referred to in Sentence 3.2.4.22.(1) shall include a means to silence the alarm signal in a single stage fire alarm system while voice instructions are being transmitted, but only after the alarm signal has initially sounded for not less than 30 s.",obc2019_divb,Div B,3.2.4.23.(2),3.2.4.23. Two-Way Voice Communication Systems ,"The voice communication system referred to in Sentence (1) shall include a means to silence the alarm signal in a single-stage fire alarm system while voice messages are being transmitted, but only after the alarm signal has initially sounded for not less than 30 s. ",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.22.(3),Voice Communication Systems for High Buildings ,"The voice communication system referred to in Sentence 3.2.4.22.(1) shall include a means to silence the alert signal and the alarm signal in a 2-stage fire alarm system while voice instructions are being transmitted, but only after the alert signal has initially sounded for not less than (a) 10 s in hospitals that have supervisory personnel on duty for twenty-four hours each day, or (b) 30 s for all other occupancies.",obc2019_divb,Div B,3.2.4.23.(3),3.2.4.23. Two-Way Voice Communication Systems ,"The voice communication system referred to in Sentence (1) shall include a means to silence the alert signal and the alarm signal in a two-stage fire alarm system while voice messages are being transmitted, but only after the alert signal has initially sounded for not less than, (a) 10 s in hospitals that have supervisory personnel on duty for twenty-four hours each day, or (b) 30 s for all other occupancies.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.22.(4),Voice Communication Systems for High Buildings ,The voice communication system referred to in Clause 3.2.4.22.(1)(b) shall be designed so that the alarm signal in a 2-stage fire alarm system can be selectively transmitted to any zone or zones while maintaining an alert signal or selectively transmitting voice instructions to any other zone or zones in the building.,obc2019_divb,Div B,3.2.4.23.(4),3.2.4.23. Two-Way Voice Communication Systems ,The voice communication system referred to in Sentence (1) shall be designed so that the alarm signal in a two-stage fire alarm system can be selectively transmitted to any zone or zones while maintaining an alert signal or selectively transmitting voice instructions to any other zone or zones in the building.,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.22.(5),Voice Communication Systems for High Buildings ,Visual signal devices required by Sentence 3.2.4.19.(1) shall continue to emit a visible signal while voice instructions are being transmitted.,obc2019_divb,Div B,3.2.4.23.(5),3.2.4.23. Two-Way Voice Communication Systems ,The voice communication system referred to in Sentence (1) shall be designed so that visual signal devices are not interrupted while voice instructions are being transmitted.,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.22.(6),Voice Communication Systems for High Buildings ,The 2-way communication system referred to in Clause 3.2.4.22.(1)(a) shall be installed so that emergency telephones are located in each floor area near exit stair shafts.,obc2019_divb,Div B,3.2.4.23.(6),3.2.4.23. Two-Way Voice Communication Systems ,The voice communication system referred to in Sentence (1) shall be installed so that emergency communication devices are located in each floor area near exit stair shafts.,,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.22.(7),Voice Communication Systems for High Buildings ,"Where the facility is not equipped with staff trained to provide instructions over the loudspeakers, a pre-recorded message shall be provided.",obc2019_divb,Div B,3.2.4.23.(7),3.2.4.23. Two-Way Voice Communication Systems ,"A voice communication system referred to in Sentence (1) that is installed in a building that is not intended to be staffed, at times when the building will be occupied, with persons trained to provide instructions over the system shall include a pre-recorded message.",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.23.(1),One-Way Voice Communication Systems ,"Except for Group B, Division 1 and Group F, Division 1 major occupancies, where a fire alarm system is required under part 3., a one-way voice communication system shall be installed in buildings where a 2-stage fire alarm system is installed and whose occupant load exceeds 1 000.",obc2019_divb,Div B,3.2.4.24.(1),3.2.4.24. One-Way Voice Communication Systems ,"Except for Group B, Division 1 and Group F, Division 1 major occupancies, a one-way voice communication system shall be installed in a building where, a fire alarm system is required under Subsection 3.2.4., a two-stage fire alarm system is installed, and the occupant load of the building exceeds 1 000.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.23.(2),One-Way Voice Communication Systems ,"The one-way voice communication system required by Sentence 3.2.4.23.(1) shall consist of loudspeakers that are operated from the central alarm and control facility or, in the absence of such a facility, from a designated area, and except in elevator cars, designed and located so that transmitted messages are audible and intelligible in all parts of the building.",obc2019_divb,Div B,3.2.4.24.(2),3.2.4.24. One-Way Voice Communication Systems ,"The voice communication system required by Sentence (1) shall consist of loudspeakers that are, operated from the central alarm and control facility or, in the absence of a central alarm and control facility, from a designated area, and designed and located so that transmitted messages are audible and intelligible in all parts of the building, except in elevator cars.",,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.23.(3),One-Way Voice Communication Systems ,"Where the facility is not equipped with staff trained to provide instructions over the loudspeakers, a pre-recorded message shall be provided.",obc2019_divb,Div B,3.2.4.24.(3),3.2.4.24. One-Way Voice Communication Systems ,"A voice communication system required by Sentence (1) that is installed in a building that is not intended to be staffed, at times when the building will be occupied, with persons trained to provide instructions over loudspeakers described in Sentence (2) shall include a pre-recorded message.",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.23.(4),One-Way Voice Communication Systems ,The one-way voice communication system required by Sentence 3.2.4.23.(1) shall meet the silencing and transmission requirements of Sentences 3.2.4.22.(2) to 3.2.4.22.(4) and 3.2.4.22.(6).,obc2019_divb,Div B,3.2.4.24.(4),3.2.4.24. One-Way Voice Communication Systems ,The voice communication system required by Sentence (1) shall meet the silencing and transmission requirements of Sentences 3.2.4.23.(2) to (5).,,Common Sentence,No,,,,,,
2015,ON,NBC,Div B,3.2.4.3.(1),Types of Fire Alarm Systems ,"A fire alarm system shall be (a) a single-stage system in a Group F, Division 1 occupancy, (b) except as permitted in Sentence 3.2.4.3.(1), a 2-stage system in a Group B occupancy, (c) a single- or 2-stage system in a Group B, Division 3 occupancy where the building is 3 storeys or less in building height, and (d) a single- or 2-stage system in all other cases.",obc2019_divb,Div B,3.2.4.3.(1),3.2.4.3. Types of Fire Alarm Systems ,"A fire alarm system shall be, (a) a single stage system in a Group F, Division 1 occupancy, (b) a two stage system in a Group B occupancy other than those described in Clause (c), (c) a single or two stage system in a building 3 storeys or less in building height that contains a Group B, Division 3 occupancy, (d) a single stage system in elementary and secondary schools, except for a special needs facility, and (e) a single or two stage system in all other cases.",,Common Sentence,Yes,Fire Detection and Notification,,,,,
2015,ON,NBC,Div B,3.2.4.4.(1),Description of Fire Alarm Systems ,"A single stage fire alarm system shall, upon the operation of any manual station, waterflow detecting device, or fire detector, cause an alarm signal to sound on all audible signal devices in the system. (See Note A-3.2.4.4.(1).) ",obc2019_divb,Div B,3.2.4.4.(1),3.2.4.4. Description of Fire Alarm Systems ,"A single stage fire alarm system shall, upon the operation of any manual pull station or fire detector, cause an alarm signal to sound on all audible signal devices in the system. (See Appendix A.)",,Common Sentence,Yes,Fire Detection and Notification,,,,,
