Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,National Article Title (FR),National Sentence Text (FR),P/T Article Title (FR),P/T Sentence Text (FR),Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,9.9.5.6.(1),Mirrors or Draperies ,"No mirror shall be placed in or adjacent to any exit so as to confuse the direction of exit, and no mirror or draperies shall be placed on or over exit doors.",obc2019divb,Div B,9.9.5.6.(1),9.9.5.6. Mirrors or Draperies ,"No mirror shall be placed in or adjacent to any exit so as to cause confusion regarding the direction of exit, and no mirror or draperies shall be placed on or over exit doors.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.6.1.(2),Obstructions by Doors ,"When fully open, doors described in Sentence 9.9.6.1.(1) shall not decrease the required exit width by more than 100 mm in exit corridors, and 50 mm for other exit facilities.",obc2019divb,Div B,9.9.6.1.(2),9.9.6.1. Obstructions by Doors ,"When fully open, doors described in Sentence (1) shall not decrease the required exit width by more than,(a) 100 mm in exit corridors, and (b) 50 mm for other exit facilities. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.6.1.(3),Obstructions by Doors ,"The swing of doors described in Sentence 9.9.6.1.(1) shall not reduce the width of the path of travel to less than the required exit width in exit corridors and passageways, and 750 mm on exit stairs or landings.",obc2019divb,Div B,9.9.6.1.(3),9.9.6.1. Obstructions by Doors ,"The swing of doors described in Sentence (1) shall not reduce the width of the path of travel to less than,(a) the required exit width in exit corridors and passageways, and (b) 750 mm on exit stairs or landings. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.6.2.(1),Clear Opening Height at Doorways ,"Except as provided in Sentences 9.9.6.2.(2) and 9.9.6.2.(3), the clear opening height of doorways shall be not less than 2?030 mm high at exit doors, doors that open into or are located within a public corridor, and doors that open into or are located within another facility that provides access to exit from a suite.",obc2019divb,Div B,9.9.6.2.(1),9.9.6.2. Clear Opening Height at Doorways ,"Except as provided in Sentences (2) and (3), the clear opening height of doorways shall be not less than 2 030 mm high at,(a) exit doors, (b) doors that open into or are located within a public corridor, and (c) doors that open into or are located within another facility that provides access to exit from a suite. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.6.2.(2),Clear Opening Height at Doorways ,The clear opening height under door closers and other devices in doorways described in Sentence 9.9.6.2.(1) shall be not less than 1?980 mm.,obc2019divb,Div B,9.9.6.2.(2),9.9.6.2. Clear Opening Height at Doorways ,The clear opening height under door closers and other devices in doorways described in Sentence (1) shall be not less than 1 980 mm.,,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.6.3.(1),Clear Opening Width at Doorways ,"Except as provided in Sentence (4), the clear opening width of doorways shall
comply with Sentence (2) at a) exit doors, and b) doors that open into or are located within a public corridor or other facility that provides access to exit from a suite.",obc2019divb,Div B,9.9.6.3.(1),9.9.6.3. Clear Opening Width at Doorways ,"Except as provided in Sentence (4), the clear opening width of doorways shall comply with Sentence (2) at,(a) exit doors, and (b) doors that open into or are located, (i) within a public corridor, or (ii) within another facility that provides access to exit from a suite. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.6.3.(2),Clear Opening Width at Doorways ,"Doorways described in Sentence (1) shall be a) not less than 800 mm wide where there is only one door leaf, b) not less than 800 mm wide where multiple-leaf doors are installed with only one active leaf having a latching mechanism described in Article 9.9.6.7., and c) not less than 1 210 mm wide where multiple-leaf doors are installed with two active leaves.",obc2019divb,Div B,9.9.6.3.(2),9.9.6.3. Clear Opening Width at Doorways ,"Doorways described in Sentence (1) shall be not less than,(a) 800 mm wide where there is only one door leaf, (b) 800 mm wide where multiple-leaf doors are installed with only one active leaf with a latching mechanism described in Article 9.9.6.7., and (c) 1Â 210 mm wide where multiple-leaf doors are installed with two active leaves. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.6.3.(3),Clear Opening Width at Doorways ,"In doorways described in Sentence 9.9.6.3.(1) that have multiple-leaf doors installed, no active leaf shall be less than 810 mm wide where only one leaf is active, and no single leaf shall be less than 610 mm wide where two leaves are active.",obc2019divb,Div B,9.9.6.3.(3),9.9.6.3. Clear Opening Width at Doorways ,"In doorways described in Sentence (1) that have multiple-leaf doors installed,(a) no active leaf shall be less than 810 mm wide where only one leaf is active, and (b) no single leaf shall be less than 610 mm wide where two leaves are active. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.6.4.(1),Door Action ,"Except as provided in Sentences 9.9.6.4.(4) and 9.9.6.4.(5), required exit doors and doors in required means of egress, except doors in means of egress within dwelling units, shall swing on the vertical axis.",obc2019divb,Div B,9.9.6.4.(1),9.9.6.4. Door Action ,"Except as provided in Sentences (4) and (5), required exit doors and doors in required means of egress, except doors in means of egress within dwelling units, shall swing on the vertical axis.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.6.4.(2),Door Action ,"Except as provided in Sentence 9.9.6.4.(5), breakaway sliding doors, installed as required exit doors or required doors in means of egress, shall be identified as swinging doors by means of a label or decal affixed to the door.",obc2019divb,Div B,9.9.6.4.(2),9.9.6.4. Door Action ,"Except as provided in Sentence (5), breakaway sliding doors, installed as required exit doors or required doors in means of egress, shall be identified as swinging doors by means of a label or decal affixed to the door.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.6.4.(4),Door Action ,"Movable partitions used to separate a public corridor from an adjacent business and personal services occupancy or a mercantile occupancy need not conform to Sentence (1), provided the partitions are not located in the only means of egress. (See Note A-3.3.1.12.(3).)",obc2019divb,Div B,9.9.6.4.(4),9.9.6.4. Door Action ,"Movable partitions used to separate a public corridor from an adjacent business and personal services occupancy or a mercantile occupancy need not conform to Sentence (1), provided the partitions are not located in the only means of egress.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.6.5.(2),Occupant Load ,Doors that open onto a corridor or other facility that provides access to exit from a room or suite having an occupant load of more than 60 persons shall swing on the vertical axis in the direction of exit travel.,obc2019divb,Div B,9.9.6.5.(2),9.9.6.5. Direction of Door Swing ,"An exit door need not swing in the direction of exit travel where it serves,(a) a room, suite or floor area having an occupant load of not more than 60 persons, or (b) as part of a means of egress from more than one floor area and the floor areas so served have a total occupant load of not more than 60 persons. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.6.5.(4),Direction of Door Swing ,"Where a pair of doors is installed in a corridor that provides access to exit in both directions, the doors shall swing in opposite directions, with the door on the right-hand side swinging in the direction of exit travel, or swing in both directions.",obc2019divb,Div B,9.9.6.5.(5),9.9.6.5. Direction of Door Swing ,"Where a pair of doors is installed in a corridor that provides access to exit in both directions, the doors shall,(a) swing in opposite directions, with the door on the right hand side swinging in the direction of exit travel, or (b) swing in both directions. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.7.1.(2),"Egress from Roof Area, Podiums, Terraces, Platforms and Contained ","Where a roof is intended for an occupant load of more than 60 persons, at least 2 separate means of egress shall be provided from the roof to stairs designed in conformance with the requirements for exit stairs and located remote from each other.",obc2019divb,Div B,9.9.7.1.(2),"9.9.7.1. Egress from Roof Area, Podiums, Terraces, Platforms ","Where a roof is intended for an occupant load of more than 60 persons, at least two separate means of egress shall be provided from the roof to stairs designed in conformance with the requirements for exit stairs and located remote from each other. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.7.2.(1),Means of Egress from Suites ,"Except as required in Sentence 9.9.9.3.(1), each suite in a floor area occupied by more than one suite shall have a) an exterior exit doorway, b) a doorway to a public corridor, or c) a doorway to an exterior passageway.",obc2019divb,Div B,9.9.7.2.(1),9.9.7.2. Means of Egress from Suites ,"Except as required by Sentence 9.9.9.3.(1), each suite in a floor area occupied by more than one suite shall have,(a) an exterior exit doorway, (b) a doorway to a public corridor, or (c) a doorway to an exterior passageway. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.7.2.(2),Means of Egress from Suites ,"Except as provided in Sentences 9.9.7.3.(1) and 9.9.8.2.(2), from the point where a doorway described in Clause (1)(b) or (c) enters the public corridor or exterior passageway, it shall be possible to go in opposite directions to each of 2 separate exits.",obc2019divb,Div B,9.9.7.2.(2),9.9.7.2. Means of Egress from Suites ,"Except as provided in Sentences 9.9.7.3.(1) and 9.9.8.2.(2), from the point where a doorway described in Clause (1)(b) or (c) enters the public corridor or exterior passageway, it shall be possible to go in opposite directions to each of two separate exits.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.7.4.(2),Number and Spacing of Egress Doors ,"Doors required in Sentence (1) shall be spaced so that in the event that one door is made inaccessible by a fire within such room or suite, the other door will provide safe egress.",obc2019divb,Div B,9.9.7.4.(2),9.9.7.4. Number and Spacing of Egress Doors ,"Doors required in Sentence (1) shall be spaced so that in the event one door is made inaccessible by a fire within such a room or suite, the other door will provide safe egress.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.8.1.(1),Measurement of Travel Distance ,"Except as provided in Sentences 9.9.8.1.(2) and 9.9.8.1.(3), for the purposes of this Subsection, travel distance means the distance from any point in the floor area to an exit measured along the path of exit travel. ",obc2019divb,Div B,9.9.8.1.(1),9.9.8.1. Measurement of Travel Distance ,"Except as provided in Sentences (2) and (3), for the purposes of this Subsection, travel distance means the distance from any point in the floor area to an exit measured along the path of exit travel.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.8.1.(2),Measurement of Travel Distance ,"Where a room or suite is separated from the remainder of the floor area by a fire separation having a fire-resistance rating of at least 45 min or, in a sprinklered building, by a fire separation which is not required to have a fire-resistance rating, the travel distance may be measured from an egress door of the room or suite to the nearest exit.",obc2019divb,Div B,9.9.8.1.(2),9.9.8.1. Measurement of Travel Distance ,"Where a room or suite is separated from the remainder of the floor area by a fire separation having a fire-resistance rating of at least 45 min, or in a sprinklered building, by a fire separation that is not required to have a fire-resistance rating, the travel distance is permitted to be measured from an egress door of the room or suite to the nearest exit.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.8.1.(3),Measurement of Travel Distance ,"Where a public corridor is not less than 9 m wide and conforms to Subclauses 3.4.2.5.(1)(d)(i) to (d)(iv), the travel distance may be determined in accordance with those Subclauses.",obc2019divb,Div B,9.9.8.1.(3),9.9.8.1. Measurement of Travel Distance ,"Where a public corridor is not less than 9 m wide and conforms to Clause 3.4.2.5.(1)(d), the travel distance is permitted to be determined in accordance with that Clause. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.8.2.(2),Number of Required Exits ,"Except as provided in part 9., a single exit is permitted from each storey in buildings of 1 and 2 storeys in building height provided the floor area and travel distance requirements conform to those required in Article 9.9.7.4. and the total occupant load served by an exit facility does not exceed 60 persons.",obc2019divb,Div B,9.9.8.2.(2),9.9.8.2. Number of Required Exits ,"Except as provided in Subsection 9.9.9., a single exit is permitted from each storey in buildings of 1 and 2 storeys in building height provided the floor area and travel distance requirements conform to those required in Article 9.9.7.4. and the total occupant load served by an exit facility does not exceed 60 persons.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.8.4.(1),Location of Exits ,"Where more than one exit is required from a floor area, at least 2 exits shall be independent of each other and be placed remote from each other along the path of travel between them. (See Note A-9.9.8.4.(1).) ",obc2019divb,Div B,9.9.8.4.(1),9.9.8.4. Location of Exits ,"Where more than one exit is required from a floor area, at least two exits shall be independent of each other and be placed remote from each other along the path of travel between them. (See Appendix A.)",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.8.5.(2),Exiting through a Lobby ,"The lobby referred to in Sentence (1) shall be not more than 4.5 m above grade, and the path of travel through the lobby to the outdoors shall not exceed 15 m.",obc2019divb,Div B,9.9.8.5.(2),9.9.8.5. Exiting Through a Lobby ,"The floor of the lobby referred to in Sentence (1) shall be not more than 4.5 m above grade, and the path of travel through the lobby to the outdoors shall not exceed 15 m.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.8.5.(3),Exiting through a Lobby ,"The lobby referred to in Sentence 9.9.8.5.(1) shall conform in all respects to the requirements for exits, except that rooms other than service rooms, storage rooms and rooms of residential or industrial occupancy are permitted to open directly onto such lobby.",obc2019divb,Div B,9.9.8.5.(3),9.9.8.5. Exiting Through a Lobby ,"The lobby referred to in Sentence (1) shall conform in all respects to the requirements for exits, except that rooms other than service rooms, storage rooms and rooms of residential or industrial occupancy are permitted to open directly onto such lobby. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.8.5.(4),Exiting through a Lobby ,"Where the lobby referred to in Sentence (1) and adjacent occupancies that are permitted to open into the lobby are sprinklered, the fire separation between such occupancies and the lobby need not have a fire-resistance rating. (See Note A-3.4.4.2.(2)(e).)",obc2019divb,Div B,9.9.8.5.(7),9.9.8.5. Exiting Through a Lobby ,"Where the lobby referred to in Sentence (1) and adjacent occupancies that are permitted to open into the lobby are sprinklered, the fire separation between such occupancies and the lobby need not have a fire-resistance rating. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.8.5.(5),Exiting through a Lobby ,"Passenger elevators are permitted to open onto the lobby referred to in
Sentence (1) provided the elevator doors are designed to remain closed except while loading and unloading passengers.",obc2019divb,Div B,9.9.8.5.(5),9.9.8.5. Exiting Through a Lobby ,Passenger elevators are permitted to open onto the lobby referred to in Sentence (1) provided the elevator doors are designed to remain closed except while loading and unloading. ,,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.8.6.(1),Mezzanine Means of Egress ,"Except as permitted by Sentences (2) and (3), the space above a mezzanine shall
be served by means of egress leading to exits accessible at the mezzanine level, on the same basis as floor areas.",obc2019divb,Div B,9.9.8.6.(1),"9.9.8.6
Mezzanine Means of Egress ","Except as provided by Sentences (2) and (3), the space above a mezzanine shall be served by at least two means of egress leading to exits accessible at the mezzanine level on the same basis as floor areas.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.8.6.(3),Mezzanine Means of Egress ,"One of the means of egress from a mezzanine that is not required to terminate at a fire separation, as permitted by Sentence 9.10.12.1.(2), and that exceeds the limits of Sentence 9.9.8.6.(2) is permitted to lead through the room in which the mezzanine is located, provided all other means of egress from that mezzanine lead to exits accessible at the mezzanine level.",obc2019divb,Div B,9.9.8.6.(3),9.9.8.6. Mezzanine Means of Egress ,"One of the means of egress from a mezzanine that is not required to terminate at a fire separation as permitted by Sentence 9.10.12.1.(2) and that exceeds the limits of Sentence (2), is permitted to lead through the room in which the mezzanine is located provided all other means of egress from that mezzanine lead to exits accessible at the mezzanine level.",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.8.6.(4),Mezzanine Means of Egress ,"Except as provided in Sentence 9.9.8.6.(2), the maximum travel distance from any point on a mezzanine to the nearest exit shall be not more than 40 m in a business and personal services occupancy, 45 m in a floor area that is sprinklered throughout, provided it does not contain a high-hazard industrial occupancy, or 30 m in any floor area not referred to in Clauses 9.9.8.6.(4) or 9.9.8.6.(4).",obc2019divb,Div B,9.9.8.6.(4),9.9.8.6. Mezzanine Means of Egress ,"Except as provided in Sentence (2), the maximum travel distance from any point on a mezzanine to the nearest exit shall be not more than, (a) 40 m in a business and personal services occupancy, (b) 45 m in a floor area that is sprinklered provided it does not contain a high hazard industrial occupancy, or (c) 30 m in any floor area not referred to in Clause (a) or (b). ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.9.1.(1),Travel Limit to Exits or Egress Doors ,"Except as provided in Sentences (2) and (3), every dwelling unit containing more than 1 storey shall have exits or egress doors located so that it shall not be necessary to travel up or down more than 1 storey to reach a level served by
a) an egress door to a public corridor, enclosed exit stair or exterior passageway, or b) an exit doorway not more than 1.5 m above adjacent ground level.",obc2019divb,Div B,9.9.9.1.(1),9.9.9.1. Travel Limit to Exits or Egress Doors ,"Except as provided in Sentences (2) and (3), every dwelling unit containing more than 1 storey shall have exits or egress doors located so that it shall not be necessary to travel up or down more than 1 storey to reach a level served by,(a) an egress door to a public corridor, enclosed exit stair or exterior passageway, or (b) an exit doorway not more than 1 500 mm above adjacent ground level. ",,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.9.9.1.(3),Travel Limit to Exits or Egress Doors ,The travel limit from a floor level in a dwelling unit to an exit or egress door may exceed 1 storey where that floor level has direct access to a balcony.,obc2019divb,Div B,9.9.9.1.(3),9.9.9.1. Travel Limit to Exits or Egress Doors ,The travel limit from a floor level in a dwelling unit to an exit or egress door is permitted to exceed 1 storey where that floor level has direct access to a balcony.,,Common,No,,,,,,,,,,,
2015,ON,NBC,Div B,9.23.13.6.(1),Materials in Braced Wall Panels ,"Required braced wall panels shall be clad with panel-type cladding complying with part 9. and Table 9.23.3.4., sheathed with plywood, OSB, waferboard or diagonal lumber sheathing complying with part 9. and Table 9.23.13.6., and fastened in accordance with Article 9.23.3.5., or finished on the interior with a panel-type material in accordance with the requirements of part 9. and Table 9.23.13.6. ",obc2019divb,Div B,9.23.10.2.(2),9.23.10.2. Bracing and Lateral Support (See Appendix A.) ,"Bracing is not required where the walls,(a) have an interior finish conforming to the requirements of Section 9.29., or (b) where the walls are, (i) clad with panel-type siding, (ii) diagonally sheathed with lumber, or (iii) sheathed with plywood, OSB, waferboard, gypsum or fibreboard sheathing. ",,Common ,Yes,Bracing and Lateral Support,,,,,,,,,,
2015,ON,NBC,Div B,9.23.13.6.(6),Materials in Braced Wall Panels ,"At braced wall band spacing intervals of not more than 15 m, braced wall panels shall be constructed with OSB, plywood or diagonal lumber. (See Note A-9.23.13.6.(5).)",obc2019divb,Div B,9.23.10.2.(1),9.23.10.2. Bracing and Lateral Support (See Appendix A.) ,"Except as provided in Sentence (2), each exterior wall in each storey shall be braced with at least one diagonal brace conforming to Sentence (3).",,Common ,Yes,Bracing and Lateral Support,,,,,,,,,,
2015,ON,NBC,Div B,9.23.14.11.(4),Roof Trusses ,Bracing required in Sentence 9.23.14.11.(3) shall consist of not less than 19 mm by 89 mm lumber nailed at right angles to the web members near their centres with at least two 63 mm nails for each member.,obc2019divb,Div B,9.23.10.2.(3),9.23.10.2. Bracing and Lateral Support (See Appendix A.) ,"Where bracing is required, it shall,(a) consist of not less than 19 mm by 89 mm wood members, (b) be applied to the studs at an angle of approximately 45Â° to the horizontal, and (c) extend the full height of the wall on each storey. ",,Common ,Yes,Bracing and Lateral Support,,,,,,,,,,
2015,ON,NBC,Div B,9.23.14.11.(4),Roof Trusses ,Bracing required in Sentence 9.23.14.11.(3) shall consist of not less than 19 mm by 89 mm lumber nailed at right angles to the web members near their centres with at least two 63 mm nails for each member.,obc2019divb,Div B,9.23.10.2.(4),9.23.10.2. Bracing and Lateral Support (See Appendix A.) ,Bracing described in Sentence (3) shall be nailed to each stud and wall plate by at least two 63 mm nails.,,Common ,Yes,Bracing and Lateral Support,,,,,,,,,,
2015,ON,NBC,Div B,9.25.2.5.(1),Installation of Spray-Applied Polyurethane ,"Spray-applied polyurethane insulation shall be installed in accordance with ULC CAN/ULC-S705.2-05 Thermal Insulation – Spray Applied Rigid Polyurethane Foam, Medium Density – Application",obc2019divb,Div B,9.25.2.2.(4),9.25.2.2. Insulation Materials ,"Type 1 expanded polystyrene insulation as described in CAN/ULC-S701, ""Thermal Insulation, Polystyrene, Boards and Pipe Covering"", shall not be used as roof insulation applied above the roofing membrane.",,Common ,Yes,Insulation Materials,,,,,,,,,,
2015,ON,NBC,Div B,9.25.3.2.(2),Air Barrier System Properties ,"Where polyethylene sheet is used to provide airtightness in the air barrier system, it shall conform to CGSB CAN/CGSB-51.34-M86 Vapour Barrier, Polyethylene Sheet for Use in Building Construction",obc2019divb,Div B,9.25.2.3.(8),9.25.2.3. Installation of Thermal Insulation ,"In unfinished basements, the protection required in Sentence (7) need not be provided for mineral fibre insulation, provided it is covered with polyethylene vapour barrier of at least 0.15 mm in thickness. ",,Common ,Yes,Installation of Thermal Insulation,,,,,,,,,,
2015,ON,NBC,Div B,9.25.3.3.(3),Continuity of the Air Barrier System ,"Where an interior wall meets an exterior wall, ceiling, floor or roof required to be provided with air barrier protection, the air barrier system shall extend across the intersection.",obc2019divb,Div B,9.25.3.1.(2),9.25.3.1. Required Barrier to Air Leakage ,The continuity of the air barrier system shall extend throughout the basement.,,Common ,Yes,Required Barrier to Air Leakage,,,,,,,,,,
2015,ON,NBC,Div B,9.25.3.3.(6),Continuity of the Air Barrier System ,"Penetrations of the air barrier system, such as those created by the installation of doors, windows, electrical wiring, electrical boxes, piping or ductwork, shall be sealed to maintain the integrity of the air barrier system over the entire surface.",obc2019divb,Div B,9.25.3.3.(12),9.25.3.3. Continuity of the Air Barrier System ,"Where an exterior air barrier is penetrated by doors, windows and other fenestration, the air barrier shall be sealed to the door frame or window frame with,(a) compatible flexible flashing material, (b) caulking, or (c) spray foam insulation. ",,Common ,Yes,Continuity of the Air Barrier System,,,,,,,,,,
2015,ON,NBC,Div B,9.25.3.6.(3),Air Barrier Systems in Floors-on-ground ,"Where the air barrier installed below a floor-on-ground is flexible sheet material, joints in the barrier shall be lapped not less than 300 mm. (See Note A-9.25.3.6.(2).)",obc2019divb,Div B,9.25.3.3.(8),9.25.3.3. Continuity of the Air Barrier System ,"Where a header wrap is used as an air barrier, it shall be sealed or lapped to the wall air barrier above and below in accordance with Sentences (1) and (2).",,Common ,Yes,Continuity of the Air Barrier System,,,,,,,,,,
2015,ON,NBC,Div B,9.26.2.2.(1),Installation of Materials ,Materials listed in Tables 9.26.2.1.-A and 9.26.2.1.-B shall be installed in conformance with the manufacturer’s written instructions. (See Sentence 1.5.1.2.(1).),obc2019divb,Div B,9.26.1.4.(1),9.26.1.3. Solar Collector Systems ,A solar collector system is permitted to be installed above roofing materials conforming to Sentence 9.26.2.1.(1).,,Common ,Yes,Solar Collector Systems,,,,,,,,,,
2015,ON,NBC,Div B,9.3.2.9.(1),Termite and Decay Protection ,"In localities where termites are known to occur, clearance between structural wood elements and the finished ground level directly below them shall be not less than 450 mm and, except as provided in Sentence 9.3.2.9.(2), all sides of the supporting elements shall be visible to permit inspection, or structural wood elements, supported by elements in contact with the ground or exposed over bare soil, shall be pressure-treated with a chemical that is toxic to termites.",obc2019divb,Div B,9.17.4.4.(1),9.17.4.4. Wood Column Termite Protection ,"Where termites are known to exist, exterior wood columns, such as porch supports, shall be,(a) pressure-treated with a chemical that is toxic to such termites, in accordance with Article 9.3.2.9., or (b) supported on non-cellulosic material extending not less than 150 mm above the finished ground and shall be located not less than 50 mm from the exterior wall of an adjacent building. ",,Common ,Yes,Wood Column Termite Protection,,,,,,,,,,
2015,ON,NBC,Div B,9.30.1.2.(1),Water Resistance,"Where water permeable finished flooring in bathrooms, kitchens, public entrance halls and laundry areas is supported by a subfloor of a type that would be damaged by water, such flooring shall be installed over a membrane with a water permeance not exceeding 18 ng/(Pa�s�m2) when tested in accordance with ASTM E 96/E 96M, �Water Vapor  Transmission of Materials.� (See Note A-9.30.1.2.(1).)",obc2019divb,Div B,9.30.1.2.(1),9.30.1.2. Water Resistance ,"Finished flooring in bathrooms, kitchens, public entrance halls, laundry and general storage areas shall consist of resilient flooring, felted-synthetic-fibre floor coverings, concrete, terrazzo, ceramic tile, mastic or other types of flooring providing similar degrees of water resistance. (See Appendix A.)",,Common ,Yes,Water Resistance,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.4.(10),Ventilation Systems Used in Conjunction with Forced Air Heating ,"With the principal ventilation fan operating at its normal operating exhaust capacity, the airflow in the outdoor air supply duct shall be measured and the flow-regulating damper required by Sentence (6) shall be adjusted and permanently
fixed so that the airflow in the outdo r air supply duct is within �10% of the actual
normal operating exhaust capacity of the principal ventilation fan.",obc2019divb,Div B,9.32.3.11.(10),9.32.3.11. Heat Recovery Ventilators ,"When operating at the rate required in Article 9.32.3.4., the supply and exhaust airflow rates of the heat recovery ventilator shall be balanced so that the value of the lesser flow shall be at least 90% of the value of the greater flow, unless otherwise recommended by the manufacturer.",,Common ,Yes,Heat Recovery Ventilators,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.7.(2),Supplemental Exhaust ,A supplemental exhaust fan is not required in a kitchen where the only exhaust air intake for the principal ventilation fan is located in that kitchen.,obc2019divb,Div B,9.32.3.12.(1),9.32.3.12. Outdoor Intake and Exhaust Openings ,"Separate air intake and exhaust outlet openings, when located on the same wall or roof, shall be installed so as to avoid contamination of the ventilation air by the exhaust air.",,Common ,Yes,Outdoor Intake and Exhaust Openings,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.8.(1),Protection Against Depressurization ,"This Article applies to dwelling units that contain a fuel-fired space-heating appliance or fuel-fired water-heating appliance of other than direct-vented or mechanically vented types, and ancillary spaces that contain an exhaust device, where the space is not within a dwelling unit in a house with a secondary suite and where the house with a secondary suite contains a fuel-fired space-heating appliance or fuel-fired water-heating appliance of other than direct-vented or mechanically vented types.",obc2019divb,Div B,9.32.3.1.(2),9.32.3.1. General ,"For the purposes of this Subsection, a dwelling unit shall be categorized as,(a) Type I when, (i) all fuel-fired combustion appliances serving the dwelling unit are direct vented or, except for fireplaces, are mechanically vented induced draft, and (ii) the dwelling unit is not served by a solid fuel-fired combustion appliance, (b) Type II when a solid fuel-fired combustion appliance serves a Type I dwelling unit, (c) Type III when a mechanically vented induced draft non-solid fuel-fired fireplace or a natural draft appliance is present, or (d) Type IV when electric space heating is present. ",,Common ,Yes,Dwelling Unit Types,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.8.(2),Protection Against Depressurization,"Except as provided in Sentences (6) to (8), any mechanical air exhausting
device, other than the principal ventilation fan operating at a rate not greater than the maximum permitted by Table 9.32.3.3., shall be provided with outdoor makeup air supplied by a fan rated to deliver outdoor air to the dwelling unit at a rate a) not less than the exhaust capacity of the device, and
b) not greater than that exhaust capacity plus 10%.",obc2019divb,Div B,9.32.3.8.(2),9.32.3.8. Protection Against Depressurization ,"Where a solid fuel-fired combustion appliance is installed, the ventilation system shall include a heat recovery ventilator that is designed to operate so that the flow of exhaust air does not exceed the flow of intake air in any operating mode, and that complies with the requirements of Article 9.32.3.11.",,Common ,Yes,Protection Against Depressurization,,,,,,,,,,
2015,ON,NBC,Div B,9.32.3.9.(2),Carbon Monoxide Alarms ,"Carbon monoxide (CO) alarms required by this Article shall a) conform to CAN/CSA-6.19, �Residential Carbon Monoxide Alarming Devices,� b) be equipped with an integral alarm that satisfies the audibility requirements of CAN/CSA-6.19, �Residential Carbon Monoxide Alarming Devices,� c) have no disconnect switch between the overcurrent device and the CO
alarm, where the CO alarm is powered by the dwelling unit�s electrical system, and d) be mechanically fixed at a height recommended by the manufacturer.",obc2019divb,Div B,9.33.4.3.(2),9.33.4.3. Installation and Conformance to Standards ,"Where the building is not supplied with electrical power, carbon monoxide alarms are permitted to be battery operated.",,Common ,Yes,Installation and Conformance to Standards,,,,,,,,,,
2015,ON,NBC,Div B,9.33.5.3.(1),"Design, Construction and Installation Standard for Solid-Fuel-Burning
Appliances","The design, construction and installation, including the provision of combustion air, of solid-fuel-burning appliances and equipment, including stoves, cooktops, ovens and space heaters, shall conform to CSA B365, �Installation Code for Solid-Fuel-Burning Appliances and Equipment.�",obc2019divb,Div B,9.21.1.3.(1),9.21.1.3. Flue Pipes ,"Flue pipes serving solid fuel-burning stoves, cooktops and space heaters shall conform to CSA B365, ""Installation Code for Solid-Fuel-Burning Appliances and Equipment"".",,Common ,Yes,Flue Pipes,,,,,,,,,,
