Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Difference Type,Variation,Variation Label,Text Difference Tracked,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.2.(4),Buildings up to 3 storeys,The water supply for the sprinklers referred to in Clause (3)(a) may be taken from the domestic supply where the supply provides sufficient density for the largest fire compartment and where the supply is approved. ,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.3.(1),Deemed compliance,"Buildings are deemed to be in compliance with Sentence 9.5.2.2.(2) where the building is sprinklered, or the building is 1 storey in building height and is not greater than 600 m2 in building area.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.4.(1),Buildings up to 4 storeys,Buildings to which Sentence 9.5.2.2.(1) does not apply and which are not more than 4 storeys in building height shall comply with Sentences (2) and (3). ,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.4.(2),Buildings up to 4 storeys,"Floor assemblies and walls, columns and arches supporting floor assemblies shall have a fire-resistance rating not less than 45 min.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.4.(3),Buildings up to 4 storeys,Smoke detectors shall be provided as fire detectors in public corridors serving dwelling units in buildings of combustible construction.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.4.(4),Buildings up to 4 storeys,A building that is sprinklered is deemed to be in compliance with Sentences (2) and (3).,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.5.(1),Buildings over 4 storeys,"Buildings that are more than 4 storeys in building height shall have a fire-resistance rating not less than 45 min for floor assemblies and walls, columns and arches supporting floor assemblies, and be sprinklered, where the building is of combustible construction.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.5.(2),Buildings over 4 storeys,"Where only the roof assembly is of combustible construction, the building is deemed to be in compliance with Clause (1)(b) where ceiling membrane has a fire-resistance rating not less than 45 min and the attic space is fire stopped in accordance with Article 3.1.11.5. of the 1990 Building Code, the roof assembly is of heavy timber construction in accordance with Article 3.1.4.6. of the 1990 Building Code, or the top storey and attic space are sprinklered.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.5.(3),Buildings over 4 storeys,"Where smoke detectors are provided in public corridors, a building of heavy timber construction conforming to Article 3.1.4.6. of the 1990 Building Code is deemed to be in compliance with Sentence (1). ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.6.(1),Fire separation between occupancies,Fire separations having a fire-resistance rating not less than 1 h shall be provided between residential occupancies and other major occupancies.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.6.(2),Fire separation between occupancies,"Existing fire separations having a fire-resistance rating not less than 30 min are deemed to comply with Sentence (1) if the building is sprinklered and the sprinkler system complies with Article 9.5.5.3., or the part of the building containing the other major occupancy is equipped with heat detectors and connecting corridors are equipped with smoke detectors as part of the fire alarm system of the building.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.6.(3),Fire separation between occupancies,Existing fire separations consisting of membranes of lath and plaster or gypsum board are deemed to be in compliance with Sentence (1). ,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.7.(1),Fire separations between dwelling units and corridors,Each dwelling unit and sleeping room not within a dwelling unit shall be separated from adjacent rooms and areas by fire separations having a fire-resistance rating not less than 30 min.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.7.(2),Fire separations between dwelling units and corridors,Public corridors shall be separated from adjacent rooms and areas by fire separations having a fire-resistance rating not less than 30 min.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.7.(3),Fire separations between dwelling units and corridors,"If the floor area is sprinklered, existing fire separations are deemed to comply with Sentences (1) and (2).",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.8.(1),Protection of openings in fire separations,"Closures in fire separations shall be in accordance with Sentences 3.1.8.4.(2), 3.1.8.10.(1) and 3.1.8.11.(1) and Article 3.1.8.13. of the 1990 Building Code. ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.8.(2),Protection of openings in fire separations,Openings in a fire separation that is required to have a 30 min fire-resistance rating shall be protected with closures having a 20 min fire-protection rating.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.8.(3),Protection of openings in fire separations,"If a 45 min fire-protection rating is required, existing closures are deemed to comply with Sentence (1) if they consist of hollow metal or kalamein doors in hollow metal frames, with openings, if any, protected by wired glass, and equipped with self-closing devices, or wired glass screens set in fixed steel frames.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.8.(4),Protection of openings in fire separations,"Where a 20 min fire-protection rating is required, existing closures consisting of 45 mm solid core wood doors installed in solid wood or hollow metal frames and equipped with self-closing devices are deemed to be in compliance with Sentences (1) and (2). ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.8.(5),Protection of openings in fire separations,"Existing closures in fire separations to which Article 9.5.2.7. applies are deemed to be in compliance with Sentences (1) and (2) where the floor area is sprinklered, or interconnected smoke alarms are installed in accordance with Article 9.5.4.4., the building has not more than four dwelling units and the building provides sleeping accommodation for not more than 10 persons.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.8.(6),Protection of openings in fire separations,"Despite Sentence (1), closures in fire separations to which Article 9.5.2.7. applies do not require self-closing devices, except as required in Sentences 9.5.3.1.(2) and 9.5.3.3.(3). ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.8.(7),Protection of openings in fire separations,Existing operable transoms and glass lights shall be fixed shut and shall meet the fire-protection rating requirements of Sentences (1) and (2).,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.8.(8),Protection of openings in fire separations,"Despite Sentences (1) and (2), fire dampers or fire-stop flaps are not required in existing noncombustible ducts at penetrations of fire separations.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.9.(1),Storage rooms,"Storage rooms for the use of occupants, not contained within a dwelling unit or suite,
 (a) shall be separated from the remainder of the building by a fire separation having a fire-resistance rating not less than 45 min, and
 (b) shall be
 (i) sprinklered, or
 (ii) subdivided into areas not exceeding 150 m2 by fire separations having a fire-resistance rating not less than 45 min and equipped with fire detectors connected to the fire alarm system.
",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.9.(2),Storage rooms,Existing storage rooms are deemed to be in compliance with Clause (1)(b) where the building contains not more than four dwelling units and provides sleeping accommodation for not more than 10 persons. ,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.9.(3),Storage rooms,"Existing storage rooms are deemed to be in compliance with Sentence (1) where the building contains not more than four dwelling units and provides sleeping accommodation for not more than 10 persons, and sleeping rooms are not located on the same floor as storage rooms.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.10.(1),Fuel-fired appliance service rooms,"Fuel-fired appliances shall be enclosed in a service room separated from the remainder of the building by a fire separation having a fire-resistance rating not less than 45 min if the building height is greater than 2 storeys or the building area is greater than 400 m2. the building contains not more than four dwelling units and provides sleeping accommodation for not more than 10 persons, and sleeping rooms are not located on the same floor as storage rooms.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.10.(2),Fuel-fired appliance service rooms,Sentence (1) does not apply to a fuel-fired appliance that serves only one dwelling unit or suite.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.10.(3),Fuel-fired appliance service rooms,"Despite Sentence (1), the fire-resistance rating of the fire separation above the service room is not required where the required vertical fire separation to a service room is provided, and the service room area is sprinklered, with a spacing not exceeding 9.5 m2 per sprinkler head, or providing a minimum average density of 6.5 L/min/m2 over the room area.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.11.(1),Combustion air,"Where a service room is separated in accordance with Article 9.5.2.10., sufficient combustion air shall be brought directly from the outside for the proper combustion and safe operation of the appliances. ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.12.(1),Incinerator and refuse storage rooms,Incinerator rooms and refuse storage rooms shall be separated from the remainder of the building by a fire separation having a fire-resistance rating not less than 45 min.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.12.(2),Incinerator and refuse storage rooms,Refuse storage rooms shall be sprinklered with a spacing that does not exceed 9.5 m2 per sprinkler head or that provides a minimum average density of 6.5 L/min/m2 over the room area.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.13.(1),Vertical service spaces,Vertical service spaces shall be separated from the remainder of the building by a fire separation having a fire-resistance rating equivalent to that required for the floor assemblies within the building in accordance with Articles 9.5.2.2. to 9.5.2.5.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.13.(2),Vertical service spaces,"Where openings in the vertical service space, including the top and bottom, are sealed with noncombustible materials having the same fire-resistance rating as the existing construction, the vertical service space is deemed to be in compliance with Sentence (1).",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.14.(1),Refuse and linen chutes,Each room into which a linen or refuse chute discharges shall be separated from the remainder of the building by a fire separation having a fire-resistance rating not less than 1 h.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.14.(2),Refuse and linen chutes,"Automatic sprinklers shall be installed in each linen or refuse chute at the top, at alternate floor levels, and in the room or bin into which the chute discharges.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.14.(3),Refuse and linen chutes,"Where the room into which the linen or refuse chute discharges is sprinklered and at least one sprinkler head is installed at the top of the chute, an existing chute installation is deemed to be in compliance with Sentence (2). ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.14.(4),Refuse and linen chutes,"Despite Sentence 9.5.2.1.(1), a closure is not required at the opening between a linen or refuse chute and the room into which it discharges.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.2.15.(1),Storage garages,A storage garage shall be separated from the remainder of the building by a fire separation having a fire-resistance rating not less than 45 min.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.1.(1),Access to exits,"Each dwelling unit or suite in a floor area shall have a doorway leading to the outside at or near grade, an outside passageway where it is possible to go in opposite directions to separate exits, or a public corridor where it is possible to go in opposite directions to separate exits.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.1.(2),Access to exits,"Access to exits through a dead end public corridor is deemed to be in compliance with Clause (1)(c) where  the distance along the dead end does not exceed 6 m plus the width of the corridor, measured from any door along the corridor to a point where a choice of two directions of exit travel is available, and self-closing devices are provided on suite entrance doors opening onto the dead end portion of the corridor.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.1.(3),Access to exits,"Access to exits through a dead end corridor in boarding, lodging or rooming accommodation is deemed to be in compliance with Clause (1)(c) where the building is not more than 3 storeys in building height, sleeping accommodation is provided for not more than 10 persons, not more than two persons require assistance to evacuate the building in a fire emergency, smoke alarms are installed in the means of egress in accordance with Sentence 9.5.4.1.(2), and the building complies with the requirements of Section 2.8.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.1.(4),Access to exits,"Existing dead end public corridors are deemed to be in compliance with Clause (2)(a) where additional fire protection measures are approved that, in the opinion of the Chief Fire Official, will provide protection for life safety similar to the protection provided by compliance with Clause (2)(a). uirements of Section 2.8.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.1.(5),Access to exits,"Despite Sentence (1), if a dwelling unit or suite has access to a second and separate exit or the building complies with Sentence 9.5.3.2.(2) or (3), a doorway from the dwelling unit or suite may open onto an exit stairway, a fire escape, a public corridor served by a single exit, or an outside passageway served by a single exit stairway.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.2.(1),Number of exits,Each floor area shall be served by a minimum of two exits. ,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.2.(2),Number of exits,"A single exit from a basement, first or second floor is deemed to be in compliance with Sentence (1) where the exit does not serve more than four dwelling units, the exit does not serve more than 10 persons and the building is not more than 3 storeys in building height and is not greater than 600 m2 in building area.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.2.(3),Number of exits,"Where a building is not more than 3 storeys in building height and not greater than 600 m2 in building area, alternative measures to Sentence (1) may be used if they are approved, and in the opinion of the Chief Fire Official, will provide protection for life safety similar to the protection provided by compliance with Sentence (1).",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.3.(1),Stairway separations,Each exit stairway shall be separated from the remainder of the building by a fire separation having a fire-resistance rating not less than 45 min.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.3.(2),Stairway separations,"If the building is 3 storeys or less in building height, a fire separation having a fire-resistance rating not less than 30 min is deemed to comply with Sentence (1).",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.3.(3),Stairway separations,Closures in stairway fire separations referred to in Sentences (1) and (2) shall be equipped with self-closing devices.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.4.(1),Door swing,"Where the occupant load in a building exceeds 24 persons or there are more than 10 dwelling units, each exit door, except those serving a single dwelling unit, shall open in the direction of exit travel and swing on its vertical axis.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.5.(1),Exit signs,"Each exit door, except for the main entrance to a building, dwelling unit or suite, shall have an exit sign when the exit serves a building exceeding 2 storeys in building height, a building having an occupant load greater than 150 persons, or a floor area other than a single dwelling unit with a fire escape as part of a means of egress.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.5.(2),Exit signs,"Where exit signs are not visible throughout the corridors and passageways, additional exit signs shall be installed in approved locations to indicate the direction of egress. ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.5.(3),Exit signs,"Exit signs required in Sentences (1) and (2) shall have the word ""EXIT"" or the words ""EXIT/SORTIE"" in red letters on a contrasting background or white letters on a red background, letters with strokes at least 19 mm wide, letters at least 150 mm high when the signs are externally illuminated, and letters at least 114 mm high when the signs are internally illuminated.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.6.(1),Interior finishes,Flame-spread ratings of interior wall and ceiling finishes within a means of egress shall not exceed 150. ,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.6.(2),Interior finishes,"Despite Sentence (1), existing interior wall and ceiling finishes within an access to exit may be approved if, in the opinion of the Chief Fire Official, they will provide protection for life safety similar to the protection provided by compliance with Sentence (1).",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.7.(1),Fire escapes,"Each fire escape used as an exit shall comply with Articles 3.4.7.2., 3.4.7.3., 3.4.7.5. and 3.4.7.6. of the 1990 Building Code.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.7.(2),Fire escapes,"If a fire escape serves any storey above the second floor, doorway openings and window openings shall be protected in accordance with Sentences (3) and (4) if located within 3 m horizontally of any balcony, platform or stairway of the fire escape, within 3 storeys below or 10 m below any balcony, platform or stairway of the fire escape, or within 1.8 m above any balcony, platform or stairway of the fire escape.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.7.(3),Fire escapes,"Doorway openings referred to in Sentence (2) shall be protected with closures having a fire-protection rating not less than 20 min and equipped with self-closing devices. within 3 m horizontally of any balcony, platform or stairway of the fire escape, within 3 storeys below or 10 m below any balcony, platform or stairway of the fire escape, or within 1.8 m above any balcony, platform or stairway of the fire escape.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.7.(4),Fire escapes,"Window openings referred to in Sentence (2) shall be protected with closures having a fire-protection rating not less than 20 min and that are fixed shut or arranged to close automatically upon the operation of a fusible link, wired glass screens set in fixed steel frames, glass block, or listed steel shutters arranged to close automatically upon the operation of a fusible link.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.7.(5),Fire escapes,"The fusible link referred to in Clauses (4)(a) and (d) shall comply with ULC-S505, ""Standard for Fusible Links for Fire Protection Service"". ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.7.(6),Fire escapes,The wired glass screens and glass block referred to in Clauses (4)(b) and (c) shall be installed in accordance with Article 3.1.8.14. of the 1990 Building Code.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.8.(1),Lighting,Public corridors and stairways that form part of a means of egress shall be adequately illuminated to allow for the safe evacuation of occupants.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.9.(1),Emergency lighting,"Emergency lighting shall be provided in exit stairways, public corridors and other principal access to exits where the occupant load in a building exceeds 24 persons or there are more than 10 dwelling units.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.9.(2),Emergency lighting,"Emergency lighting required in Sentence (1) shall be designed to provide illumination for a duration of at least 30 min, supplied by a source of energy separate from the primary electrical supply for the building, and designed to be automatically actuated when the power to the building is interrupted.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.3.9.(3),Emergency lighting,"Illumination from emergency lighting shall be an average of at least 10 lx at floor or tread level, or 1 watt/m2 of floor space. ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.4.1.(1),Fire alarm requirements,"A fire alarm system shall be installed in accordance with Articles 3.2.4.2. to 3.2.4.6., 3.2.4.8., 3.2.4.9. and 3.2.4.17. and Sentences 3.2.7.8.(1) to (4) of the 1990 Building Code, where the building is greater than 3 storeys in building height, or sleeping accommodation is provided for more than 10 persons.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.4.1.(2),Fire alarm requirements,"A building not greater than 3 storeys in building height that contains not more than 10 dwelling units and provides sleeping accommodation for not more than 24 persons is deemed to be in compliance with Sentence (1) where the building is equipped with smoke alarms in accordance with Article 9.5.4.4., installed and interconnected so that the actuation of any smoke alarm will sound a similar signal in each of the interconnected devices, and a manual pull station at each exterior exit door for the actuation of the smoke alarms in Clause (a).",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.4.1.(3),Fire alarm requirements,"A building is deemed to be in compliance with Sentence (1) where each exit and public corridor is shared by not more than four dwelling units or not more than 10 persons in boarding, lodging, rooming or dormitory accommodation, or each dwelling unit and suite has direct access to outdoors by a door near ground level.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.4.2.(1),Non-electric fire alarm systems,"Existing manually operated, non-electric alarm systems employing mechanical gongs are deemed to be in compliance with Sentence 9.5.4.1.(1), where the building is not more than 2 storeys in building height, not more than two manual fire alarm stations are required in the building, and each gong is audible in every location in the building.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.4.3.(1),Automatic detection,Automatic detection devices referred to in Sentences (2) and (3) shall be installed and connected to the fire alarm system required in Sentence 9.5.4.1.(1). ,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.4.3.(2),Automatic detection,"Fire detectors shall be installed in storage rooms, locker rooms, service rooms, machinery rooms, heating rooms, incinerator rooms, linen and refuse chute intake compartments, janitors"" closets and refuse storage rooms, at the tops of elevator shafts and exit stair shafts and in any room or area where hazardous or combustible materials may be used or stored.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.4.3.(3),Automatic detection,Rooms or areas that are sprinklered in accordance with Article 3.2.4.16. of the 1990 Building Code are deemed to be in compliance with Sentence (2).,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.4.4.(1),Interconnected smoke alarms,"Interconnected smoke alarms required in Sentence 9.5.4.1.(2), Subclause 9.5.2.2.(3)(b)(i) or Clause 9.5.2.8.(5)(b) shall be installed on or near the ceiling in public corridors of each floor area, adjacent to each stairway serving the public corridor and on or near the ceiling in the basement, adjacent to each stairway, audible throughout the suites, connected to an electrical circuit with no disconnect switch between the overcurrent device and the smoke alarms, and listed for use in an interconnected installation.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.4.5.(1),Smoke alarms,Smoke alarms shall be installed in each dwelling unit and in each sleeping room not within a dwelling unit in accordance with Article 3.2.4.21. of the 1990 Building Code.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.4.5.(2),Smoke alarms,Battery-operated smoke alarms are deemed to be in compliance with Sentence 3.2.4.21.(4) of the 1990 Building Code.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.4.5.(3),Smoke alarms,"Smoke alarms shall meet the requirements of CAN/ULC-S531, ""Standard for Smoke Alarms"", and CAN/ULC-S553, ""Standard for the Installation of Smoke-Alarms"".",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.4.5.(4),Smoke alarms,"Revoked: O. Reg. 256/14, s. 372 (2). ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.4.6.(1),Existing fire alarm systems,"Despite Articles 9.5.4.1. to 9.5.4.4., where the performance and reliability of an existing fire alarm system will provide an adequate early warning level, the existing system may remain, be modified or be extended, if compatibility of the components is maintained and the system is approved.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.5.1.(1),Access for fire fighting,Access routes for fire fighting shall be provided in accordance with the requirements of Articles 3.2.5.5. to 3.2.5.7. of the 1990 Building Code. ,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.5.1.(2),Access for fire fighting,Sentence (1) does not apply where the building is sprinklered. ,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.5.2.(1),Standpipe systems,A standpipe and hose system in accordance with Articles 3.2.9.1. to 3.2.9.7. of the 1990 Building Code shall be installed in buildings more than 4 storeys in building height where the fifth or sixth storey is used for a residential occupancy.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.5.2.(2),Standpipe systems,"A wet or dry standpipe system is deemed to be in compliance with Sentence (1) where it includes a 50 mm riser and 50 mm extensions, capped 38 mm hose valves located so that any point on the floor area may be reached by 30 m of hose plus 3 m of hose stream from at least one hose valve, a fire department connection in accordance with Sentences 3.2.9.5.(2) to (9) of the 1990 Building Code, and a water supply in accordance with Sentences 3.2.9.3.(1) to (3) of the 1990 Building Code.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.5.2.(3),Standpipe systems,"Despite Sentences (1) and (2), existing standpipe systems and water supplies may be used if the systems or measures will provide sufficient fire suppression capability in the circumstances and if the systems or measures are approved. ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.5.3.(1),Sprinkler systems,"Where a building or portion thereof is required to be sprinklered, the sprinkler system shall be designed and constructed in accordance with Articles 3.2.5.13. to 3.2.5.16. of the 1990 Building Code. ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.5.3.(2),Sprinkler systems,"Existing sprinkler systems are deemed to be in compliance with Sentence (1) if the average sprinkler discharge density over the design area is at least equal to the minimum density corresponding to the area for light hazard classification as defined in NFPA 13, ""Standard for the Installation of Sprinkler Systems"", or NFPA 13R, ""Standard for the Installation of Sprinkler Systems in Residential Occupancies up to and Including Four Stories in Height"", whichever is applicable.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.5.5.3.(3),Sprinkler systems,"Despite Sentences (1) and (2), existing sprinkler systems providing adequate protection that will control or extinguish fire and that are approved may be used.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.6.1.1.(1),Application,"This Section applies to buildings higher than 6 storeys in building height with residential occupancies and containing more than two dwelling units, sleeping accommodation for more than 10 persons in one or more dormitories, or boarding, lodging or rooming accommodation for more than 10 persons.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.6.1.1.(2),Application,"Despite Sentence (1), if a building containing a residential occupancy that is governed by this Section contains, in addition to its residential occupancies, one or more other occupancies that are not governed by this Part, this Section does not apply to the fire safety systems, devices or structural elements of any of the other occupancies that do not affect the life safety of the residential occupancy. ",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.6.1.1.(3),Application,"If a building that is governed by this Section contains, in addition to its residential occupancies, one or more other occupancies that are governed by other Sections of this Part, the fire safety systems, devices and structural elements of all of the occupancies governed by this Part shall comply with the requirements of this Part that provide the greatest protection for life safety.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.6.1.1.(4),Application,"Revoked: O. Reg. 256/14, s. 375.",Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.6.1.2.(1),"Exemption for convents, monasteries and hotels",This Section does not apply to convents and monasteries.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.6.1.2.(2),"Exemption for convents, monasteries and hotels",This Section does not apply to a building or part of a building regulated under Section 9.9.,Common Sentence,No,,,,,,,
2015,ON,NFC,Div B,,,,ofc2019_divb,Div B,9.6.1.3.(1),Definitions,"For the purposes of this Section,",Common Sentence,No,,,,,,,
