Code Year,Province/Territory,Code Book,National Division,NationalSentenceNumber,National Article Title,National Sentence Text,P/T Document,P/T Division,P/TSentenceNumber,P/T Article Title,P/T Sentence Text,Difference Type,Variation,Variation Label,Text Difference Tracked,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,5.9.1.1.(1),"5.9.1.1.
Compliance with Applicable Standards ","Except as provided in Sentence 5.9.1.1.(2) and elsewhere in this Part, materials and components, and their installation, shall conform to the requirements of the applicable standards in Table 5.9.1.1. where those materials or components are (a) incorporated into environmental separators or assemblies exposed to the exterior, and (b) installed to fulfill the requirements of this Part.",obc2019_divb,Div B,5.10.1.1.(1),5.10.1.1. Compliance with Applicable Standards ,"Except as provided in Sentence (2) and elsewhere in this Part, materials and components, and their installation, shall conform to the requirements of the applicable standards in Table 5.10.1.1. where those materials or components are,(a) incorporated into environmental separators or assemblies exposed to the exterior, and (b) installed to fulfill the requirements of this Part. (See Appendix A.) ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.2.1.(1),"5.9.2.1.
General ","This Subsection applies to windows, doors and skylights, including their components, that separate interior space from exterior space, or environmentally dissimilar interior spaces.",obc2019_divb,Div B,5.10.2.1.(1),5.10.2.1. General ,"This Subsection applies to windows, doors and skylights, including their components, that separate,(a) interior space from exterior space, or (b) environmentally dissimilar interior spaces. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.2.1.(3),"5.9.2.1.
General ","Where a wired glass assembly is installed in a required fire separation, it need not conform to the requirements of this Subsection. (See Note A-5.9.2.1.(3).)",obc2019_divb,Div B,5.10.2.1.(3),5.10.2.1. General ,"Where a wired glass assembly is installed in a required fire separation, it need not conform to the requirements of this Subsection. (See Appendix A.) ",Common Sentence,No, ,,,,,,
2015,ON,NBC,Div B,5.9.2.2.(1),"5.9.2.2.
Applicable Standards ","Windows, doors and skylights shall conform to the requirements in CSA AAMA/WDMA/CSA 101/I.S.2/A440-11 NAFS â€“ North American Fenestration Standard/Specification for Windows, Doors, and Skylights and CSA A440S1-17 Canadian Supplement to AAMA/WDMA/CSA 101/I.S.2/A440-11, NAFS â€“ North American Fenestration Standard/Specification for Windows, Doors, and Skylights",obc2019_divb,Div B,5.10.2.2.(1),5.10.2.2. Applicable Standards ,"Windows, doors and skylights shall conform to the requirements in,(a) AAMA/WDMA/CSA 101/I.S.2/A440, ""NAFS Ã¢â‚¬"" North American Fenestration Standard/Specification for Windows, Doors, and Skylights"", and (b) CSA A440S1, ""Canadian Supplement to AAMA/WDMA/CSA 101/I.S.2/A440, NAFS Ã¢â‚¬"" North American Fenestration Standard/Specification for Windows, Doors, and Skylights"". ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.2.2.(2),"5.9.2.2.
Applicable Standards ","Performance grades for windows, doors and skylights shall be selected according to the Canadian Supplement referenced in Sentence 5.9.2.2.(1) so as to be appropriate for the conditions and geographic location in which the window, door or skylight will be installed.",obc2019_divb,Div B,5.10.2.2.(2),5.10.2.2. Applicable Standards ,"Performance grades for windows, doors and skylights shall be selected according to the Canadian Supplement referenced in Clause (1)(b) so as to be appropriate for the conditions and geographic location in which the window, door or skylight will be installed.",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.2.2.(3),"5.9.2.2.
Applicable Standards ","Windows, doors and skylights shall conform to the performance grades selected in Sentence 5.9.2.2.(2) when tested in accordance with the Harmonized Standard referenced in Sentence 5.9.2.2.(1).",obc2019_divb,Div B,5.10.2.2.(3),5.10.2.2. Applicable Standards ,"Windows, doors and skylights shall conform to the performance grades selected under Sentence (2) when tested in accordance with the standard referenced in Clause (1)(a). ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.2.3.(1),"5.9.2.3.
Structural and Environmental Loads, Air Leakage and Water Penetration ","Windows, doors, skylights and their components shall be designed and constructed in accordance with (a) Article 5.1.4.1., part 5. and part 5., or (b) Article 5.9.2.2., where they are covered in the scope of the standards listed in Sentence 5.9.2.2.(1).",obc2019_divb,Div B,5.10.2.3.(1),"5.10.2.3. Structural Loads, Air Leakage and Water Penetration ","Windows, doors, skylights and their components shall be designed and constructed in accordance with,(a) Article 5.10.2.2., where they are covered in the scope of the standards listed in Sentence 5.10.2.2.(1), or (b) Article 5.1.4.1. and Sections 5.4. and 5.6., in other cases. (See Appendix A.) ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.2.4.(1),"5.9.2.4.
Heat Transfer ","Windows, doors and skylights shall meet the heat transfer performance requirements stated in part 5. (See Note A-5.3.1.2.)",obc2019_divb,Div B,5.10.2.4.(1),"5.10.2.4. 
Heat Transfer ","Windows, doors and skylights shall meet the heat transfer performance requirements in Section 5.3.",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.2.4.(2),"5.9.2.4.
Heat Transfer ","Except as provided in Sentence 5.9.2.4.(3), all metal-framed glazed assemblies separating interior conditioned space from interior unconditioned space or exterior space shall incorporate a thermal break to minimize condensation.",obc2019_divb,Div B,5.10.2.4.(2),"5.10.2.4. 
Heat Transfer ","Except as provided in Sentence (3), all metal-framed glazed assemblies separating interior conditioned space from interior unconditioned space or exterior space shall incorporate a thermal break to minimize condensation.",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.2.4.(3),"5.9.2.4.
Heat Transfer ","Metal-framed glazed assemblies need not comply with Sentence 5.9.2.4.(2) where these assemblies are storm windows or doors, or windows or doors that are required to have a fire-protection rating.",obc2019_divb,Div B,5.10.2.4.(3),"5.10.2.4. 
Heat Transfer ","Metal-framed glazed assemblies need not comply with Sentence (2) where these assemblies are, (a) storm windows or doors, or (b) windows or doors that are required to have a fire-protection rating. (See Appendix A.) ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.3.1.(1),"5.9.3.1.
General ","For the purpose of this Subsection, the term ""other fenestration assemblies"" refers to curtain walls, window walls, storefronts and glazed architectural structures. (See Note A-5.9.3.1.(1).)",obc2019_divb,Div B,5.10.4.1.(1),5.10.4.1. Definition ,"In this Subsection,Other fenestration assemblies means curtain walls, window walls, storefronts and glazed architectural structures. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.3.2.(1),5.9.3.2. Structural and Environmental Loads ,Other fenestration assemblies and their components shall be designed and constructed in accordance with part 5. ,obc2019_divb,Div B,5.10.4.2.(1),5.10.4.2. Structural and Environmental Loads ,Other fenestration assemblies and their components shall be designed and constructed in accordance with ArticleÃ‚ 5.1.4.1.,Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.3.3.(1),"5.9.3.3.
Heat Transfer ",Other fenestration assemblies and their components shall meet the heat transfer performance requirements stated in part 5. (See Note A-5.9.3.3.(1).),obc2019_divb,Div B,5.10.4.3.(1),5.10.4.3. Heat Transfer ,Other fenestration assemblies and their components shall meet the heat transfer performance requirements set out in Section 5.3.,Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.3.3.(2),"5.9.3.3.
Heat Transfer ",Other fenestration assemblies using metal framing that separate interior conditioned space from interior unconditioned space or exterior space shall incorporate a thermal break to minimize condensation.,obc2019_divb,Div B,5.10.4.3.(2),5.10.4.3. Heat Transfer ,Other fenestration assemblies that are metal-framed and separate interior conditioned space from interior unconditioned space or exterior space shall incorporate a thermal break to minimize condensation.,Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.3.4.(1),"5.9.3.4.
Air Leakage ",Other fenestration assemblies and their components shall be designed and constructed in accordance with part 5. ,obc2019_divb,Div B,5.10.4.4.(1),5.10.4.4. Air Leakage ,Other fenestration assemblies and their components shall be designed and constructed in accordance with SectionÃ‚ 5.4.,Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.3.4.(2),"5.9.3.4.
Air Leakage ","Except as provided in Sentence 5.9.3.4.(3), other fenestration assemblies and their components shall have an air leakage characteristic, measured at an air pressure difference of 75 Pa, when tested in accordance with ASTM E 283-04 Determining Rate of Air Leakage Through Exterior Windows, Curtain Walls, and Doors Under Specified Pressure Differences Across the Specimen that is not greater than (a) 0.2 L/(sÂ·m2) for fixed portions, including any opaque portions, and (b) 1.5 L/(sÂ·m2) for operable portions.",obc2019_divb,Div B,5.10.4.4.(2),5.10.4.4. Air Leakage ,"Except as provided in Sentence (3), other fenestration assemblies and their components shall have an air leakage characteristic, measured at an air pressure difference of 75 Pa and tested in accordance with ASTM E283, ""Determining Rate of Air Leakage Through Exterior Windows, Curtain Walls, and Doors Under Specified Pressure Differences Across the Specimen"", that is not greater than,(a) 0.2 L/(s*m 2) for fixed portions, including any opaque portions, and (b) 1.5 L/(s*m 2) for operable portions. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.3.4.(3),"5.9.3.4.
Air Leakage ","The following systems need not comply with Sentence 5.9.3.4.(2): (a) interior windows and interior doors that do not serve as environmental separators, (b) vehicular access doors (garage doors), (c) storm windows and storm doors, (d) commercial entrance systems, (e)  revolving doors,(f) smoke and relief air vents, (g) site-built door systems, and (h) commercial steel doors.",obc2019_divb,Div B,5.10.4.4.(3),5.10.4.4. Air Leakage ,"The following need not comply with Sentence (2):(a) interior windows and interior doors that do not serve as environmental separators, (b) vehicular access doors, including garage doors, (c) storm windows and storm doors, (d) commercial entrance systems, (e) revolving doors, (f) smoke and relief air vents, (g) site-built door systems, and (h) commercial steel doors. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.3.5.(1),"5.9.3.5.
Water Penetration ",Other fenestration assemblies and their components shall be designed and constructed in accordance with part 5. ,obc2019_divb,Div B,5.10.4.5.(1),5.10.4.5. Water Penetration ,Other fenestration assemblies and their components shall be designed and constructed in accordance with SectionÃ‚ 5.6.,Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.3.5.(2),"5.9.3.5.
Water Penetration ","Except as provided in Sentence 5.9.3.5.(4), other fenestration assemblies and their components not covered in Article 5.9.2.2. shall resist water penetration when tested in accordance with ASTM E 331-00 Water Penetration of Exterior Windows, Skylights, Doors, and Curtain Walls by Uniform Static Air Pressure Difference or ASTM E 547-00 Water Penetration of Exterior Windows, Skylights, Doors, and Curtain Walls by Cyclic Static Air Pressure Difference",obc2019_divb,Div B,5.10.4.5.(2),5.10.4.5. Water Penetration ,"Except as provided in Sentence (4), other fenestration assemblies and their components shall resist water penetration when tested in accordance with,(a) ASTM E331, ""Water Penetration of Exterior Windows, Skylights, Doors, and Curtain Walls by Uniform Static Air Pressure Difference"", or (b) ASTM E547, ""Water Penetration of Exterior Windows, Skylights, Doors, and Curtain Walls by Cyclic Static Air Pressure Difference"". ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.3.5.(3),"5.9.3.5.
Water Penetration ","Tests referred to in Sentence 5.9.3.5.(2) shall be carried out at the driving rain wind pressure as calculated in accordance with CSA A440S1-17 Canadian Supplement to AAMA/WDMA/CSA 101/I.S.2/A440-11, NAFS - North American Fenestration Standard/Specification for Windows, Doors, and Skylights (See Note A-5.9.3.5.(3).)",obc2019_divb,Div B,5.10.4.5.(3),5.10.4.5. Water Penetration ,"Testing described in Sentence (2) shall be carried out at the driving rain wind pressure as calculated in accordance with CSA A440S1, ""Canadian Supplement to AAMA/WDMA/CSA 101/I.S.2/A440-11, NAFS - North American Fenestration Standard/Specification for Windows, Doors, and Skylights"".",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.3.5.(4),"5.9.3.5.
Water Penetration ","The following systems need not comply with Sentence 5.9.3.5.(2): (a) interior windows and interior doors, (b) vehicular access doors (garage doors), (c) storm windows and storm doors, (d) commercial entrance systems, (e) revolving doors, (f) smoke and relief air vents, (g) site-built door systems, and (h) commercial steel doors.",obc2019_divb,Div B,5.10.4.5.(4),5.10.4.5. Water Penetration ,"The following need not comply with Sentence (2): (a) interior windows and interior doors, (b) vehicular access doors, including garage doors, (c) storm windows and storm doors, (d) commercial entrance systems, (e) revolving doors, (f) smoke and relief air vents, (g) site-built door systems, and (h) commercial steel doors.",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,5.9.4.1.(1),"5.9.4.1.
Structural Loads, Heat Transfer, Air Leakage, Vapour Diffusion and
Water Penetration ","Exterior insulation finish systems and their components shall comply with (a) Subsection 5.1.4 and Sections 5.3 to 5.6, and (b) CAN/ULC-S716.1-12 Exterior Insulation and Finish Systems (EIFS) - Materials and Systems where covered in the scope of that standard.",obc2019_divb,Div B,5.10.3.1.(1),5.10.3.1. Applicable Standards ,"Where exterior insulation finish systems are installed, the systems and their components shall conform to,(a) Article 5.1.4.1. and Sections 5.3. to 5.6., and (b) CAN/ULC-S716.1, ""Exterior Insulation and Finish Systems (EIFS)"" Materials and Systems"", if the systems are covered in the scope of that standard. ",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,6.2.1.1.(1),Good Engineering Practice ,"Heating, ventilating and air-conditioning systems, including mechanical refrigeration equipment, shall be designed, constructed and installed in conformance with good engineering practice such as that described in, but not limited to, the ASHRAE Handbooks and Standards, the HRAI SAR-G1 HRAI Digest the Hydronics Institute Manuals, the NFPA Standards, the SMACNA Manuals, ACGIH 28th Edition Industrial Ventilation: A Manual of Recommended Practice for Design published by the ACGIH, CSA B214-16 Installation Code for Hydronic Heating Systems CSA CAN/CSA-Z317.2-10 Special Requirements for Heating, Ventilation, and Air-Conditioning (HVAC) Systems in Health Care Facilities and EPA 625/R-92/016 (1994) Radon Prevention in the Design and Construction of Schools and Other Large Buildings",obc2019_divb,Div B,6.2.1.1.(1),"6.2.1.1. Good Engineering Practice 






























","Heating, ventilating and air-conditioning systems, including related mechanical refrigeration systems, shall be designed, constructed and installed to conform to good engineering practice appropriate to the circumstances such as described in,(a) the ASHRAE Handbooks as follows: (i) Fundamentals, (ii) Refrigeration, (iii) HVAC Applications, (iv) HVAC Systems and Equipment, and (v) ANSI/ASHRAE/IESNA 90.1, ""Energy Standard for Buildings Except Low-Rise Residential Buildings"", (b) CSA F280, ""Determining the Required Capacity of Residential Space Heating and Cooling Appliances"", and the outside winter design temperatures shall conform to MMAH Supplementary Standard SB-1, ""Climatic and Seismic Data"", (c) CAN/CSA-F326-M, ""Residential Mechanical Ventilation Systems"", (d) the NFPA Fire Codes, (e) the HRAI Digest, (f) the Hydronics Institute Manuals, (g) the SMACNA Manuals, (h) ACGIH, ""Industrial Ventilation Manual"", (i) CAN/CSA-Z317.2, ""Special Requirements for Heating, Ventilation, and Air Conditioning (HVAC) Systems in Health Care Facilities"", (j) reserved, (k) CCBFC NRCC 56191, ""National Energy Code of Canada for Buildings"", and (l) EPA/625/R-92/016, ""Radon Prevention in the Design and Construction of Schools and Other Large Buildings"". ",Common Sentence,Yes,Design and Installation,,,,,,
2015,ON,NBC,Div B,6.2.1.2.(1),Outdoor Design Conditions ,"The outdoor conditions to be used in designing heating, ventilating and air-conditioning systems shall be determined in conformance with  Subsection 1.1.3.",obc2019_divb,Div B,6.2.1.7.(1),6.2.1.7. Outside Design Conditions ,"The outside conditions to be used in designing heating, ventilating and air-conditioning systems shall be determined in conformance with MMAH Supplementary Standard SB-1, ""Climatic and Seismic Data"".",Common Sentence,Yes,Design and Installation,,,,,,
2015,ON,NBC,Div B,6.2.1.3.(1),Expansion Contraction and System Pressure,Heating and cooling systems shall be designed to allow for expansion and contraction of the heat transfer fluid and to maintain the system pressure within the rated working pressure  limits of all components of the system.,obc2019_divb,Div B,6.2.1.9.(1),"6.2.1.9. Expansion, Contraction and System Pressure",Heating and cooling systems shall be designed to allow for expansion and contraction of the heat transfer fluid and to maintain the system pressure within the rated working pressure limits of all components of the system,Common Sentence,No,Design and Installation,,,,,,
2015,ON,NBC,Div B,6.2.1.4.(1),Structural Movement (See Note A-6.2.1.4.),Mechanical systems and equipment shall be designed and installed to accommodate the maximum relative structural movement provided for in the construction of the building.,obc2019_divb,Div B,6.2.1.3.(1),6.2.1.3. Structural Movement,Mechanical systems and equipment shall be designed and installed to accommodate the maximum relative structural movement provided for in the construction of the building,Common Sentence,No,Design and Installation,,,,,,
2015,ON,NBC,Div B,6.2.1.5.(1),"6.2.1.5. Installation Standards 

","Except as provided in Articles 6.9.4.2. and Article 6.3.1.5., the installation of heating and air-conditioning equipment, including mechanical refrigeration equipment, and including provisions for mounting, clearances and air supply, shall conform to appropriate provincial or territorial requirements or, in the absence of such requirements, to the requirements of CSA B51-14 Boiler, Pressure Vessel, and Pressure Piping Code CSA B52-13 Mechanical Refrigeration Code CSA B139-09 Installation Code for Oil-Burning Equipment CSA B149.1-10 Natural Gas and Propane Installation Code CSA B365-17 Installation Code for Solid-Fuel-Burning Appliances and Equipment or CSA C22.1-12 Canadian Electrical Code, Part I",obc2019_divb,Div B,6.2.1.4.(5),6.2.1.4. Installation Standards,"The design and installation of solid fuel-burning stoves, ranges and space heaters, including the requirements for combustion air, shall conform to the requirements of CSA B365, “Installation Code for Solid-Fuel-Burning Appliances and Equipment” and the manufacturer’s installation instructions.",Common Sentence,No,Design and Installation,,,,,,
2015,ON,NBC,Div B,6.2.1.6.(1),Installation - General ,"Equipment requiring periodic maintenance and forming part of a heating, ventilating or air-conditioning system shall be installed with provisions for access for inspection, maintenance, repair and cleaning. (See Note A-6.2.1.6.(1).)",obc2019_divb,Div B,6.2.1.8.(1),6.2.1.8. Installation- General ,"Equipment requiring periodic maintenance and forming part of a heating, ventilating or air-conditioning system shall be installed with provision for access for inspection, maintenance, repair and cleaning. (See Appendix A.)",Common Sentence,No,Design and Installation,,,,,,
2015,ON,NBC,Div B,6.2.1.6.(2),Installation -General ,Mechanical equipment shall be provided with guards so as to prevent injury.,obc2019_divb,Div B,6.2.1.8.(2),6.2.1.8. Installation - General ,Mechanical equipment shall be provided with guards to prevent injury.,Common Sentence,No,Design and Installation,,,,,,
2015,ON,NBC,Div B,6.2.1.6.(3),Installation -General ,"Heating, ventilating or air-conditioning systems shall be protected from freezing if they may be adversely affected by freezing temperatures.",obc2019_divb,Div B,6.2.1.8.(3),6.2.1.8. Installation - General ,"Heating, ventilating or air-conditioning systems shall be protected from freezing if they may be adversely affected by freezing temperatures",Common Sentence,No,Design and Installation,,,,,,
2015,ON,NBC,Div B,6.2.1.7.(1),Asbestos,Asbestos shall not be used in HVAC systems and equipment.,obc2019_divb,Div B,6.2.1.10.(1),6.2.1.10. Asbestos,"Asbestos shall not be used in heating, ventilating or air-conditioning systems or equipment.",Common Sentence,No,Design and Installation,,,,,,
2015,ON,NBC,Div B,6.2.2.1.(1),Applicable Standard ,"The design, construction, installation and alteration of every indoor incinerator shall conform to NFPA 82 Incinerators and Waste and Linen Handling Systems and Equipment",obc2019_divb,Div B,6.2.6.1.(1),6.2.6.1. Applicable Standard ,"The design, construction, installation and material alteration of every indoor incinerator shall conform to NFPA 82, ""Incinerators and Waste and Linen Handling Systems and Equipment"".",Common Sentence,No,,,,,,,
2015,ON,NBC,Div B,6.2.3.1.(1),Solid Fuel Storage Bins ,A storage bin for solid fuel shall not be located above a sewer opening or drain opening.,obc2019_divb,Div B,6.2.11.1.(3),6.2.11.1. Storage Bins ,A storage bin for solid fuel shall not be located above a sewer opening or drain opening,Common Sentence,No,Storage Bins,,,,,,
2015,ON,NBC,Div B,6.2.3.1.(2),Solid Fuel Storage Bins ,Storage bins for solid fuel shall be designed and constructed so that the air temperature in the bin or the surface temperature of any part of the floor or walls is below 50°C.,obc2019_divb,Div B,6.2.11.1.(4),6.2.11.1. Storage Bins ,Storage bins for solid fuel shall be designed and constructed so that the air temperature in the bin or the surface temperature of any part of the floor or walls is below 50°C.,Common Sentence,No,Storage Bins,,,,,,
2015,ON,NBC,Div B,6.3.1.1.(1),Required Ventilation ,"Except as provided in Sentence 6.3.1.1.(3), all buildings shall be ventilated in accordance with this Part.",obc2019_divb,Div B,6.2.2.1.(1),6.2.2.1. Required Ventilation ,"Except as provided in Sentence (3), all buildings shall be ventilated in accordance with this Part.",Common Sentence,No,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.1.(2),Required Ventilation ,"Except in storage garages covered by Article 6.3.1.4., the rates at which outdoor air is supplied in buildings by ventilation systems shall be not less than the rates required by ASHRAE ANSI/ASHRAE 62-2001 Ventilation for Acceptable Indoor Air Quality (except Addendum n).",obc2019_divb,Div B,6.2.2.1.(2),6.2.2.1. Required Ventilation ,"Except in storage garages and repair garages covered by Article 6.2.2.3., the rates at which outdoor air is supplied in buildings by ventilation systems shall be not less than the rates required by ANSI/ASHRAE 62.1, ""Ventilation for Acceptable Indoor Air Quality"". (See Appendix A.)",Common Sentence,Yes,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.1.(3),Required Ventilation ,"Self-contained heating-season mechanical ventilation systems serving only one dwelling unit shall comply with (a) this Part, or (b) Subsection 9.32.3.",obc2019_divb,Div B,6.2.2.1.(3),6.2.2.1. Required Ventilation ,"Self-contained mechanical ventilation systems serving a house or an individual dwelling unit shall conform to, (a) this Part, or (b) Subsection 9.32.3.",Common Sentence,Yes,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.2.(1),Crawl Spaces and Attic or Roof Spaces,Unconditioned and unoccupied crawl spaces and unconditioned and unoccupied attic or roof spaces shall be ventilated by natural or mechanical means as required by Part 5. (See Note A-6.3.1.2.(1).),,Div B,6.2.2.7.(1),6.2.2.7 Crawl Spaces and Attic or Roof Spaces, Every crawl space and every attic or roof space shall be ventilated by natural or mechanical means.,Common Sentence,No,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.3.(1),Natural Ventilation ,"Except as permitted by Sentence 6.3.1.3.(2), the ventilation required by Article 6.3.1.1. shall be provided by mechanical ventilation, except that it can be provided by natural ventilation or a combination of natural and mechanical ventilation in buildings of other than residential occupancy having an occupant load of not more than one person per 40 m2 during normal use, buildings of industrial occupancy where the nature of the processes contained therein permits or requires the use of large openings in the building envelope even during the winter, and seasonal buildings not intended to be occupied during the winter.",obc2019_divb,Div B,6.2.2.2.(1),6.2.2.2. Natural Ventilation ,"Except as permitted by Sentence (2), the ventilation required by Article 6.2.2.1. shall be provided by mechanical ventilation except that it can be provided by natural ventilation or a combination of natural and mechanical ventilation in,(a) buildings of other than residential occupancy having an occupant load of not more than one person per 40 m² during normal use, (b) buildings of industrial occupancy where the nature of the process contained in them permits or requires the use of large openings in the building envelope even during the winter, or (c) seasonal buildings not intended to be occupied during the winter. ",Common Sentence,No,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.3.(2),Natural Ventilation ,"Where climatic conditions permit, buildings containing occupancies other than residential occupancies may be ventilated by natural ventilation methods in lieu of mechanical ventilation where engineering data demonstrates that such a method will provide the required ventilation for the type of occupancy. ",obc2019_divb,Div B,6.2.2.2.(2),6.2.2.2. Natural Ventilation ,"Where climatic conditions permit, buildings containing occupancies other than residential occupancies, may be ventilated by natural ventilation methods in lieu of mechanical ventilation where engineering data demonstrates that such a method will provide the required ventilation for the type of occupancy.",Common Sentence,No,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.4.(1),Ventilation of Storage Garages ,"Except as provided in Sentences 6.3.1.4.(4) and 6.3.1.4.(6), an enclosed storage garage for five or more motor vehicles shall have a mechanical ventilation system designed to limit the concentration of carbon monoxide to not more than 100 parts per million parts of air, limit the concentration of nitrogen dioxide to not more than 3 parts per million parts of air, where the majority of the vehicles stored are powered by diesel-fuelled engines, or provide, during operating hours, a continuous supply of outdoor air at a rate of not less than 3.9 L/s for each square metre of floor area (see Article 3.3.1.20.).",obc2019_divb,Div B,6.2.2.3.(1),6.2.2.3. Ventilation of Storage and Repair Garages ,"Except as provided in Sentences (4) and (6), an enclosed storage garage shall have a mechanical ventilation system designed to,(a) limit the concentration of carbon monoxide to not more than 100 parts per million of air when measured between 900 mm and 1‚ 800 mm from the floor, where the majority of the vehicles stored are powered by gasoline fuelled engines, (b) limit the concentration of nitrogen dioxide to not more than 3 parts per million parts of air when installed in accordance with manufacturer's instructions, where the majority of the vehicles stored are powered by diesel fuelled engines, or (c) provide, during operating hours, a continuous supply of outdoor air at a rate of not less than 3.9 L/s for each square metre of floor area. (See Appendix A.) ",Common Sentence,Yes,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.4.(2),Ventilation of Storage Garages ,"Mechanical ventilation systems provided in accordance with Sentence 6.3.1.4.(1) shall be controlled by carbon monoxide monitoring devices, and systems provided in accordance with Sentence 6.3.1.4.(1) shall be controlled by nitrogen dioxide or other acceptable monitoring devices. (See Note A-6.3.1.4.(2).)",obc2019_divb,Div B,6.2.2.3.(2),6.2.2.3. Ventilation of Storage and Repair Garages ,"Mechanical ventilation systems provided in accordance with Clause (1)(a) shall be controlled automatically by carbon monoxide monitoring devices and systems provided in accordance with Clause (1)(b) shall be controlled automatically by nitrogen dioxide or other acceptable monitoring devices, located so as to provide full protection throughout the storage garage. (See Appendix A.)",Common Sentence,Yes,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.4.(3),Ventilation of Storage Garages ,"Mechanical ventilation systems provided in accordance with Sentence 6.3.1.4.(1) shall be designed such that the pressure in the storage garage is less than the pressure in adjoining buildings of other occupancy, or in adjacent portions of the same building having a different occupancy.",obc2019_divb,Div B,6.2.2.3.(3),6.2.2.3. Ventilation of Storage and Repair Garages ,"Mechanical ventilation systems provided in accordance with Sentence (1) shall be designed such that the pressure in the storage garage is less than the pressure in adjoining buildings of other occupancy, or in adjacent portions of the same building having a different occupancy. ",Common Sentence,No,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.4.(4),Ventilation of Storage Garages ,"In storage garages subject to the requirements of Sentences 6.3.1.4.(1) and 6.3.1.4.(2), where motor vehicles are parked by mechanical means, the ventilation requirements may be reduced by one half.",obc2019_divb,Div B,6.2.2.3.(4),6.2.2.3. Ventilation of Storage and Repair Garages ,"In storage garages subject to the requirements of Sentence (1), where motor vehicles are parked by mechanical means, the ventilation requirements may be reduced by one half.",Common Sentence,Yes,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.4.(5),Ventilation of Storage Garages ,"Except as provided in Sentence 6.3.1.4.(6), ticket and attendant booths of storage garages shall be pressurized with a supply of uncontaminated air.",obc2019_divb,Div B,6.2.2.3.(5),6.2.2.3. Ventilation of Storage and Repair Garages ,"Except as provided in Sentence (6), ticket and attendant booths of storage garages shall be pressurized with a supply of outdoor air. ",Common Sentence,Yes,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.4.(6),Ventilation of Storage Garages ,The requirements of Sentences 6.3.1.4.(1) to 6.3.1.4.(5) shall not apply to open-air storeys in a storage garage. ,obc2019_divb,Div B,6.2.2.3.(6),6.2.2.3. Ventilation of Storage and Repair Garages ,The requirements of Sentences (1) to (5) shall not apply to open-air storeys in a storage garage.,Common Sentence,No,Ventilation,,,,,,
2015,ON,NBC,Div B,6.3.1.5.(1),Heat Recovery Ventilators ,Heat recovery ventilators with rated capacities of not less than 25 L/s and not more than 200 L/s shall be installed in accordance with  Subsection 9.32.3,obc2019_divb,Div B,6.2.1.6.(1),6.2.1.6. Heat Recovery Ventilators ,"Except as provided in Sentence (2), heat recovery ventilators with rated capacities of not less than 25 L/s and not more than 200 L/s shall be installed in accordance with Article 9.32.3.11.",Common Sentence,No,Ventilation,,,,,,
