Code Year,Province/Territory,Code Book,National Division,P/T Document,P/T Division,National Sentence Number,National Article Title,National Sentence Text,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,National Article Title (FR),National Sentence Text (FR),P/T Article Title (FR),P/T Sentence Text (FR),Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.4.(1),8.7.3.3. Distribution Pipe ,"Except for a shallow buried trench, the distribution pipe used in the construction of a leaching bed shall be,(a) not less than 3 in. trade size for gravity flow systems, (b) installed with a uniform downward slope from the inlet with a drop of not less than 30 mm and not more than 50 mm for each 10 m of distribution pipe for gravity flow systems, and (c) installed within a layer of stone conforming to Sentence (5). ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.4.(2),8.7.3.3. Distribution Pipe ,"Prior to backfilling, the stone layer required by Clause (1)(c) shall be protected in such a manner so as to prevent soil or leaching bed fill from entering the stone by completely covering it with,(a) untreated building paper, or (b) a permeable geo-textile fabric. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.4.(3),8.7.3.3. Distribution Pipe ,Every pressurized distribution pipe shall be self-draining so as to prevent freezing of its contents.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.4.(4),8.7.3.3. Distribution Pipe ,"Every pressurized distribution pipe shall, (a) be not less than 1 in. trade size, and (b) have orifices of at least 3 mm in diameter, spaced equally along the length of the pipe to provide even distribution of the effluent. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.4.(5),8.7.3.3. Distribution Pipe ,"The stone layer required by Clause (1)(c) shall,(a) be comprised of washed septic stone, free of fine material, with gradation conforming to Table 8.7.3.3., (b) be not less than 500 mm in width, (c) extend not less than 150 mm below the distribution pipe, and (d) extend not less than 50 mm above the distribution pipe. (6) This Article does not apply to a distribution pipe within a leaching chamber. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.5.(1),8.7.3.4. Leaching Chamber ,"Prior to backfilling, the leaching chamber shall be,(a) installed level over the length of the absorption trench, (b) securely connected together, section to section, (c) free of structural damage, uncut and used full length, (d) equipped with end caps installed on both ends, (e) equipped with an integrated splash plate at the inlet end of each line of leaching chamber, to prevent soil scouring, and (f) protected in such a manner so as to prevent soil or leaching bed fill from entering the leaching chamber. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.5.(2),8.7.3.4. Leaching Chamber ,"Except for a shallow buried trench, the distribution pipe within a leaching chamber shall be not less than 3 in. trade size for dosed systems.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.3.5.(3),8.7.3.4. Leaching Chamber ,"Every pressurized distribution pipe within a leaching chamber shall,(a) extend over the entire length of the leaching chamber, (b) be not less than 1½ in. trade size, (c) have orifices of at least 6 mm in diameter, spaced equally along the length of the pipe to provide even distribution of the effluent, (d) be supported, (e) be self-draining so as to prevent freezing of its contents, and (f) have cleanouts installed at the downstream end of each line of leaching chamber to allow for servicing of the system. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.4.1.(1),8.7.4.1. Loading Requirements ,"The area described in Sentence 8.7.4.2.(1) shall be designed such that the loading rate does not exceed, for soil having a percolation time set out in Column 1 of Table 8.7.4.1., the maximum value set out opposite it in Column 2 of Table 8.7.4.1.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.4.2.(1),8.7.4.2. Construction Requirements ,"Except for a shallow buried trench, a leaching bed comprised of absorption trenches may be constructed in leaching bed fill, if unsaturated soil or leaching bed fill complying with Subclause 8.7.2.1.(1)(b)(ii) extends,(a) to a depth of at least 250 mm over the area covered by the leaching bed fill, and (b) for at least 15 m beyond the centrelines of the outer distribution pipes or leaching chambers in any direction in which the effluent entering the soil or leaching bed fill will move horizontally. (See Appendix A.) ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.4.2.(2),8.7.4.2. Construction Requirements ,"If the unsaturated soil or leaching bed fill described in Sentence (1) has a percolation time greater than 15 minutes, any additional leaching bed fill added to it to form the leaching bed shall have a percolation time not less than 75% of the percolation time of the unsaturated soil or leaching bed fill to which it is added.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.4.2.(3),8.7.4.2. Construction Requirements ,"Leaching bed fill that does not meet the requirements of Sentence (2) may be used to form the leaching bed if, (a) the distance from the bottom of the absorption trench to the underlying soil is not less than 900 mm, or (b) where the distance from the bottom of the absorption trench to the underlying soil is less than 900 mm, the percolation time of the least permeable soil or leaching bed fill within 900 mm from the bottom of the absorption trench is used to calculate the length of the distribution pipe under Article 8.7.3.1. or the leaching chamber under Article 8.7.3.1A. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.4.2.(4),8.7.4.2. Construction Requirements ,Sentence (2) does not apply to any leaching bed fill added as backfill above the stone layer in which the distribution pipe is located.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.4.2.(5),8.7.4.2. Construction Requirements ,All leaching bed fill added shall be stabilized against erosion. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.4.2.(6),8.7.4.2. Construction Requirements ,The site to which the leaching bed fill is added shall be generally clear of vegetation.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.4.2.(7),8.7.4.2. Construction Requirements ,The leaching bed fill that is added shall be compacted in layers in such a manner as to avoid uneven settlement of the distribution pipes or leaching chambers. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.4.2.(8),8.7.4.2. Construction Requirements ,"Any distribution boxes, header lines, absorption trenches, distribution pipes or leaching chambers shall be installed only after the leaching bed fill has been compacted in accordance with Sentence (7).",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.4.2.(9),8.7.4.2. Construction Requirements ,"Except as provided in Sentence (10), the sides of the added leaching bed fill shall be sloped to ensure stability, but shall not be steeper than one unit vertically to four units horizontally.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.4.2.(10),8.7.4.2. Construction Requirements ,The side slope of the leaching bed fill may be increased up to one unit vertically to three units horizontally if measures are taken to prevent erosion and ensure stability of the leaching bed fill. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.4.2.(11),8.7.4.2. Construction Requirements ,The distances set out in Column 2 of Table 8.2.1.6.B. shall be increased by twice the height that the leaching bed is raised above the original grade.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.5.1.(1),8.7.5.1. Application ,"The total daily design sanitary sewage flow shall not exceed,(a) 5 000 L where the treatment unit is a septic tank, or (b) 10 000 L where the treatment unit is a Level II, Level III or Level IV treatment unit as described in Table 8.6.2.2. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.5.2.(1),8.7.5.2. Loading Requirements ,The effective area of the surface of the filter medium in each filter bed shall be at least 10 m2 and not more than 50 m2.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.5.2.(2),8.7.5.2. Loading Requirements ,"The area described in Sentence 8.7.4.2.(1) shall be designed such that the loading rate does not exceed, for soil having a percolation time set out in Column 1 of Table 8.7.4.1., the maximum value set out opposite it in Column 2 of Table 8.7.4.1.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.5.2.(3),8.7.5.2. Loading Requirements ,"Except as provided in Sentence (5), where the total daily design sanitary sewage flow does not exceed 3 000 L, the effective area shall be such that the loading on the surface of the filter medium does not exceed 75 L/m2 per day. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.5.2.(4),8.7.5.2. Loading Requirements ,"Except as provided in Sentence (5), where the total daily design sanitary sewage flow exceeds 3 000 L,(a) the effective area shall be such that the loading on the surface of the filter medium does not exceed 50 L/m2 per day, and (b) the leaching bed shall be comprised of more than one filter bed, each of similar size and adjacent to each other. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.5.2.(5),8.7.5.2. Loading Requirements ,"Where a Level II, Level III or Level IV treatment unit as described in Table 8.6.2.2. is used in conjunction with a filter bed, the effective area shall be such that the loading on the surface of the filter medium does not exceed 100 L/m2 per day.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.5.3.(1),8.7.5.3. Construction Requirements ,"Sentences 8.7.4.2.(1), (2) and (4) to (11) apply to the construction of a filter bed.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.5.3.(2),8.7.5.3. Construction Requirements ,"The lines of distribution pipes or leaching chambers shall be evenly spaced over the surface of the filter medium to which the sanitary sewage is applied, with a maximum spacing between the centrelines of the distribution pipes or leaching chambers in accordance with Table 8.7.5.3. (See Appendix A.)",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.5.3.(3),8.7.5.3. Construction Requirements ,"The filter medium shall have a minimum depth of 750 mm below the stone layer or bottom of the leaching chambers and shall be clean sand comprised of particles ranging in size between the limits of, (a) an effective size of 0.25 mm with a uniformity coefficient not less than 3.5, (b) an effective size of 2.5 mm with a uniformity coefficient not greater than 1.5, and (c) having a uniformity coefficient not greater than 4.5. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.5.3.(4),8.7.5.3. Construction Requirements ,The filter medium shall be unsaturated for its entire depth.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.5.3.(5),8.7.5.3. Construction Requirements ,"Where there is more than one filter bed in a leaching bed, the filter beds shall be separated by at least 5 m between the distribution pipes or leaching chambers of the filter beds. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.5.3.(6),8.7.5.3. Construction Requirements ,"The base of the filter medium shall extend to a thickness of at least 250 mm over an area meeting the requirements of the following formula:where, A = the area of contact in square metres between the base of the filter medium and the underlying soil, Q = the total daily design sanitary sewage flow in litres, and T = the lesser of 50 and the percolation time of the underlying soil. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.5.3.(7),8.7.5.3. Construction Requirements ,"The stone layer or bottom of the leaching chambers shall be not less than 900 mm above the high ground water table, rock or soil with a percolation time of more than 50 minutes.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.6.1.(1),8.7.6.1. Construction Requirements (See Appendix A.) ,The treatment unit used in conjunction with a leaching bed constructed as a shallow buried trench shall provide an effluent quality that does not exceed the maximum concentrations set out opposite a Level IV treatment unit in Columns 2 and 3 of Table 8.6.2.2.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.6.1.(2),8.7.6.1. Construction Requirements (See Appendix A.) ,The effluent shall be distributed through a pressurized distribution system having a pressure head of not less than 600 mm when measured to the most distant point from the pump.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.6.1.(3),8.7.6.1. Construction Requirements (See Appendix A.) ,The pump chamber shall be sized to provide sufficient storage volume so that the effluent is evenly dosed on an hourly basis over a 24-hour period. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.6.1.(4),8.7.6.1. Construction Requirements (See Appendix A.) ,A shallow buried trench shall not be constructed unless the soil or leaching bed fill is sufficiently dry to resist compaction and smearing during excavation.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.6.1.(5),8.7.6.1. Construction Requirements (See Appendix A.) ,"Every chamber or leaching chamber shall be as wide as the shallow buried trench in which it is contained, and the cross-sectional height of the chamber or leaching chamber at its centre point shall not be less than half the width of the trench. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.6.1.(6),8.7.6.1. Construction Requirements (See Appendix A.) ,Every chamber or leaching chamber shall contain only one pressurized distribution pipe.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.7.1.(1),8.7.7.1. Construction Requirements ,The treatment unit used in conjunction with a leaching bed constructed as a Type A dispersal bed shall provide an effluent quality that does not exceed the maximum concentrations set out opposite a Level IV treatment unit in Columns 2 and 3 of Table 8.6.2.2.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.7.1.(2),8.7.7.1. Construction Requirements ,"A Type A dispersal bed shall be backfilled with leaching bed fill so as to ensure that, after the leaching bed fill settles, the surface of the leaching bed will not form any depressions.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.7.1.(3),8.7.7.1. Construction Requirements ,The combined thickness of the sand layer and the stone layer if utilized of a Type A dispersal bed shall not be less than 500 mm. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.7.1.(4),8.7.7.1. Construction Requirements ,"Except as provided in Sentence (5), the sand layer shall,(a) be comprised of sand that has, (i) a percolation time of at least 6 and not more than 10 min, and (ii) not more than 5% fines passing through a 0.074 mm (No. 200) sieve, (b) have a minimum thickness of 300 mm, and (c) have an area that is not less than the lesser of, (i) the area of the stone layer determined in accordance with Sentence (6) or, if leaching chambers are used, the area over which the leaching chambers are spaced determined in accordance with Sentence (6.1), and (ii) the value determined by the formula, where, A = the area of contact in square metres between the base of the sand and the underlying soil, Q = the total daily design sanitary sewage flow in litres, and T = the lesser of 50 and the percolation time of the underlying soil. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.7.1.(5),8.7.7.1. Construction Requirements ,"Where the underlying soil has a percolation time of more than 15 min, the sand layer referred to in Sentence (4) shall,(a) extend to at least 15 m beyond the perimeter of the treatment unit, or the centrelines of the outer distribution pipes or leaching chambers if utilized, in any direction in which the effluent entering the soil or leaching bed fill will move horizontally, and (b) have an area that is not less than the value determined by the formula, where, A = the area of contact in square metres between the base of the sand and the underlying soil, or leaching bed fill if utilized, Q = the total daily design sanitary sewage flow in litres, and T = the lesser of 50 and the percolation time of the underlying soil. (See Appendix A.) ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.7.1.(6),8.7.7.1. Construction Requirements ,"Where a stone layer is used, the stone layer shall,(a) be rectangular in shape with the long dimension parallel to the site contours, (b) have a minimum thickness of 200 mm, (c) be protected in the manner described in Sentence 8.7.3.3.(2), and (d) be constructed such that the bottom of the stone layer is at least 600 mm above the high ground water table, rock or soil with a percolation time of 1 min or less or greater than 50 min. (e) have a minimum area not less than the value determined by the formula, A = Q/B where, A = the area of the stone layer in square metres, B = the following amount, (i) 50, if the total daily design sanitary sewage flow exceeds 3 000 litres, or (ii) 75, if the total daily design sanitary sewage flow does not exceed 3 000 litres, and Q = the total daily design sanitary sewage flow in litres. (6.1) Where leaching chambers are used, (a) the Type A dispersal bed shall be rectangular in shape with the long dimension parallel to the site contours, and (b) the leaching chambers shall, (i) be evenly spaced over the area calculated in Subclause (iv), with a maximum distance of 200 mm between the exterior edges of the lines of leaching chamber, (ii) be protected in the manner described in Clause 8.7.3.4.(1)(f), (iii) be constructed such that the bottom of the leaching chambers is at least 600 mm above the high ground water table, rock or soil with a percolation time of 1 min or less or greater than 50 min, and (iv) have a minimum area not less than the value determined by the formula, A = Q/B where, A = the area over which the leaching chambers are spaced, in square metres, B = the following amount, (i) 50, if the total daily design sanitary sewage flow exceeds 3 000 litres, or (ii) 75, if the total daily design sanitary sewage flow does not exceed 3 000 litres, and Q = the total daily design sanitary sewage flow in litres. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.7.1.(7),8.7.7.1. Construction Requirements ,"Leaching bed fill with a percolation time not exceeding 15 min may be used to satisfy the vertical separation requirements of Clause (6)(d) or Subclause (6.1)(b)(iii), provided that the leaching bed fill conforms to the requirements specified in Sentence (5) regardless of the percolation time of the underlying soil.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.7.1.(8),8.7.7.1. Construction Requirements ,"Where a stone layer is used, the effluent shall be evenly distributed within the stone layer to within 600 mm of the perimeter of the stone layer. (See Appendix A.) (8.1) Where leaching chambers are used, the effluent shall be evenly distributed within the area over which the leaching chambers are spaced to within 600 mm of the perimeter of that area. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.7.1.(9),8.7.7.1. Construction Requirements ,The stone layer or area over which the leaching chambers are spaced shall not be located closer than the minimum horizontal distances set out in Table 8.2.1.6.B. and these distances shall be increased when required by Sentence 8.7.4.2.(11).,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.1.(1),8.7.8.1. General Requirements ,"Except as provided in Sentence (2) and Sentence 8.7.8.2.(2), a Type B dispersal bed shall conform to the requirements of Article 8.7.2.1.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.1.(2),8.7.8.1. General Requirements ,A Type B dispersal bed shall not be located in an area that has an average slope that exceeds one unit vertically to seven units horizontally.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.2.(1),8.7.8.2. Construction Requirements ,The treatment unit used in conjunction with a leaching bed constructed as a Type B dispersal bed shall provide an effluent quality that does not exceed the maximum concentrations set out opposite a Level IV treatment unit in Columns 2 and 3 of Table 8.6.2.2.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.2.(2),8.7.8.2. Construction Requirements ,"A Type B dispersal bed shall be,(a) rectangular in shape with the long dimension parallel to the site contours, (b) not more than 1 000 mm in depth measured from the bottom of the stone layer to the finished grade when installed in soil with a percolation time that exceeds 15 min, and (c) backfilled with leaching bed fill so as to ensure that, after the leaching bed fill settles, the surface of the leaching bed will not form any depressions. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.2.(3),8.7.8.2. Construction Requirements ,"The bottom of the stone layer shall be at least 600 mm above the high ground water table, rock or soil with a percolation time greater than 50 min.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.2.(4),8.7.8.2. Construction Requirements ,The effluent shall be distributed over the Type B dispersal bed through a pressurized distribution system having a pressure head of not less than 600 mm when measured to the most distant point from the pump. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.2.(5),8.7.8.2. Construction Requirements ,"The distribution pipes shall,(a) be self-draining so as to prevent freezing of their contents, and (b) have orifices of at least 3 mm in diameter, spaced equally along the length of the pipes. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.2.(6),8.7.8.2. Construction Requirements ,"The stone layer containing the distribution pipes shall,(a) be comprised of washed septic stone, free of fine material, with gradation conforming to Table 8.7.3.3., (b) extend not less than 250 mm below the distribution pipe, and (c) extend not less than 50 mm above the distribution pipe. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.2.(7),8.7.8.2. Construction Requirements ,The distribution pipes shall be spaced not more than 1.2 m apart with the outermost pipe spaced not more than 600 mm from the edge of the bed.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.2.(8),8.7.8.2. Construction Requirements ,The pump chamber shall be sized to provide sufficient storage volume so that the effluent is evenly dosed on an hourly basis over a 24-hour period. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.2.(9),8.7.8.2. Construction Requirements ,"When there is more than one Type B dispersal bed in a leaching bed, the Type B dispersal beds shall be separated by at least 5 m measured from the edge of the stone layers.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.2.(10),8.7.8.2. Construction Requirements ,A Type B dispersal bed shall not be located closer than the minimum horizontal distances set out in Table 8.2.1.6.B. and these distances shall be increased when required by Sentence 8.7.4.2.(11). ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.3.(1),8.7.8.3. Design Requirements (See Appendix A.) ,The area of a Type B dispersal bed shall not be less than the minimum area determined in accordance with Clause (2)(a) or (b).,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.3.(2),8.7.8.3. Design Requirements (See Appendix A.) ,"For the purposes of Sentence (1), the minimum area is either of the following,(a) the area calculated based on the loading rates for Type 2 effluent set out in the Column headed ""Type 2"" found in Table 2-8 of the BCMOH, ""Sewerage System Standard Practice Manual"", or (b) the value determined by the formula, where, A = the area of contact in square metres between the stone layer and the underlying soil, Q = the total daily design sanitary sewage flow in litres, and T = the percolation time of the underlying soil. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.3.(3),8.7.8.3. Design Requirements (See Appendix A.) ,"The linear loading rates of the underlying soil shall not be greater than,(a) the linear loading rates set out in Table 2-11 of BCMOH, ""Sewerage System Standard Practice Manual"", where the area of the Type B dispersal bed is determined in accordance with Clause (2)(a), or (b) the following linear loading rate, where the area of the Type B dispersal bed is determined in accordance with Clause (2)(b), (i) 40 L/m, for soil having a percolation time equal to or greater than 24 min, or (ii) 50 L/m, for soil having a percolation time less than 24 min. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.7.8.3.(4),8.7.8.3. Design Requirements (See Appendix A.) ,The width of a Type B dispersal bed shall not exceed 4 m.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.8.1.1.(1),8.8.1.1. Prohibited Installation ,"Except as provided in Article 8.8.1.2., a Class 5 sewage system shall not be installed.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.8.1.2.(1),8.8.1.2. Acceptable Installation ,"A Class 5 sewage system may be installed in the following circumstances:(a) where the proposed use of the sewage system is for a temporary operation, excluding seasonal recreational use, not exceeding 12 months in duration, (b) to remedy an unsafe sewage system where the remediation of the unsafe condition by the installation of a Class 4 sewage system is impracticable, (c) to upgrade a sewage system serving an existing building, where upgrading through the use of a Class 4 sewage system is not possible due to lot size, site slope or clearance limitations, or (d) as an interim measure for a lot or parcel of land until municipal sewers are available, provided that the municipality undertakes to ensure the continued operation of an approved hauled sewage system until the municipal sewers are available. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.8.1.2.(2),8.8.1.2. Acceptable Installation ,"Where a Class 5 sewage system is installed, a written agreement for the disposal of sanitary sewage from the sewage system shall be entered into with a hauled sewage system operator.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.8.2.1.(1),8.8.2.1. Construction Requirements ,All Class 5 sewage systems shall be equipped with a device that shall produce an audible and visual warning alarm so located to warn that the sewage system is nearing capacity.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.8.2.1.(2),8.8.2.1. Construction Requirements ,"The device required in Sentence (1) shall be designed to provide suitable advance warning to the building occupants considering,(a) the total daily design sanitary sewage flow, (b) the location of the Class 5 sewage system, and (c) the response time of the hauled sewage system contractor. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.8.2.1.(3),8.8.2.1. Construction Requirements ,"Except as provided in Sentence (4), all holding tanks shall be provided with a vent that,(a) is not less than 3 in. trade size, (b) terminates at least, (i) 300 mm above finished grade with a vent cap, or (ii) 600 mm above finished grade with a vent cap when the holding tank is located in an area subject to flooding, and (c) terminates at least 3.5 m away from any air inlet, window, or door. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.8.2.1.(4),8.8.2.1. Construction Requirements ,"A vent from a holding tank may connect into the venting system of the building served by the holding tank provided that,(a) the vent is not less than 3 in. trade size, and (b) the installation of the vent shall conform to the requirements in Part 7. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.8.2.2.(1),8.8.2.2. Sizing of Holding Tanks ,All holding tanks used in residential dwellings shall have a minimum 7 day holding capacity based on the total daily design sanitary sewage flow.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.9.1.1.(1),8.9.1.1. Scope ,This Section applies to the operation and maintenance of all sewage systems.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.9.1.2.(1),8.9.1.2. General Requirements for Operation and Maintenance ,"Every sewage system shall be operated and maintained so that,(a) the sewage system or any part of it shall not emit, discharge or deposit sanitary sewage or effluent onto the surface of the ground, (b) sanitary sewage or effluent shall not emit, discharge, seep, leak or otherwise escape from the sewage system or any part of it other than from a place or part of the sewage system where the system is designed or intended to discharge the sanitary sewage or effluent, and (c) except as provided in Sentence (2), sanitary sewage or effluent shall not emit, discharge, seep, leak or otherwise escape from the sewage system or any part of it into a piped water supply, well water supply, a watercourse, ground water or surface water. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.9.1.2.(2),8.9.1.2. General Requirements for Operation and Maintenance ,Clause (1)(c) does not apply to the use of a sewage system designed and operated such that properly treated effluent is discharged into soil.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.9.2.1.(1),8.9.2.1. Scope ,The requirements of this Subsection are in addition to the requirements of Subsection 8.9.1.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.9.2.2.(1),8.9.2.2. General ,"Every sewage system shall be operated in accordance with,(a) the basis on which the construction and use of the sewage system was approved or required under the Act or predecessor legislation, as the case may be, and (b) the requirements of the manufacturer of the sewage system. ",,P/T Only,Yes,,,,,,,,,,,
