ID,SEQ,DOCTYPE,DOCID,IDWITHINDOC,DIVISION,PROVISION,ARTICLE_TITLE,FRAG_DOCUMENT,FRAG_DOCUMENT_NOWHITESPACE,WORDCOUNT,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM
1414824,157318.0,E,necb2015_divb,150.0,B,4.2.2.2.(4),Lighting Controls in Storage Garages,"Except as provided in Sentence 4.2.2.2.(5), where the combined input of all luminaires within 6.1 m of any perimeter wall having a net opening-to-wall ratio of at least 40% and no exterior obstructions within 6.1 m exceeds 150 W, the power to those luminaires shall be automatically reduced in response to daylight.","exceptasprovidedinsentence4.2.2.2.(5),wherethecombinedinputofallluminaireswithin6.1mofanyperimeterwallhavinganetopening-to-wallratioofatleast40%andnoexteriorobstructionswithin6.1mexceeds150w,thepowertothoseluminairesshallbeautomaticallyreducedinresponsetodaylight.",52.0,4.0,2,2,2,4
1415266,157261.0,E,necb2015_divb,93.0,B,3.3.1.1.(4),Application and Limitations,Horizontal above-ground portions of the building envelope are only permitted to be traded off against other horizontal above-ground portions of the building envelope.,horizontalabove-groundportionsofthebuildingenvelopeareonlypermittedtobetradedoffagainstotherhorizontalabove-groundportionsofthebuildingenvelope.,23.0,3.0,3,1,1,4
1415517,157374.0,E,necb2015_divb,206.0,B,4.3.2.8.(2),Determination of the Daylight Supply Factor for Sidelighting,"The effective luminous transmittance of the fenestration providing sidelighting,  eff,i, shall be calculated using the following equation: teff,i=tD65,i k1,i  k2,i k3,iwhere D65,i= luminous transmittance of the glazing for standard illuminant D65, k1,i= factor to account for framing defined as the ratio of glazed area to overall area of the opening including area of framing, k2,i= factor to account for dirt accumulation (if unknown, value shall be set to 0.8), and k3,i= factor to account for non-perpendicular light incidence (if unknown, value shall be set to 0.85).","theeffectiveluminoustransmittanceofthefenestrationprovidingsidelighting,?eff,i,shallbecalculatedusingthefollowingequation:teff,i=td65,i?k1,i?k2,i?k3,iwhere?d65,i=luminoustransmittanceoftheglazingforstandardilluminantd65,k1,i=factortoaccountforframingdefinedastheratioofglazedareatooverallareaoftheopeningincludingareaofframing,k2,i=factortoaccountfordirtaccumulation(ifunknown,valueshallbesetto0.8),andk3,i=factortoaccountfornon-perpendicularlightincidence(ifunknown,valueshallbesetto0.85).",83.0,4.0,3,2,8,2
1415926,157239.0,E,necb2015_divb,71.0,B,3.2.3.2.(2),Thermal Characteristics of Roofs in Contact with the Ground,"The overall thermal transmittance of below-ground roofs that are less than 1.2 m below the exterior ground level and are part of the building envelope of semi-heated buildings, as defined in Sentence 1.2.1.2.(2), shall be not greater than that shown in Table 3.2.3.1. for the applicable heating-degree-day category taken at 15°C. (See Note A-3.2.3.3.)","theoverallthermaltransmittanceofbelow-groundroofsthatarelessthan1.2mbelowtheexteriorgroundlevelandarepartofthebuildingenvelopeofsemi-heatedbuildings,asdefinedinsentence1.2.1.2.(2),shallbenotgreaterthanthatshownintable3.2.3.1.fortheapplicableheating-degree-daycategorytakenat15°c.(seenotea-3.2.3.3.)",54.0,3.0,2,3,2,2
1416161,157558.0,E,necb2015_divb,392.0,B,6.2.3.1.(3),Insulation,"Where piping insulation has a thermal conductivity, as determined in accordance with Sentence 6.2.3.1.(4), that is lower than the range given in Table 6.2.3.1., the thickness given in the Table may be decreased by the ratio u2/u1, where u1 is the value at the lower end of the conductivity range for the operating temperature and u2 is the measured thermal conductivity of the insulation at the mean rating temperature. (See Note A-6.2.3.1.(2) and (3).)","wherepipinginsulationhasathermalconductivity,asdeterminedinaccordancewithsentence6.2.3.1.(4),thatislowerthantherangegivenintable6.2.3.1.,thethicknessgiveninthetablemaybedecreasedbytheratiou2/u1,whereu1isthevalueatthelowerendoftheconductivityrangefortheoperatingtemperatureandu2isthemeasuredthermalconductivityoftheinsulationatthemeanratingtemperature.(seenotea-6.2.3.1.(2)and(3).)",74.0,6.0,2,3,1,3
1416796,157775.0,E,necb2015_divb,609.0,B,8.4.4.19.(1),Heat-Recovery System,"Where Subsection 5.2.10. applies to a proposed building’s HVAC system, the reference building’s HVAC systems for the corresponding thermal blocks shall use a heat-recovery system that complies with Subsection 5.2.10. and Sentences 8.4.4.19.(2)and 8.4.4.19.(3).","wheresubsection5.2.10.appliestoaproposedbuilding’shvacsystem,thereferencebuilding’shvacsystemsforthecorrespondingthermalblocksshalluseaheat-recoverysystemthatcomplieswithsubsection5.2.10.andsentences8.4.4.19.(2)and8.4.4.19.(3).",34.0,8.0,4,4,19,1
1416798,157706.0,E,necb2015_divb,540.0,B,8.4.4.5.(1),Lighting,"Except as provided in Sentences 8.4.4.5.(2)and 8.4.4.5.(3), the installed interior lighting power of the reference building shall be set at the interior lighting power allowance determined in Article 4.2.1.5.or 4.2.1.6., as applicable.","exceptasprovidedinsentences8.4.4.5.(2)and8.4.4.5.(3),theinstalledinteriorlightingpowerofthereferencebuildingshallbesetattheinteriorlightingpowerallowancedeterminedinarticle4.2.1.5.or4.2.1.6.,asapplicable.",32.0,8.0,4,4,5,1
1417468,157394.0,E,necb2015_divb,226.0,B,4.3.3.7.(3),Determination of Factor for Daylight Harvesting,"For spaces where toplighting is the primary daylight supply, the daylight supply factor, CDL,sup,i, shall be determined in accordance with Article 4.3.2.9.","forspaceswheretoplightingistheprimarydaylightsupply,thedaylightsupplyfactor,cdl,sup,i,shallbedeterminedinaccordancewitharticle4.3.2.9.",22.0,4.0,3,3,7,3
1418176,157411.0,E,necb2015_divb,243.0,B,5.2.2.3.(1),Duct Sealing,"Except as provided in Sentences 5.2.2.3.(2)to 5.2.2.3.(5), air-handling ducts and plenums forming part of a heating, ventilating or air-conditioning system shall be constructed, installed and sealed as described in the SMACNA ANSI/SMACNA 006-2006 HVAC Duct Construction Standards – Metal and Flexible and in accordance with Table 5.2.2.3. (See Note A-5.2.2.3.(1).)","exceptasprovidedinsentences5.2.2.3.(2)to5.2.2.3.(5),air-handlingductsandplenumsformingpartofaheating,ventilatingorair-conditioningsystemshallbeconstructed,installedandsealedasdescribedinthesmacnaansi/smacna006-2006hvacductconstructionstandards–metalandflexibleandinaccordancewithtable5.2.2.3.(seenotea-5.2.2.3.(1).)",50.0,5.0,2,2,3,1
1418806,157432.0,E,necb2015_divb,264.0,B,5.2.2.8.(4),Cooling by Direct Use of Outdoor Air (Air Economizer System),"Systems described in Sentence 5.2.2.8.(1) with cooling capacities of 70 kW or more shall incorporate cooling equipment that can operate at less than full capacity, with the lowest stage providing no more than 25% of the full capacity of each system.","systemsdescribedinsentence5.2.2.8.(1)withcoolingcapacitiesof70kwormoreshallincorporatecoolingequipmentthatcanoperateatlessthanfullcapacity,withtheloweststageprovidingnomorethan25%ofthefullcapacityofeachsystem.",41.0,5.0,2,2,8,4
1418812,157475.0,E,necb2015_divb,307.0,B,5.2.8.4.(1),Heat Pump Controls,"Heat pumps equipped with supplementary heaters shall incorporate controls to prevent supplementary heater operation when the heating load can be met by the heat pump alone, except during defrost cycles. (See Note A-5.2.8.4.(1).)","heatpumpsequippedwithsupplementaryheatersshallincorporatecontrolstopreventsupplementaryheateroperationwhentheheatingloadcanbemetbytheheatpumpalone,exceptduringdefrostcycles.(seenotea-5.2.8.4.(1).)",33.0,5.0,2,8,4,1
1418813,157512.0,E,necb2015_divb,344.0,B,5.2.11.2.(6),Airflow Control Areas,The air distribution system shall be designed such that a reduction in air delivery of up to 50% of design flow results in at least a proportional reduction in fan power.,theairdistributionsystemshallbedesignedsuchthatareductioninairdeliveryofupto50%ofdesignflowresultsinatleastaproportionalreductioninfanpower.,31.0,5.0,2,11,2,6
1419464,157672.0,E,necb2015_divb,506.0,B,8.4.3.4.(1),Interior Lighting,Dwelling units shall be modeled with an installed lighting power density of 5 W/m2.,dwellingunitsshallbemodeledwithaninstalledlightingpowerdensityof5w/m2.,14.0,8.0,4,3,4,1
1419467,157707.0,E,necb2015_divb,541.0,B,8.4.4.5.(2),Lighting,Dwelling units shall be modeled with an installed lighting power density of 5 W/m2.,dwellingunitsshallbemodeledwithaninstalledlightingpowerdensityof5w/m2.,14.0,8.0,4,4,5,2
1419474,157511.0,E,necb2015_divb,343.0,B,5.2.11.2.(5),Airflow Control Areas,Each airflow control area required by Sentence 5.2.11.2.(1) shall be equipped with controls meeting the requirements of Article 5.2.11.1.,eachairflowcontrolarearequiredbysentence5.2.11.2.(1)shallbeequippedwithcontrolsmeetingtherequirementsofarticle5.2.11.1.,19.0,5.0,2,11,2,5
1420122,157748.0,E,necb2015_divb,582.0,B,8.4.4.11.(4),Cooling Tower Systems,The pumping system shall be modeled as constant speed operation.,thepumpingsystemshallbemodeledasconstantspeedoperation.,10.0,8.0,4,4,11,4
1420545,157279.0,E,necb2015_divb,111.0,B,4.2.1.3.(2),Limits to Installed Interior Lighting Power,"The individual power allowances in each space of the building do not have to be met, provided the total installed interior lighting power is not exceeded.","theindividualpowerallowancesineachspaceofthebuildingdonothavetobemet,providedthetotalinstalledinteriorlightingpowerisnotexceeded.",26.0,4.0,2,1,3,2
1421410,157711.0,E,necb2015_divb,545.0,B,8.4.4.5.(6),Lighting,The primary and secondary sidelighted areas shall be determined assuming a depth of 2 m. (See Note A-8.4.4.5.(6).),theprimaryandsecondarysidelightedareasshallbedeterminedassumingadepthof2m.(seenotea-8.4.4.5.(6).),18.0,8.0,4,4,5,6
1421423,157546.0,E,necb2015_divb,380.0,B,6.1.1.3.(2),Compliance,Back-up systems shall comply with the prescriptive requirements stated in Section 6.2.,back-upsystemsshallcomplywiththeprescriptiverequirementsstatedinsection6.2.,12.0,6.0,1,1,3,2
1421424,157577.0,E,necb2015_divb,411.0,B,6.2.8.2.(1),Pressure Control,Pressure booster systems shall be provided with at least one pressure sensor that starts and stops the system or varies the pump speed so that the pressure required for operation of the service water system is maintained. (See Note A-6.2.8.2.(1).),pressureboostersystemsshallbeprovidedwithatleastonepressuresensorthatstartsandstopsthesystemorvariesthepumpspeedsothatthepressurerequiredforoperationoftheservicewatersystemismaintained.(seenotea-6.2.8.2.(1).),40.0,6.0,2,8,2,1
1421861,157170.0,E,necb2015_divb,2.0,B,1.1.2.1.(1),"Prescriptive, Trade-off or Performance Compliance","Buildings shall comply with the prescriptive or trade-off requirements stated in Parts 3 to 7, or the performance requirements stated in Part 8.","buildingsshallcomplywiththeprescriptiveortrade-offrequirementsstatedinparts3to7,ortheperformancerequirementsstatedinpart8.",23.0,1.0,1,2,1,1
1422118,157641.0,E,necb2015_divb,475.0,B,8.4.2.7.(5),Internal and Service Water Heating Loads,Miscellaneous equipment located within a conditioned space that affects the energy consumption of one or more of the building systems described in Sentence 8.4.2.2.(1) shall be included in the energy model and its energy consumption shall be calculated.,miscellaneousequipmentlocatedwithinaconditionedspacethataffectstheenergyconsumptionofoneormoreofthebuildingsystemsdescribedinsentence8.4.2.2.(1)shallbeincludedintheenergymodelanditsenergyconsumptionshallbecalculated.,38.0,8.0,4,2,7,5
1422530,157191.0,E,necb2015_divb,23.0,B,3.1.1.5.(5),Thermal Characteristics of Building Assemblies,"The thermal characteristics of building assemblies other than fenestration and doors shall be determined from calculations carried out in accordance with Article 3.1.1.7., or laboratory tests performed in accordance with ASTM C 1363-11 Thermal Performance of Building Materials and Envelope Assemblies by Means of a Hot Box Apparatus using an indoor air temperature of 21±1°C and an outdoor air temperature of –18±1°C.","thethermalcharacteristicsofbuildingassembliesotherthanfenestrationanddoorsshallbedeterminedfromcalculationscarriedoutinaccordancewitharticle3.1.1.7.,orlaboratorytestsperformedinaccordancewithastmc1363-11thermalperformanceofbuildingmaterialsandenvelopeassembliesbymeansofahotboxapparatususinganindoorairtemperatureof21±1°candanoutdoorairtemperatureof–18±1°c.",62.0,3.0,1,1,5,5
1422546,157275.0,E,necb2015_divb,107.0,B,4.2.1.1.(1),Exit Signs,Power requirements for lighting units for internally illuminated exit signs shall conform to CSA CAN/CSA-C860-11 Internally Lighted Exit Signs,powerrequirementsforlightingunitsforinternallyilluminatedexitsignsshallconformtocsacan/csa-c860-11internallylightedexitsigns,19.0,4.0,2,1,1,1
1422790,157371.0,E,necb2015_divb,203.0,B,4.3.2.7.(4),Determination of Factor for Daylight Harvesting,"The daylight system control factor, CDL,ctrl,i, shall be selected from Table 4.3.2.7.-A.","thedaylightsystemcontrolfactor,cdl,ctrl,i,shallbeselectedfromtable4.3.2.7.-a.",12.0,4.0,3,2,7,4
1422791,157500.0,E,necb2015_divb,332.0,B,5.2.10.4.(3),Heat Recovery in Dwelling Units,"The tests described in Sentence 5.2.10.4.(2) shall be performed at the rated airflow for continuous operation of the equipment, which meets the principal exhaust component of the ventilation system referred to in Sentence 5.2.10.4.(1).","thetestsdescribedinsentence5.2.10.4.(2)shallbeperformedattheratedairflowforcontinuousoperationoftheequipment,whichmeetstheprincipalexhaustcomponentoftheventilationsystemreferredtoinsentence5.2.10.4.(1).",34.0,5.0,2,10,4,3
1422792,157507.0,E,necb2015_divb,339.0,B,5.2.11.2.(1),Airflow Control Areas,"Except as provided in Sentences 5.2.11.2.(2)and 5.2.11.2.(8), each air distribution system serving multiple temperature-control zones having a combined floor surface area of conditioned space of more than 2 500 m2 shall be divided into airflow control areas so that the supply and exhaust of air to individual airflow control areas can be reduced or stopped independently of other airflow control areas served by the system.","exceptasprovidedinsentences5.2.11.2.(2)and5.2.11.2.(8),eachairdistributionsystemservingmultipletemperature-controlzoneshavingacombinedfloorsurfaceareaofconditionedspaceofmorethan2500m2shallbedividedintoairflowcontrolareassothatthesupplyandexhaustofairtoindividualairflowcontrolareascanbereducedorstoppedindependentlyofotherairflowcontrolareasservedbythesystem.",65.0,5.0,2,11,2,1
1422795,157547.0,E,necb2015_divb,381.0,B,6.1.1.4.(1),Definitions,Words that appear in italics are defined in Article 1.4.1.2..,wordsthatappearinitalicsaredefinedinarticle1.4.1.2..,10.0,6.0,1,1,4,1
1422796,157580.0,E,necb2015_divb,414.0,B,6.3.1.2.(1),Application Limitation,"This Section does not apply to back-up SWH systems, which shall comply with Sentence 6.1.1.3.(2).","thissectiondoesnotapplytoback-upswhsystems,whichshallcomplywithsentence6.1.1.3.(2).",15.0,6.0,3,1,2,1
1423470,157747.0,E,necb2015_divb,581.0,B,8.4.4.11.(3),Cooling Tower Systems,A cooling tower with a capacity greater than 1 750 kW shall be modeled with a number of cells equal to its capacity divided by 1 750 and rounded up to the nearest integer.,acoolingtowerwithacapacitygreaterthan1750kwshallbemodeledwithanumberofcellsequaltoitscapacitydividedby1750androundeduptothenearestinteger.,34.0,8.0,4,4,11,3
1423472,157367.0,E,necb2015_divb,199.0,B,4.3.2.6.(3),Determination of Operational Times,"If the building operates for more or less than the default 250 days per year, the data provided in Tables 4.3.2.6.-Aand 4.3.2.6.-B shall be linearly adjusted using the following equation: tadjusted=tbase doperation250wheretadjusted= adjusted operational time to be used in the trade-off path, in h, tbase= base operational time provided in Table 4.3.2.6.-Aor 4.3.2.6.-B, and doperation= actual number of annual days of operation of the building, in days.","ifthebuildingoperatesformoreorlessthanthedefault250daysperyear,thedataprovidedintables4.3.2.6.-aand4.3.2.6.-bshallbelinearlyadjustedusingthefollowingequation:tadjusted=tbase?doperation250wheretadjusted=adjustedoperationaltimetobeusedinthetrade-offpath,inh,tbase=baseoperationaltimeprovidedintable4.3.2.6.-aor4.3.2.6.-b,anddoperation=actualnumberofannualdaysofoperationofthebuilding,indays.",66.0,4.0,3,2,6,3
1423475,157589.0,E,necb2015_divb,423.0,B,6.3.2.6.(1),"Determination of Reference Heat Generator Efficiency,  ref","The reference heat generator efficiency,  ref, shall be the minimum required performance efficiency stated in Table 6.2.2.1. for the specified type of equipment. (See Note A-1.1.2.1.)","thereferenceheatgeneratorefficiency,?ref,shallbetheminimumrequiredperformanceefficiencystatedintable6.2.2.1.forthespecifiedtypeofequipment.(seenotea-1.1.2.1.)",26.0,6.0,3,2,6,1
1424095,157643.0,E,necb2015_divb,477.0,B,8.4.2.8.(2),Building Envelope,"Calculations of heat transfer through walls and roofs shall account for the effect of solar radiation absorbed on their exterior surfaces, which depends on the orientation and absorptance of each surface.","calculationsofheattransferthroughwallsandroofsshallaccountfortheeffectofsolarradiationabsorbedontheirexteriorsurfaces,whichdependsontheorientationandabsorptanceofeachsurface.",31.0,8.0,4,2,8,2
1424112,157549.0,E,necb2015_divb,383.0,B,6.2.2.1.(1),Equipment Efficiency,Service water heaters and pool heaters with the capacities listed in Table 6.2.2.1. shall comply with the performance requirements stated therein. (See Notes A-6.2.2.1.(1)and A-5.2.12.1.(1) and 6.2.2.1.(1).),servicewaterheatersandpoolheaterswiththecapacitieslistedintable6.2.2.1.shallcomplywiththeperformancerequirementsstatedtherein.(seenotesa-6.2.2.1.(1)anda-5.2.12.1.(1)and6.2.2.1.(1).),27.0,6.0,2,2,1,1
1424516,157171.0,E,necb2015_divb,3.0,B,1.1.3.1.(1),Attributions to Acceptable Solutions,"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objective and functional statements attributed to the acceptable solutions in Division B shall be the objective and functional statements identified in Sections 3.5., 4.5., 5.5., 6.5., 7.5.and 8.5. (See Note A-1.1.3.1.(1).)","forthepurposeofcompliancewiththiscodeasrequiredinclause1.2.1.1.(1)(b),theobjectiveandfunctionalstatementsattributedtotheacceptablesolutionsindivisionbshallbetheobjectiveandfunctionalstatementsidentifiedinsections3.5.,4.5.,5.5.,6.5.,7.5.and8.5.(seenotea-1.1.3.1.(1).)",45.0,1.0,1,3,1,1
1424744,157773.0,E,necb2015_divb,607.0,B,8.4.4.18.(5),Supply Air Systems,"Where the proposed building’s secondary system does not meet the requirements of Clause 5.2.3.1.(1)(b), the reference building’s secondary system shall be modeled as having an identical fan power demand.","wheretheproposedbuilding’ssecondarysystemdoesnotmeettherequirementsofclause5.2.3.1.(1)(b),thereferencebuilding’ssecondarysystemshallbemodeledashavinganidenticalfanpowerdemand.",29.0,8.0,4,4,18,5
1424749,157637.0,E,necb2015_divb,471.0,B,8.4.2.7.(1),Internal and Service Water Heating Loads,"The energy model calculations shall account for the loads due to number of occupants, receptacle equipment, service water heating systems, and miscellaneous equipment, as applicable. (See Note A-8.4.2.7.(1).)","theenergymodelcalculationsshallaccountfortheloadsduetonumberofoccupants,receptacleequipment,servicewaterheatingsystems,andmiscellaneousequipment,asapplicable.(seenotea-8.4.2.7.(1).)",28.0,8.0,4,2,7,1
1425183,157247.0,E,necb2015_divb,79.0,B,3.2.4.2.(2),Opaque Building Assemblies,"Except as provided in Sentence 3.2.4.2.(3), air barrier assemblies shall conform to ULC CAN/ULC-S742-11 Air Barrier Assemblies – Specification and have an air leakage rate no greater than 0.2 L/(s·m2) at a pressure differential of 75 Pa. (See Note A-3.2.4.2.(2) and (3).)","exceptasprovidedinsentence3.2.4.2.(3),airbarrierassembliesshallconformtoulccan/ulc-s742-11airbarrierassemblies–specificationandhaveanairleakageratenogreaterthan0.2l/(s·m2)atapressuredifferentialof75pa.(seenotea-3.2.4.2.(2)and(3).)",42.0,3.0,2,4,2,2
1425198,157274.0,E,necb2015_divb,106.0,B,4.1.1.4.(1),Definitions,Words that appear in italics are defined in Article 1.4.1.2..,wordsthatappearinitalicsaredefinedinarticle1.4.1.2..,10.0,4.0,1,1,4,1
1426081,157476.0,E,necb2015_divb,308.0,B,5.2.8.5.(1),Space Temperature Control,"Except as provided in Sentence 5.2.8.5.(2), the supply of heating and cooling energy to a zone shall be controlled by individual thermostatic controls responding to temperature within the zone.","exceptasprovidedinsentence5.2.8.5.(2),thesupplyofheatingandcoolingenergytoazoneshallbecontrolledbyindividualthermostaticcontrolsrespondingtotemperaturewithinthezone.",29.0,5.0,2,8,5,1
1426083,157552.0,E,necb2015_divb,386.0,B,6.2.2.3.(1),Solar Thermal Service Water Heating Equipment,"Service water heating equipment using solar thermal technology shall be designed and installed in accordance with the manufacturer’s procedures, or CSA CAN/CSA-F379 SERIES-09 Packaged Solar Domestic Hot Water Systems (Liquid-to-Liquid Heat Transfer)","servicewaterheatingequipmentusingsolarthermaltechnologyshallbedesignedandinstalledinaccordancewiththemanufacturer’sprocedures,orcsacan/csa-f379series-09packagedsolardomestichotwatersystems(liquid-to-liquidheattransfer)",32.0,6.0,2,2,3,1
1426525,157222.0,E,necb2015_divb,54.0,B,3.2.2.2.(3),Thermal Characteristics of Above-ground Opaque Building Assemblies,"The overall thermal transmittance of portions of a foundation wall that are above ground, where the top of a foundation wall is less than 0.4 m above the adjoining ground level, shall be not more than that shown in Table 3.2.3.1.","theoverallthermaltransmittanceofportionsofafoundationwallthatareaboveground,wherethetopofafoundationwallislessthan0.4mabovetheadjoininggroundlevel,shallbenotmorethanthatshownintable3.2.3.1.",41.0,3.0,2,2,2,3
1426764,157439.0,E,necb2015_divb,271.0,B,5.2.3.2.(1),Constant-Volume Fan Systems,"Where fans produce a constant airflow rate whenever the system is operating, the power demand required by the motors for the combined supply and return fan system at design conditions shall not exceed 1.6 W per L/s of supply air delivered to the conditioned space, calculated using the following equation: W=0.001 F SP/h whereW= power demand, in watts, F= design flow rate, in L/s, SP= design static pressure across the fan, in Pa, and  = combined fan-drive-motor efficiency, expressed as a decimal fraction. (See Note A-5.2.3.2.(1).)","wherefansproduceaconstantairflowratewheneverthesystemisoperating,thepowerdemandrequiredbythemotorsforthecombinedsupplyandreturnfansystematdesignconditionsshallnotexceed1.6wperl/sofsupplyairdeliveredtotheconditionedspace,calculatedusingthefollowingequation:w=0.001?f?sp/hwherew=powerdemand,inwatts,f=designflowrate,inl/s,sp=designstaticpressureacrossthefan,inpa,and?=combinedfan-drive-motorefficiency,expressedasadecimalfraction.(seenotea-5.2.3.2.(1).)",84.0,5.0,2,3,2,1
1426766,157636.0,E,necb2015_divb,470.0,B,8.4.2.6.(2),Heat Transfer Between Thermal Blocks,"Where the adjacent thermal blocks referred to in Sentence 8.4.2.6.(1) are not fully separated by solid partitions or solid building elements, the energy model calculations shall use a heat transfer coefficient of 0.35 W/(m2·K).","wheretheadjacentthermalblocksreferredtoinsentence8.4.2.6.(1)arenotfullyseparatedbysolidpartitionsorsolidbuildingelements,theenergymodelcalculationsshalluseaheattransfercoefficientof0.35w/(m2·k).",34.0,8.0,4,2,6,2
1426771,157523.0,E,necb2015_divb,355.0,B,5.2.12.2.(1),Heat Rejection Equipment,"Except for equipment covered by Article 5.2.12.1. whose performance includes heat rejection energy, this Article applies to standalone heat rejection equipment. (See Note A-5.2.12.2.(1).)","exceptforequipmentcoveredbyarticle5.2.12.1.whoseperformanceincludesheatrejectionenergy,thisarticleappliestostandaloneheatrejectionequipment.(seenotea-5.2.12.2.(1).)",24.0,5.0,2,12,2,1
1427393,157738.0,E,necb2015_divb,572.0,B,8.4.4.10.(3),Cooling Systems,"Except as provided in Sentence 8.4.4.10.(4), the energy type of the reference building’s cooling system shall be modeled as being identical to that of the proposed building’s cooling system.","exceptasprovidedinsentence8.4.4.10.(4),theenergytypeofthereferencebuilding’scoolingsystemshallbemodeledasbeingidenticaltothatoftheproposedbuilding’scoolingsystem.",29.0,8.0,4,4,10,3
1427394,157741.0,E,necb2015_divb,575.0,B,8.4.4.10.(6),Cooling Systems,"Where a hydronic system is installed, the cooling plant shall be modeled as follows: the cooling capacity of the cooling plant shall be the sum of the cooling capacities of the systems served by the plant, multiplied by the applicable oversize factor, where the cooling capacity is not greater than 2 100 kW, the cooling plant shall be modeled with one water chiller, where the cooling capacity is greater than 2 100 kW, the cooling plant shall be modeled with two water chillers, each having half the capacity of the cooling plant’s capacity, the water chiller’s pumping system shall be modeled as a primary system with constant speed operation, the water chiller’s pumping flow rate shall be set considering the cooling plant’s capacity, use of pure water, and a 6°C temperature rise, the types of water chillers shall be modeled as being identical to those of the proposed building, the chilled water supply temperature shall be set at 7°C, and each water chiller shall be fully modulating down to 25% of its capacity.","whereahydronicsystemisinstalled,thecoolingplantshallbemodeledasfollows:thecoolingcapacityofthecoolingplantshallbethesumofthecoolingcapacitiesofthesystemsservedbytheplant,multipliedbytheapplicableoversizefactor,wherethecoolingcapacityisnotgreaterthan2100kw,thecoolingplantshallbemodeledwithonewaterchiller,wherethecoolingcapacityisgreaterthan2100kw,thecoolingplantshallbemodeledwithtwowaterchillers,eachhavinghalfthecapacityofthecoolingplant’scapacity,thewaterchiller’spumpingsystemshallbemodeledasaprimarysystemwithconstantspeedoperation,thewaterchiller’spumpingflowrateshallbesetconsideringthecoolingplant’scapacity,useofpurewater,anda6°ctemperaturerise,thetypesofwaterchillersshallbemodeledasbeingidenticaltothoseoftheproposedbuilding,thechilledwatersupplytemperatureshallbesetat7°c,andeachwaterchillershallbefullymodulatingdownto25%ofitscapacity.",173.0,8.0,4,4,10,6
1427396,157428.0,E,necb2015_divb,260.0,B,5.2.2.7.(1),Cooling with Outdoor Air,"Except for HVAC systems serving only dwelling units or hotel or motel rooms, each system that incorporates mechanical cooling and has an air-handling capacity of more than 1 500 L/s or a cooling capacity of more than 20 kW shall be designed to use outdoor air to reduce mechanical cooling energy by one of the means covered in Articles 5.2.2.8.and 5.2.2.9.","exceptforhvacsystemsservingonlydwellingunitsorhotelormotelrooms,eachsystemthatincorporatesmechanicalcoolingandhasanair-handlingcapacityofmorethan1500l/soracoolingcapacityofmorethan20kwshallbedesignedtouseoutdoorairtoreducemechanicalcoolingenergybyoneofthemeanscoveredinarticles5.2.2.8.and5.2.2.9.",61.0,5.0,2,2,7,1
1427399,157451.0,E,necb2015_divb,283.0,B,5.2.4.2.(4),Type and Location of Dampers,Dampers in air intakes and outlets serving air-heating or -cooling equipment located outside of the building envelope are permitted to be located within the equipment.,dampersinairintakesandoutletsservingair-heatingor-coolingequipmentlocatedoutsideofthebuildingenvelopearepermittedtobelocatedwithintheequipment.,25.0,5.0,2,4,2,4
1428021,157520.0,E,necb2015_divb,352.0,B,5.2.11.5.(2),Loop Temperature Reset for Chilled- and Hot-Water Systems,"Chilled- and hot-water systems described in Sentence 5.2.11.5.(1) need not be equipped with loop temperature reset controls where such controls would cause the improper operation of heating, cooling, humidifying, or dehumidifying equipment or systems.","chilled-andhot-watersystemsdescribedinsentence5.2.11.5.(1)neednotbeequippedwithlooptemperatureresetcontrolswheresuchcontrolswouldcausetheimproperoperationofheating,cooling,humidifying,ordehumidifyingequipmentorsystems.",34.0,5.0,2,11,5,2
1428706,157649.0,E,necb2015_divb,483.0,B,8.4.2.8.(8),Building Envelope,The insulated surface areas of roof assemblies in contact with the ground shall be calculated along the plane of the insulation using dimensions measured to the exterior surfaces of intersecting exterior walls.,theinsulatedsurfaceareasofroofassembliesincontactwiththegroundshallbecalculatedalongtheplaneoftheinsulationusingdimensionsmeasuredtotheexteriorsurfacesofintersectingexteriorwalls.,32.0,8.0,4,2,8,8
1428713,157352.0,E,necb2015_divb,184.0,B,4.3.1.3.(2),Compliance,"The maximum allowed annual energy consumption of interior lighting in the reference building shall be calculated in accordance with Subsection 4.3.3., or except as provided in Sentence 4.3.1.3.(5), CSA C873.4-14 Building Energy Estimation Methodology – Part 4 – Energy Consumption for Lighting","themaximumallowedannualenergyconsumptionofinteriorlightinginthereferencebuildingshallbecalculatedinaccordancewithsubsection4.3.3.,orexceptasprovidedinsentence4.3.1.3.(5),csac873.4-14buildingenergyestimationmethodology–part4–energyconsumptionforlighting",42.0,4.0,3,1,3,2
