Full Index,National Full,National in ON,Similarity
13819,"Where a fixture discharges sand, grit or similar materials, an interceptor designed for the purpose of trapping such discharges shall be installed.","Where a fixture discharges sand, grit or similar materials, an interceptor designed for the purpose of trapping such discharges shall be installed.",1.0
7856,"Except as permitted by Sentence 3.7.2.2.(4), water closets shall be provided for each sex assuming that the occupant load is equally divided between males and females, unless the proportion of each sex expected in the building can be determined with reasonable accuracy. (See Note A-3.7.2.2.(1).) (See Note A-3.7.2.2.(1).)","Except as permitted by Sentence 3.7.2.2.(4), water closets shall be provided for each sex assuming that the occupant load is equally divided between males and females, unless the proportion of each sex expected in the building can be determined with reasonable accuracy. (See Note A-3.7.2.2.(1).)",1.0
482,Fireplaces shall conform to the requirements of Section 9.22.,Fireplaces shall conform to the requirements of Section 9.22.,1.0
9154,Horizontal above-ground portions of the building envelope are only permitted to be traded off against other horizontal above-ground portions of the building envelope.,Horizontal above-ground portions of the building envelope are only permitted to be traded off against other horizontal above-ground portions of the building envelope.,1.0
14015,Interceptors shall be designed so that they can be readily cleaned.,Interceptors shall be designed so that they can be readily cleaned.,1.0
14185,Wall-mounted fixtures shall be supported so that no strain is transmitted to the piping.,Wall-mounted fixtures shall be supported so that no strain is transmitted to the piping.,1.0
5235,"Except as permitted by Sentence 3.1.5.4.(4), the combustible vertical glazing permitted by Sentence 3.1.5.4.(2) shall have a flame-spread rating not more than 75.","Except as permitted by Sentence 3.1.5.4.(4), the combustible vertical glazing permitted by Sentence 3.1.5.4.(2) shall have a flame-spread rating not more than 75.",1.0
2872,"The climatic and seismic values required for the design of buildings under this Code shall be in conformance with the values established by the authority having jurisdiction or, in the absence of such data, with Sentence 1.1.3.1.(2) and the climatic and seismic values in . (See Note A-1.1.3.1.(1).) (See Note A-1.1.3.1.(1).)","The climatic and seismic values required for the design of buildings under this Code shall be in conformance with the values established by the authority having jurisdiction or, in the absence of such data, with Sentence 1.1.3.1.(2) and the climatic and seismic values in Appendix C . (See Note A-1.1.3.1.(1).)",1.0
13624,Yoke vents required by Sentence 2.5.4.3.(1) are permitted to be one size smaller than the size of the smallest pipe to which they are connected.,Yoke vents required by Sentence 2.5.4.3.(1) are permitted to be one size smaller than the size of the smallest pipe to which they are connected.,1.0
6253,The sound patterns of alert signals shall be significantly different from the temporal patterns of alarm signals. (See Note A-3.2.4.18.(3).),The sound patterns of alert signals shall be significantly different from the temporal patterns of alarm signals. (See Note A-3.2.4.18.(3).),1.0
3468,This Section applies to floors supported on ground or on granular fill that do not provide structural support for the superstructure.,This Section applies to floors supported on ground or on granular fill that do not provide structural support for the superstructure.,1.0
651,"Nails used with wood shingles or shakes shall have a head diameter of not less than 4.8 mm and a shank thickness of not less than 2.0 mm and shall be stainless steel, aluminum or hot-dipped galvanized. (See Note A-9.26.2.3.(4).)","Nails used with wood shingles or shakes shall have a head diameter of not less than 4.8 mm and a shank thickness of not less than 2.0 mm and shall be stainless steel, aluminum or hot-dipped galvanized. (See Note A-9.26.2.3.(4).)",1.0
11021,"The maximum permitted height of any individual storage area shall be determined to ensure the physical stability of the stored products under normal circumstances as well as under fire conditions, be determined according to its base area and shape, and the type of packaging, combustibility and chemical reactivity of the stored products, and not exceed the limits specified in Subsections 3.3.3. and 3.3.4.","The maximum permitted height of any individual storage area shall be determined to ensure the physical stability of the stored products under normal circumstances as well as under fire conditions, be determined according to its base area and shape, and the type of packaging, combustibility and chemical reactivity of the stored products, and not exceed the limits specified in Subsections 3.3.3. and 3.3.4.",1.0
11022,"Except within a dwelling unit, the dispensing and handling of flammable liquids and combustible liquids shall not be permitted within self-service storage buildings.","Except within a dwelling unit, the dispensing and handling of flammable liquids and combustible liquids shall not be permitted within self-service storage buildings.",1.0
10151,"Natural or mechanical ventilation shall be provided for all areas where alcohol vapours are released from storage tanks or process equipment under normal operating conditions, to prevent the concentration of vapours from exceeding 25% of the lower explosive limit, measured 1.5 m from any equipment or from any opening subject to vapour release.","Natural or mechanical ventilation shall be provided for all areas where alcohol vapours are released from storage tanks or process equipment under normal operating conditions, to prevent the concentration of vapours from exceeding 25% of the lower explosive limit, measured 1.5 m from any equipment or from any opening subject to vapour release.",1.0
10153,"Vent piping shall be installed so that any nominally horizontal run shall slope towards the storage tank, constructed without traps, adequately supported to prevent sagging, and where necessary, protected against mechanical damage.","Vent piping shall be installed so that any nominally horizontal run shall slope towards the storage tank, constructed without traps, adequately supported to prevent sagging, and where necessary, protected against mechanical damage.",1.0
10154,"A pressure decline test using an inert gas is permitted to be used as a leak detection test for piping systems that are new or in use, and convey a volume of less than 1 000 L.","A pressure decline test using an inert gas is permitted to be used as a leak detection test for piping systems that are new or in use, and convey a volume of less than 1 000 L.",1.0
3592,"Combustible totally enclosed raceways which are embedded in a concrete floor slab are permitted in an assembly required to have a fire-resistance rating without being incorporated in the assembly at the time of testing as required in Sentence 9.10.9.6.(3), where the concrete provides not less than 50 mm of cover between the raceway and the bottom of the slab.","Combustible totally enclosed raceways which are embedded in a concrete floor slab are permitted in an assembly required to have a fire-resistance rating without being incorporated in the assembly at the time of testing as required in Sentence 9.10.9.6.(3), where the concrete provides not less than 50 mm of cover between the raceway and the bottom of the slab.",1.0
2670,Elevator hoistways shall not be designed for the venting required by Sentence 3.2.6.6.(1).,Elevator hoistways shall not be designed for the venting required by Sentence 3.2.6.6.(1).,1.0
13586,The working pressure rating of a water service pipe shall not be less than the maximum water main pressure at their point of connection as established by the water supply authority.,The working pressure rating of a water service pipe shall not be less than the maximum water main pressure at their point of connection as established by the water supply authority.,1.0
9151,"Where the energy model is unable to perform detailed daylighting calculations, the interior lighting power allowance in the daylighted area shall be multiplied by the factor for daylight harvesting, FDL,i, as calculated in accordance with Article 4.3.3.7.","Where the energy model is unable to perform detailed daylighting calculations, the interior lighting power allowance in the daylighted area shall be multiplied by the factor for daylight harvesting, FDL,i, as calculated in accordance with Article 4.3.3.7.",1.0
10161,"Not more than 30 L of flammable liquids and combustible liquids, of which not more than 10 L shall be Class I liquids, are permitted to be stored in each dwelling unit. (See Sentence 4.1.1.1.(3) for oil-burning appliances.)","Not more than 30 L of flammable liquids and combustible liquids, of which not more than 10 L shall be Class I liquids, are permitted to be stored in each dwelling unit. (See Sentence 4.1.1.1.(3) for oil-burning appliances.)",1.0
10167,"Except as permitted in Sentence 4.8.9.2.(2), cargo pumps shall be located on shore or on piers and wharves either of noncombustible construction or of the solid-fill type, and not less than 3 m from other buildings or structures.","Except as permitted in Sentence 4.8.9.2.(2), cargo pumps shall be located on shore or on piers and wharves either of noncombustible construction or of the solid-fill type, and not less than 3 m from other buildings or structures.",1.0
13966,Venting systems for drain piping or dilution tanks conveying corrosive waste shall extend independently and terminate in outside air. (See Article 2.5.7.7. for sizing of these vents.),Venting systems for drain piping or dilution tanks conveying corrosive waste shall extend independently and terminate in outside air. (See Article 2.5.7.7. for sizing of these vents.),1.0
14014,"Except as provided in Sentences 2.2.6.7.(2) and 2.2.6.7.(3), welded and seamless steel pipe shall not be used in a plumbing system.","Except as provided in Sentences 2.2.6.7.(2) and 2.2.6.7.(3), welded and seamless steel pipe shall not be used in a plumbing system.",1.0
10987,"In assembly occupancies with occupant loads exceeding 60 persons, the occupant load shall be posted in conspicuous locations near the principal entrances to the room or floor area.","In assembly occupancies with occupant loads exceeding 60 persons, the occupant load shall be posted in conspicuous locations near the principal entrances to the room or floor area.",1.0
1695,Lumber dimensions referred to in this Part are actual dimensions determined in conformance with CSA O141-05 Softwood Lumber,Lumber dimensions referred to in this Part are actual dimensions determined in conformance with CSA O141-05 Softwood Lumber,1.0
5065,"Where roof soffits project to less than 1.2 m from the centre line of a lane or public thoroughfare, or from an imaginary line between two buildings or fire compartments on the same property, they shall have no openings, and be protected by not less than 0.38 mm thick sheet steel, unvented aluminum conforming to CGSB CAN/CGSB-93.2-M91 Prefinished Aluminum Siding, Soffits, and Fascia, for Residential Use not less than 12.7 mm thick gypsum soffit board or gypsum ceiling board installed according to CSA A82.31-M1980 Gypsum Board Application not less than 11 mm thick plywood, not less than 12.5 mm thick OSB or waferboard, or not less than 11 mm thick lumber.","Where roof soffits project to less than 1.2 m from the centre line of a lane or public thoroughfare, or from an imaginary line between two buildings or fire compartments on the same property, they shall have no openings, and be protected by not less than 0.38 mm thick sheet steel, unvented aluminum conforming to CGSB CAN/CGSB-93.2-M91 Prefinished Aluminum Siding, Soffits, and Fascia, for Residential Use not less than 12.7 mm thick gypsum soffit board or gypsum ceiling board installed according to CSA A82.31-M1980 Gypsum Board Application not less than 11 mm thick plywood, not less than 12.5 mm thick OSB or waferboard, or not less than 11 mm thick lumber.",1.0
3471,"The identification and classification of soil, rock and groundwater and descriptions of their engineering and physical properties shall be in accordance with a widely accepted system.","The identification and classification of soil, rock and groundwater and descriptions of their engineering and physical properties shall be in accordance with a widely accepted system.",1.0
341,Sway effects produced by vertical loads acting on the structure in its displaced configuration shall be taken into account in the design of buildings and their structural members.,Sway effects produced by vertical loads acting on the structure in its displaced configuration shall be taken into account in the design of buildings and their structural members.,1.0
8876,"Except as provided in Article 6.3.1.2., this Section applies only to buildings whose occupancy is known, for which sufficient information is known from the specifications for the service water heating (SWH) components listed in Article 6.3.2.2., and whose SWH system meets the following criteria: it is one of the types listed in Table 6.3.1.1., its heating energy type is natural gas, propane, fuel oil or electricity, and its heat pump energy type is electricity.","Except as provided in Article 6.3.1.2., this Section applies only to buildings whose occupancy is known, for which sufficient information is known from the specifications for the service water heating (SWH) components listed in Article 6.3.2.2., and whose SWH system meets the following criteria: it is one of the types listed in Table 6.3.1.1., its heating energy type is natural gas, propane, fuel oil or electricity, and its heat pump energy type is electricity.",1.0
11003,A means shall be provided to allow firefighters to perform their duties on all levels of the building.,A means shall be provided to allow firefighters to perform their duties on all levels of the building.,1.0
11004,"In addition to the separation requirements in Sentence 3.2.7.6.(1), dangerous goods shall be stored in conformance with the information provided in the Safety Data Sheet for the specific dangerous good. (See Note A-3.2.7.6.(3).)","In addition to the separation requirements in Sentence 3.2.7.6.(1), dangerous goods shall be stored in conformance with the information provided in the Safety Data Sheet for the specific dangerous good. (See Note A-3.2.7.6.(3).)",1.0
11015,"At marine fuel-dispensing stations, a readily accessible valve shall be provided in each pipeline at or within 7.5 m of the pier to shut off the supply from shore.","At marine fuel-dispensing stations, a readily accessible valve shall be provided in each pipeline at or within 7.5 m of the pier to shut off the supply from shore.",1.0
10986,"Requirements of this Section that pertain to the location of dispensers, storage tanks, pumps, piping and their ancillary equipment inside buildings shall not apply to a canopy that is open on not less than 75% of its perimeter.","Requirements of this Section that pertain to the location of dispensers, storage tanks, pumps, piping and their ancillary equipment inside buildings shall not apply to a canopy that is open on not less than 75% of its perimeter.",1.0
8882,Direct expansion HVAC systems are permitted to include controls to reduce the quantity of outdoor air at the lowest stage of cooling equipment output as necessary to permit proper operation of the equipment. (See Note A-5.2.2.8.(6).),Direct expansion HVAC systems are permitted to include controls to reduce the quantity of outdoor air at the lowest stage of cooling equipment output as necessary to permit proper operation of the equipment. (See Note A-5.2.2.8.(6).),1.0
453,A tire storage area designed to contain more than 375 m3 of rubber tires shall be separated from the remainder of the building by a fire separation having a fire-resistance rating of not less than 2 h. (See Note A-3.3.6.5.(1).),A tire storage area designed to contain more than 375 m3 of rubber tires shall be separated from the remainder of the building by a fire separation having a fire-resistance rating of not less than 2 h. (See Note A-3.3.6.5.(1).),1.0
13623,"The upper end of every vent pipe that is terminated in outside air, other than a vent pipe that serves an oil interceptor or a fresh air inlet, shall be extended above the roof.","The upper end of every vent pipe that is terminated in outside air, other than a vent pipe that serves an oil interceptor or a fresh air inlet, shall be extended above the roof.",1.0
4241,Process plants where Class I and II flammable liquids and combustible liquids are handled shall not be constructed with basements or covered pits.,Process plants where Class I and II flammable liquids and combustible liquids are handled shall not be constructed with basements or covered pits.,1.0
12595,"Materials subject to spontaneous ignition, such as oily rags, shall be deposited in a receptacle conforming to Sentence 2.4.1.3.(4) or be removed from the premises. (See Note A-2.4.1.3.(1).)","Materials subject to spontaneous ignition, such as oily rags, shall be deposited in a receptacle conforming to Sentence 2.4.1.3.(4) or be removed from the premises. (See Note A-2.4.1.3.(1).)",1.0
6937,"If a service building is required by Sentence 3.7.2.4.(1), it shall contain lavatories as required by Sentence 3.7.2.3.(1) and at least one laundry tray or similar facility, and one bathtub or shower for each sex.","If a service building is required by Sentence 3.7.2.4.(1), it shall contain lavatories as required by Sentence 3.7.2.3.(1) and at least one laundry tray or similar facility, and one bathtub or shower for each sex.",1.0
10168,Hose connections shall not project beyond the face of piers and wharves.,Hose connections shall not project beyond the face of piers and wharves.,1.0
5768,The maximum area of individual panes of glass for doors shall conform to Table 9.6.1.3.-G.,The maximum area of individual panes of glass for doors shall conform to Table 9.6.1.3.-G.,1.0
12971,"Except as provided in Sentence 3.2.5.8.(2), the height of storage of packaged Level 2 or 3 aerosols shall be not greater than 1.75 m where products are in solid piles or on pallets, or 6.1 m where products are on racks.","Except as provided in Sentence 3.2.5.8.(2), the height of storage of packaged Level 2 or 3 aerosols shall be not greater than 1.75 m where products are in solid piles or on pallets, or 6.1 m where products are on racks.",1.0
5094,"Except for a building containing one or 2 dwelling units only, combustible projections on the exterior of a wall that could expose an adjacent building to fire spread and are more than 1 m above ground level, including balconies, platforms, canopies and stairs, shall not be permitted within 1.2 m of a property line or the centre line of a public way, or 2.4 m of a combustible projection on another building on the same property.","Except for a building containing one or 2 dwelling units only, combustible projections on the exterior of a wall that could expose an adjacent building to fire spread and are more than 1 m above ground level, including balconies, platforms, canopies and stairs, shall not be permitted within 1.2 m of a property line or the centre line of a public way, or 2.4 m of a combustible projection on another building on the same property.",1.0
13587,An interceptor with an effective water seal of not less than 38 mm is permitted to serve as a trap. (See Note A-2.4.5.1.(5).),An interceptor with an effective water seal of not less than 38 mm is permitted to serve as a trap. (See Note A-2.4.5.1.(5).),1.0
9142,This Part is concerned with electrical power systems and motors for the application listed in Article 7.1.1.2.,This Part is concerned with electrical power systems and motors for the application listed in Article 7.1.1.2.,1.0
10169,"When an aboveground storage tank will be out of service or unsupervised for a period not exceeding 180 days, the piping from the tank shall be capped or the valves that are necessary to achieve similar isolation of the tank shall be closed and securely locked.","When an aboveground storage tank will be out of service or unsupervised for a period not exceeding 180 days, the piping from the tank shall be capped or the valves that are necessary to achieve similar isolation of the tank shall be closed and securely locked.",1.0
4085,"Except as permitted by Sentence 3.1.10.2.(4), the required fire-resistance rating of a firewall, except for closures, shall be provided by masonry or concrete.","Except as permitted by Sentence 3.1.10.2.(4), the required fire-resistance rating of a firewall, except for closures, shall be provided by masonry or concrete.",1.0
13967,PE/AL/PE pipe with a pressure rating of 690 kPa or greater at 82°C shall be permitted for hot water systems.,PE/AL/PE pipe with a pressure rating of 690 kPa or greater at 82°C shall be permitted for hot water systems.,1.0
1710,"Fire blocks conforming to Sentence 3.1.11.2.(1) are not required, provided the wall space is filled with insulation, the exposed construction materials and any insulation within the wall space are noncombustible, the exposed materials within the space, including insulation but not including wiring, piping or similar services, have a flame-spread rating not more than 25 on any exposed surface, or on any surface that would be exposed by cutting through the material in any direction, and fire blocks are installed so that the vertical distance between them is not more than 10 m, or the insulated wall assembly contains not more than one concealed air space, and the horizontal thickness of that air space is not more than 25 mm.","Fire blocks conforming to Sentence 3.1.11.2.(1) are not required, provided the wall space is filled with insulation, the exposed construction materials and any insulation within the wall space are noncombustible, the exposed materials within the space, including insulation but not including wiring, piping or similar services, have a flame-spread rating not more than 25 on any exposed surface, or on any surface that would be exposed by cutting through the material in any direction, and fire blocks are installed so that the vertical distance between them is not more than 10 m, or the insulated wall assembly contains not more than one concealed air space, and the horizontal thickness of that air space is not more than 25 mm.",1.0
8886,Service water heating systems with storage tanks shall be equipped with automatic temperature controls capable of adjustment between the lowest and the highest acceptable temperature settings for the intended use. (See Note A-6.2.4.1.(1).),Service water heating systems with storage tanks shall be equipped with automatic temperature controls capable of adjustment between the lowest and the highest acceptable temperature settings for the intended use. (See Note A-6.2.4.1.(1).),1.0
8891,Reheating supply air is permitted where such reheating will not cause an increase in energy consumption.,Reheating supply air is permitted where such reheating will not cause an increase in energy consumption.,1.0
8889,"Exterior lighting allowances shall be based on the lighting zone in which the building is located, as determined from Table 4.2.3.1.-A.","Exterior lighting allowances shall be based on the lighting zone in which the building is located, as determined from Table 4.2.3.1.-A.",1.0
10975,"Except as provided in Sentence 2.3.2.3.(3), mattresses and mattress sets shall conform to ULC CAN/ULC-S137-07 Fire Growth of Mattresses (Open Flame if used in a Group B occupancy.","Except as provided in Sentence 2.3.2.3.(3), mattresses and mattress sets shall conform to ULC CAN/ULC-S137-07 Fire Growth of Mattresses (Open Flame if used in a Group B occupancy.",1.0
10977,"Except as provided in Sentence 4.1.6.3.(3), all reasonable steps shall be taken to recover escaped liquid and to remove or treat contaminated soil.","Except as provided in Sentence 4.1.6.3.(3), all reasonable steps shall be taken to recover escaped liquid and to remove or treat contaminated soil.",1.0
13271,"Except for perimeter sealing material, floating roof assemblies or internal floating covers installed in storage tanks shall be constructed of metal or other materials and designed in conformance with one of the tank construction standards listed in this Subsection.","Except for perimeter sealing material, floating roof assemblies or internal floating covers installed in storage tanks shall be constructed of metal or other materials and designed in conformance with one of the tank construction standards listed in this Subsection.",1.0
10184,"In addition to the provisions of Article 3.1.2.2., dangerous goods shall not be stored in areas where they may be subject to temperature extremes or atmospheric pressure that could cause their containers to become deformed or rupture, or physical impact or temperature extremes that could cause a chemical reaction or chemical instability such that a fire could occur.","In addition to the provisions of Article 3.1.2.2., dangerous goods shall not be stored in areas where they may be subject to temperature extremes or atmospheric pressure that could cause their containers to become deformed or rupture, or physical impact or temperature extremes that could cause a chemical reaction or chemical instability such that a fire could occur.",1.0
13367,The emergency valve required in Sentence 4.6.6.3.(1) shall be maintained in operating condition and serviced at intervals not greater than 12 months.,The emergency valve required in Sentence 4.6.6.3.(1) shall be maintained in operating condition and serviced at intervals not greater than 12 months.,1.0
10185,Flame-retardant treatments shall be renewed as often as is required to ensure that the material will pass the match flame test in NFPA 705-2013 Field Flame Test for Textiles and Films (See Note A-2.3.2.2.(1).),Flame-retardant treatments shall be renewed as often as is required to ensure that the material will pass the match flame test in NFPA 705-2013 Field Flame Test for Textiles and Films (See Note A-2.3.2.2.(1).),1.0
5172,"Where decks or other accessible exterior platforms are supported on surface foundations supported on other than coarse-grained soil with good drainage or rock, access to the foundation positions to permit re-levelling of the platform shall be provided by passageways with a clear height under the platform of not less than 600 mm and a width of not less than 600 mm, or by installing the decking in a manner that allows easy removal.","Where decks or other accessible exterior platforms are supported on surface foundations supported on other than coarse-grained soil with good drainage or rock, access to the foundation positions to permit re-levelling of the platform shall be provided by passageways with a clear height under the platform of not less than 600 mm and a width of not less than 600 mm, or by installing the decking in a manner that allows easy removal.",1.0
10192,Anchors of the expansion shield type used to suspend piping shall not be used to suspend piping from unsound or lightweight concrete or from gypsum assemblies.,Anchors of the expansion shield type used to suspend piping shall not be used to suspend piping from unsound or lightweight concrete or from gypsum assemblies.,1.0
5634,"Guards for flights of steps, except in required exit stairs, shall be not less than 900 mm high.","Guards for flights of steps, except in required exit stairs, shall be not less than 900 mm high.",1.0
985,"Except as required by Article 3.2.7.7., an emergency electrical power supply system for emergency equipment required by this Part for treatment occupancies shall be installed in conformance with CSA Z32-09 Electrical Safety and Essential Electrical Systems in Health Care Facilities (See Note A-3.2.7.6.(1).)","Except as required by Article 3.2.7.7., an emergency electrical power supply system for emergency equipment required by this Part for treatment occupancies shall be installed in conformance with CSA Z32-09 Electrical Safety and Essential Electrical Systems in Health Care Facilities (See Note A-3.2.7.6.(1).)",1.0
12596,"Where cylinders of dangerous goods classified as compressed gases are stored outdoors, they shall be supported on raised concrete or other noncombustible platforms, and located in an enclosure fenced in conformance with Article 3.3.2.6.","Where cylinders of dangerous goods classified as compressed gases are stored outdoors, they shall be supported on raised concrete or other noncombustible platforms, and located in an enclosure fenced in conformance with Article 3.3.2.6.",1.0
8894,"Dampers required in Article 5.2.4.1. are permitted to be located inboard of the building envelope, provided the portion of the duct between the damper and the building envelope is insulated in conformance with Sentence 5.2.2.5.(5) for ducts located outdoors.","Dampers required in Article 5.2.4.1. are permitted to be located inboard of the building envelope, provided the portion of the duct between the damper and the building envelope is insulated in conformance with Sentence 5.2.2.5.(5) for ducts located outdoors.",1.0
10956,Fire alarm systems shall be inspected and tested in conformance with ULC CAN/ULC-S536-13 Inspection and Testing of Fire Alarm Systems,Fire alarm systems shall be inspected and tested in conformance with ULC CAN/ULC-S536-13 Inspection and Testing of Fire Alarm Systems,1.0
650,"Except as provided in Article 4.1.8.18., the structural loads referred to in Sentence 5.2.2.1.(1) and their related effects shall include dead loads transferred from structural elements, wind, snow, rain, hydrostatic and earth pressures, earthquake effects for post-disaster buildings, depending on their intended function (see Note A-5.2.2.1.(2)(c)), live loads due to use and occupancy, and loads due to thermal or moisture-related expansion and contraction, deflection, deformation, creep, shrinkage, settlement, and differential movement.","Except as provided in Article 4.1.8.18., the structural loads referred to in Sentence 5.2.2.1.(1) and their related effects shall include dead loads transferred from structural elements, wind, snow, rain, hydrostatic and earth pressures, earthquake effects for post-disaster buildings, depending on their intended function (see Note A-5.2.2.1.(2)(c)), live loads due to use and occupancy, and loads due to thermal or moisture-related expansion and contraction, deflection, deformation, creep, shrinkage, settlement, and differential movement.",1.0
6199,"Bleachers shall be checked by the erector after erection to ensure that all structural members, including bracing specified in the design, have been installed.","Bleachers shall be checked by the erector after erection to ensure that all structural members, including bracing specified in the design, have been installed.",1.0
10957,"Where a retracting mechanism is used, a maximum extended length of 6 m shall be permitted.","Where a retracting mechanism is used, a maximum extended length of 6 m shall be permitted.",1.0
14134,Floor-mounted and wall-mounted water-closet bowls shall be securely attached to the floor or wall by means of a flange and shall be stable.,Floor-mounted and wall-mounted water-closet bowls shall be securely attached to the floor or wall by means of a flange and shall be stable.,1.0
5173,"The slope of ramps shall be not more than 1 in 10 for exterior ramps, 1 in 10 for interior ramps serving residential occupancies, 1 in 6 for industrial occupancies, and 1 in 8 for all other occupancies.","The slope of ramps shall be not more than 1 in 10 for exterior ramps, 1 in 10 for interior ramps serving residential occupancies, 1 in 6 for industrial occupancies, and 1 in 8 for all other occupancies.",1.0
13588,"Flashing fabricated on-site for vent pipes shall be fabricated from copper sheet not less than 0.33 mm thick, aluminum sheet not less than 0.48 mm thick, alloyed zinc sheet not less than 0.35 mm thick, lead sheet not less than 1.73 mm thick, galvanized steel sheet not less than 0.33 mm thick, or polychloroprene (neoprene) not less than 2.89 mm thick.","Flashing fabricated on-site for vent pipes shall be fabricated from copper sheet not less than 0.33 mm thick, aluminum sheet not less than 0.48 mm thick, alloyed zinc sheet not less than 0.35 mm thick, lead sheet not less than 1.73 mm thick, galvanized steel sheet not less than 0.33 mm thick, or polychloroprene (neoprene) not less than 2.89 mm thick.",1.0
605,"Urinals are permitted to be substituted for two thirds of the number of water closets required by this Article for males, except that if only 2 water closets are required for males, one urinal is permitted to be substituted for one of the water closets.","Urinals are permitted to be substituted for two thirds of the number of water closets required by this Article for males, except that if only 2 water closets are required for males, one urinal is permitted to be substituted for one of the water closets.",1.0
5633,The lateral deflections of a seismically isolated structure shall be calculated in accordance with Article 4.1.8.20.,The lateral deflections of a seismically isolated structure shall be calculated in accordance with Article 4.1.8.20.,1.0
10193,Underground piping shall be located so it will not be damaged as a result of vibrations or settling of an adjacent building or structure.,Underground piping shall be located so it will not be damaged as a result of vibrations or settling of an adjacent building or structure.,1.0
10194,"Flammable liquids and combustible liquids shall be stored in closed containers, in conformance with Article 4.7.2.4., or storage tanks, in conformance with Section 4.3.","Flammable liquids and combustible liquids shall be stored in closed containers, in conformance with Article 4.7.2.4., or storage tanks, in conformance with Section 4.3.",1.0
7187,"If mobile homes do not have individual sanitary facilities connected to a central water supply and drainage system, a service building shall be provided for public use.","If mobile homes do not have individual sanitary facilities connected to a central water supply and drainage system, a service building shall be provided for public use.",1.0
7186,Columns shall be securely fastened to the supported member to reduce the likelihood of lateral differential movement between the column and the supported member. (See also Article 9.23.6.2.),Columns shall be securely fastened to the supported member to reduce the likelihood of lateral differential movement between the column and the supported member. (See also Article 9.23.6.2.),1.0
10195,Portable extinguishers having a rating of 40-B:C shall be provided in the vicinity of Class I liquid pumps and fuel dispensers.,Portable extinguishers having a rating of 40-B:C shall be provided in the vicinity of Class I liquid pumps and fuel dispensers.,1.0
2843,"For concrete block foundation walls required to be reinforced, mortar shall be Type S, conforming to CSA A179-14 Mortar and Grout for Unit Masonry grout shall be coarse, conforming to CSA A179-14 Mortar and Grout for Unit Masonry and placement of grout shall conform to CSA A371-14 Masonry Construction for Buildings","For concrete block foundation walls required to be reinforced, mortar shall be Type S, conforming to CSA A179-14 Mortar and Grout for Unit Masonry grout shall be coarse, conforming to CSA A179-14 Mortar and Grout for Unit Masonry and placement of grout shall conform to CSA A371-14 Masonry Construction for Buildings",1.0
7978,"The building referred to in Sentence 3.2.2.44.(1) is permitted to be of combustible construction or noncombustible construction, used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence 3.2.2.44.(1) is permitted to be of combustible construction or noncombustible construction, used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",1.0
5369,"Except as provided in Sentence 9.23.12.3.(2), where 2 or more members are used in lintels, they shall be fastened together with not less than 82 mm nails in a double row, with nails not more than 450 mm apart in each row.","Except as provided in Sentence 9.23.12.3.(2), where 2 or more members are used in lintels, they shall be fastened together with not less than 82 mm nails in a double row, with nails not more than 450 mm apart in each row.",1.0
10946,"Bitumen kettles shall not be located on roofs, be provided with adequate metal covers that are close-fitting and constructed of steel having a thickness of not less than No. 14 sheet metal gauge thickness, be under constant supervision when in operation, and be maintained free of excessive residue.","Bitumen kettles shall not be located on roofs, be provided with adequate metal covers that are close-fitting and constructed of steel having a thickness of not less than No. 14 sheet metal gauge thickness, be under constant supervision when in operation, and be maintained free of excessive residue.",1.0
10948,"Chimneys, flues and flue pipes shall be cleaned as often as necessary to keep them free from dangerous accumulations of combustible deposits. (See Note A-2.6.1.4.(2).)","Chimneys, flues and flue pipes shall be cleaned as often as necessary to keep them free from dangerous accumulations of combustible deposits. (See Note A-2.6.1.4.(2).)",1.0
10949,Piping shall be supported and backfilled in accordance with the manufacturer's instructions.,Piping shall be supported and backfilled in accordance with the manufacturer's instructions.,1.0
14157,"A vent pipe is permitted to be erected outside a building, provided that no single change in direction of the vent pipe exceeds 45°, all parts of the vent pipe are nominally vertical, in areas where the vent pipe may be subject to frost closure, it is increased to not less than 3 inches in size before penetrating a wall or roof, and where the building is 4 storeys or less in height, the vent pipe terminates above the roof of the building.","A vent pipe is permitted to be erected outside a building, provided that no single change in direction of the vent pipe exceeds 45°, all parts of the vent pipe are nominally vertical, in areas where the vent pipe may be subject to frost closure, it is increased to not less than 3 inches in size before penetrating a wall or roof, and where the building is 4 storeys or less in height, the vent pipe terminates above the roof of the building.",1.0
7184,"Except as permitted by Sentence 3.4.6.8.(10), the top of the nosing of stair treads shall have a rounded or beveled edge extending not less than 6 mm and not more than 13 mm measured horizontally from the front of the nosing.","Except as permitted by Sentence 3.4.6.8.(10), the top of the nosing of stair treads shall have a rounded or beveled edge extending not less than 6 mm and not more than 13 mm measured horizontally from the front of the nosing.",1.0
