Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,National Article Title (FR),National Sentence Text (FR),P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,P/T Sentence Text (FR),Difference Type,Variation,Variation Label,Text Difference Tracked,P/T Article Title (FR),Exception,Comments,Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.5.6.5.(9),7.5.6.5. Terminals,"Where a sleeve flashing is installed on a flat roof, it shall extend at least 150 mm above the flood level and on a sloped roof shall be at least 150 mm high on the short side. ",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.5.6.5.(10),7.5.6.5. Terminals,No bore of a vent stack or stack vent shall be reduced or obstructed by the installation of a flashing.,,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.7.1.(1),General ,The size of every vent pipe shall conform to Table 2.5.7.1.,,,obc2019_divb,Div B,7.5.7.1.(1),7.5.7.1. General,The size of every vent pipe shall conform to Table 7.5.7.1.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.7.2.(1),Size Restriction ,"The size of a branch vent, stack vent, vent stack or vent header shall be not less than the size of the vent pipe to which it is connected.",,,obc2019_divb,Div B,7.5.7.2.(1),7.5.7.2. Size Restriction,"The size of a branch vent, stack vent, vent stack or header shall be not less than the size of the vent pipe to which it is connected.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.7.2.(2),Size Restriction ,Sanitary building drains shall be provided with at least one vent that is not less than 3 inches in size.,,,obc2019_divb,Div B,7.5.7.2.(2),7.5.7.2. Size Restriction,Every sanitary building drain shall terminate at its upstream end in a stack of at least 3 in. size.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.5.7.2.(3),7.5.7.2. Size Restriction,"A stack referred to in Sentence (2) shall be a soil stack if one is available and may be a vent stack or waste stack that provides at least 3 in. stack vent and that goes to open air above the roof, either directly or through a header. ",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.7.3.(1),Additional Circuit Vents and Relief Vents ,"Except as provided in Article 2.5.7.1. and Sentence 2.5.3.1.(7), the minimum size of an additional circuit vent or relief vent installed in conjunction with a circuit vent is permitted to be one size smaller than the required size of the circuit vent, but need not be larger than 2 inches.",,,obc2019_divb,Div B,7.5.7.3.(1),7.5.7.3. Additional Circuit Vents and Relief Vents,"Except as provided in Article 7.5.7.1. and in Sentence 7.5.3.1.(7), the minimum size of an additional circuit vent or relief vent installed in conjunction with a circuit vent is permitted to be one size smaller than the required size of the circuit vent, but need not be larger than 2 in.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.7.3.(2),Additional Circuit Vents and Relief Vents ,"The size of the soil-or-waste pipe acting as a relief vent in accordance with Sentence 2.5.3.1.(4) shall be in conformance with Tables 2.4.10.6.-A, 2.4.10.6.-B or 2.5.8.1., and Article 2.5.7.1., whichever size is the largest considering the hydraulic load drained into the soil-or-waste pipe.",,,obc2019_divb,Div B,7.5.7.3.(2),7.5.7.3. Additional Circuit Vents and Relief Vents,"The size of the soil or waste pipe acting as a relief vent in accordance with Sentence 7.5.3.1.(4) shall be in conformance with Table 7.4.10.6., 7.4.10.7. or 7.5.8.1. or Article 7.5.7.1., whichever size is the largest considering the hydraulic load drained into the soil or waste pipe.",,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.7.4.(1),Offset Relief Vents ,"Except as provided in Article 2.5.7.1., the minimum size of an offset relief vent is permitted to be one size smaller than the size of the stack vent.",,,obc2019_divb,Div B,7.5.7.4.(1),7.5.7.4. Offset Relief Vents,"Except as provided in Article 7.5.7.1., the minimum size of an offset relief vent is permitted to be one size smaller than the size of the stack vent.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.7.5.(1),Yoke Vents ,Yoke vents required by Sentence 2.5.4.3.(1) are permitted to be one size smaller than the size of the smallest pipe to which they are connected.,,,obc2019_divb,Div B,7.5.7.5.(1),7.5.7.5. Yoke Vents,Yoke vents required by Sentence 7.5.4.3.(1) are permitted to be one size smaller than the size of the smallest pipe to which they are connected.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.7.6.(1),Vent Pipes for Manholes ,The minimum size of a vent pipe that serves a manhole within a building shall be 2 inches.,,,obc2019_divb,Div B,7.5.7.6.(1),7.5.7.6. Vent Pipes for Manholes,The minimum size of a vent pipe that serves a manhole within a building shall be 2 in.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.7.7.(1),"Vents for Sewage Sumps, Dilution Tanks and Macerating Toilet ","Except as provided in Sentences 2.5.7.7.(2) and 2.5.7.7.(3), the minimum size of the vent pipe for a sewage sump or dilution tank shall be one size smaller than the size of the largest branch or fixture drain draining to the sump.",,,obc2019_divb,Div B,7.5.7.7.(1),"7.5.7.7. Vents for Sanitary Sewage Sumps or Tanks, Dilution Tanks and Macerating Toilet Systems","Except as provided in Sentences (2) and (3), the minimum size of the vent pipe for a sanitary sewage sump or tank, or dilution tank shall be one size smaller than the size of the largest branch or fixture drain draining to the sump or tank.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.7.7.(2),"Vents for Sewage Sumps, Dilution Tanks and Macerating Toilet ","The size of every vent pipe for a sewage sump or dilution tank shall be not less than 2 inches, but need not be greater than 4 inches.",,,obc2019_divb,Div B,7.5.7.7.(2),"7.5.7.7. Vents for Sanitary Sewage Sumps or Tanks, Dilution Tanks and Macerating Toilet Systems","The size of every vent pipe for a sanitary sewage sump or tank, or dilution tank shall be not less than 2 in., but need not be greater than 4 in.",,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.7.7.(3),"Vents for Sewage Sumps, Dilution Tanks and Macerating Toilet ",The size of a vent pipe for a macerating toilet system with a sump shall be not less than 1½ inches.,,,obc2019_divb,Div B,7.5.7.7.(3),"7.5.7.7. Vents for Sanitary Sewage Sumps or Tanks, Dilution Tanks and Macerating Toilet Systems",The size of every vent pipe for a macerating toilet system with a sump or tank shall be not less than 1 ½ in. ,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.8.1.(1),Hydraulic Loads Draining to Wet Vents ,The hydraulic load that drains to a wet vent shall conform to Table 2.5.8.1.,,,obc2019_divb,Div B,7.5.8.1.(1),7.5.8.1. Hydraulic Loads Draining to Wet Vents,The hydraulic load that drains to a wet vent shall conform to Table 7.5.8.1.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.8.1.(2),Hydraulic Loads Draining to Wet Vents ,"When determining the size of a wet vent, the hydraulic load from the most downstream fixture or symmetrically connected fixtures shall not be included. (See Note A-2.5.8.1.(2).)",,,obc2019_divb,Div B,7.5.8.1.(2),7.5.8.1. Hydraulic Loads Draining to Wet Vents,"When determining the size of a wet vent, the hydraulic load from the most downstream fixture or symmetrically connected fixtures shall not be included.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.8.2.(1),Individual Vents and Dual Vents ,The size of individual vents and dual vents shall be determined using Table 2.5.7.1. based on the largest trap served.,,,obc2019_divb,Div B,7.5.8.2.(1),7.5.8.2. Individual Vents and Dual Vents,The size of individual vents and dual vents shall be determined using Table 7.5.7.1. according to the largest trap served.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.8.3.(1),"Branch Vents, Vent Headers, Continuous Vents and Circuit Vents ","Branch vents, vent headers, circuit vents and continuous vents shall be sized in accordance with Table 2.5.8.3., unless they are individual vents or dual vents.",,,obc2019_divb,Div B,7.5.8.3.(1),"7.5.8.3. Branch Vents, Headers, Continuous Vents and Circuit Vents","Branch vents, headers, circuit vents and continuous vents shall be sized in accordance with Table 7.5.8.3., unless they are individual vents or dual vents.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.8.3.(2),"Branch Vents, Vent Headers, Continuous Vents and Circuit Vents ","For the purposes of Table 2.5.8.3., the length of a branch vent shall be its developed length from the most distant soil-or-waste pipe connection to a vent stack, stack vent, vent header or outside air.",,,obc2019_divb,Div B,7.5.8.3.(2),"7.5.8.3. Branch Vents, Headers, Continuous Vents and Circuit Vents","For the purposes of Table 7.5.8.3., the length of a branch vent shall be its developed length from the most distant soil or waste pipe connection to a vent stack, stack vent, header or open air.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.8.3.(3),"Branch Vents, Vent Headers, Continuous Vents and Circuit Vents ","For the purposes of Table 2.5.8.3., the length of a vent header shall be its developed length from the most distant soil-or-waste pipe connection to outside air.",,,obc2019_divb,Div B,7.5.8.3.(3),"7.5.8.3. Branch Vents, Headers, Continuous Vents and Circuit Vents","For the purposes of Table 7.5.8.3., the length of a header shall be its developed length from the most distant soil or waste pipe connection to open air. ",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.8.3.(4),"Branch Vents, Vent Headers, Continuous Vents and Circuit Vents ","For the purposes of Table 2.5.8.3., the length of a circuit vent shall be its developed length from the horizontal soil-or-waste pipe connection to a vent stack, stack vent, vent header or outside air.",,,obc2019_divb,Div B,7.5.8.3.(4),"7.5.8.3. Branch Vents, Headers, Continuous Vents and Circuit Vents","For the purposes of Table 7.5.8.3., the length of a circuit vent shall be its developed length from the horizontal soil or waste pipe connection to a vent stack, stack vent, header or open air.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.8.3.(5),"Branch Vents, Vent Headers, Continuous Vents and Circuit Vents ","For the purposes of Table 2.5.8.3., the length of a continuous vent shall be its developed length from the vertical soil-or-waste pipe connection to a vent stack, stack vent, vent header or outside air.",,,obc2019_divb,Div B,7.5.8.3.(5),"7.5.8.3. Branch Vents, Headers, Continuous Vents and Circuit Vents","For the purposes of Table 7.5.8.3., the length of a continuous vent shall be its developed length from the vertical soil or waste pipe connection to a vent stack, stack vent, header or open air. ",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.8.4.(1),Vent Stacks or Stack Vents ,"A vent stack or stack vent shall be sized in accordance with Table 2.5.8.4. based on the length of the vent stack or stack vent, and the total hydraulic load that is drained to the lowest section of soil-or-waste stack or stacks served by the vent pipe, plus any additional vent loads connected to the vent stack or stack vent.",,,obc2019_divb,Div B,7.5.8.4.(1),"7.5.8.4. Vent Stacks, or Stack Vents","A vent stack, or stack vent shall be sized in accordance with Table 7.5.8.4. based on,(a) the length of the vent stack or stack vent, and (b) the total hydraulic load that is drained to the lowest section of soil or waste stack or stacks served by the vent pipe, plus any additional vent loads connected to the vent stack or stack vent. ",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.8.4.(2),Vent Stacks or Stack Vents ,"For the purposes of Table 2.5.8.4., the length of a stack vent or vent stack shall be its developed length from its lower end to outside air.",,,obc2019_divb,Div B,7.5.8.4.(2),"7.5.8.4. Vent Stacks, or Stack Vents","For the purposes of Table 7.5.8.4., the length of a stack vent or vent stack shall be its developed length from its lower end to open air.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.8.4.(3),Vent Stacks or Stack Vents ,The minimum size of a vent stack or stack vent shall be one-half the size of the soil-or-waste stack at its base.,,,obc2019_divb,Div B,7.5.8.4.(3),"7.5.8.4. Vent Stacks, or Stack Vents",The minimum size of vent stack or stack vent shall be one-half the size of the soil or waste stack at its base. ,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.8.4.(4),Vent Stacks or Stack Vents ,A stack vent serving a wet vent stack that is over 4 storeys high shall extend the full size of the wet vent to outside air.,,,obc2019_divb,Div B,7.5.8.4.(4),"7.5.8.4. Vent Stacks, or Stack Vents",A stack vent serving a wet vent stack that is over 4 storeys high shall extend the full size of the wet vent to open air.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.5.8.4.(5),"7.5.8.4. Vent Stacks, or Stack Vents",Every sanitary building drain shall be provided with at least one vent that is not less than 3 in. in size. ,,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.8.5.(1),Lengths of Other Vent Pipes ,"When sizing an additional circuit vent, offset relief vent, relief vent, yoke vent, and the vent pipe for an interceptor, dilution tank, sewage tank, sump, or manhole, length is not taken into consideration.",,,obc2019_divb,Div B,7.5.8.5.(1),7.5.8.5. Lengths for other Vent Pipes,"When sizing an additional circuit vent, offset relief vent, relief vent, yoke vent and the vent pipe for an interceptor, dilution tank, sanitary sewage tank or sump, or manhole, length is not taken into consideration.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.9.1.(1),Air Admittance Valve as a Vent Terminal ,Individual vents and dual vents are permitted to terminate with a connection to an air admittance valve as provided in Articles 2.5.9.2. and 2.5.9.3. (See also Sentence 2.2.10.16.(1).),,,obc2019_divb,Div B,7.5.9.1.(1),7.5.9.1. Air Admittance Valve as a Vent Terminal,Individual vents and dual vents are permitted to terminate with a connection to an air admittance valve as provided in Articles 7.5.9.2. and 7.5.9.3.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.9.2.(1),Air Admittance Valves ,"Air admittance valves shall only be used to vent fixtures located in island counters, fixtures that may be affected by frost closure of the vent due to local climatic conditions, fixtures in one- and two-family dwellings undergoing renovation, or installations where connection to a vent may not be practical.",,,obc2019_divb,Div B,7.5.9.2.(1),7.5.9.2. Air Admittance Valves,"Air admittance valves shall only be used to vent,(a) fixtures in buildings undergoing renovation, and (b) installations where connection to a vent may not be practical. ",,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.9.2.(2),Air Admittance Valves ,"Air admittance valves shall be located not less than 100 mm above the fixture drain being vented, within the maximum developed length permitted for the vent, and not less than 150 mm above insulation materials.",,,obc2019_divb,Div B,7.5.9.2.(2),7.5.9.2. Air Admittance Valves,"The air admittance valves shall be located,(a) above the flood level rim of the fixture it serves, (b) within the maximum developed length permitted for the vent, (c) not less than 150 mm above insulation materials, and (d) installed in a location not subject to back pressure. ",,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.5.9.2.(3),7.5.9.2. Air Admittance Valves,"Air admittance valves shall,(a) only vent fixtures located on the same storey, and (b) be connected to the horizontal fixture drain. ",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.9.3.(1),_,_,,,obc2019_divb,Div B,7.5.9.3.(1),7.5.9.3. Installation Conditions,"Air admittance valves shall not be installed in supply or return air plenums, or in locations where they may be exposed to freezing temperatures.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.9.3.(2),Installation Conditions ,Air admittance valves shall be installed in accordance with the manufacturer's installation instructions.,,,obc2019_divb,Div B,7.5.9.3.(2),7.5.9.3. Installation Conditions,Air admittance valves shall be installed in accordance with the manufacturer’s installation instructions.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.9.3.(3),Installation Conditions ,Air admittance valves shall be rated for the size of vent pipe to which they are connected.,,,obc2019_divb,Div B,7.5.9.3.(3),7.5.9.3. Installation Conditions,Air admittance valves shall be rated for the size of vent pipe to which they are connected. ,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.9.3.(4),Installation Conditions ,"Installed air admittance valves shall be accessible, and located in a space that allows air to enter the valve.",,,obc2019_divb,Div B,7.5.9.3.(4),7.5.9.3. Installation Conditions,"Installed air admittance valves shall be,(a) accessible, and (b) located in a space that allows air to enter the valve. ",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.5.9.3.(5),Installation Conditions ,Drainage systems shall have at least one vent that terminates to the outdoors in conformance with Sentence 2.5.6.5.(1).,,,obc2019_divb,Div B,7.5.9.3.(5),7.5.9.3. Installation Conditions,Every drainage system shall have one vent that terminates to open air in conformance with Sentence 7.5.6.5.(1).,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.1.(1),Design ,Fixtures supplied with separate hot and cold water controls shall have the hot water control on the left and the cold on the right.,,,obc2019_divb,Div B,7.6.1.1.(1),7.6.1.1. Design,Every fixture supplied with separate hot and cold water controls shall have the hot water control on the left and the cold on the right.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.6.1.1.(2),7.6.1.1. Design,"Where hot and cold water are mixed and the temperature is regulated by a single, unmarked, manual control, a movement to the left shall increase the temperature and a movement to the right shall decrease the temperature.",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.1.(2),Design ,"In a hot water distribution system of a developed length of more than 30 m or supplying more than 4 storeys, the water temperature shall be maintained by recirculation, or a self-regulating heat tracing system.",,,obc2019_divb,Div B,7.6.1.1.(3),7.6.1.1. Design,"In a hot water distribution system of a developed length of more than 30 m or supplying more than 4 storeys, the water temperature shall be maintained by, (a) recirculation, or (b) a self-regulating heat tracing system. ",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.2.(1),Drainage ,A water distribution system shall be installed so that the system can be drained or blown out with air.,,,obc2019_divb,Div B,7.6.1.2.(1),7.6.1.2. Drainage,A water distribution system shall be installed so that the system can be drained or blown out with air and outlets for this purpose shall be provided.,,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.3.(1),Shut-off Valves ,Water service pipes shall be provided with an accessible shut-off valve located as close as possible to where the water service pipe enters the building.,,,obc2019_divb,Div B,7.6.1.3.(1),7.6.1.3. Control and Shut-Off Valves,"A building control valve shall be provided,(a) on every water service pipe at the location where the water service pipe enters the building, or (b) on the water distribution system at a location immediately downstream of the point of entry treatment unit, where the building is served by a point of entry treatment unit located in the building. ",,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.6.1.3.(2),7.6.1.3. Control and Shut-Off Valves,"Except as provided in Sentence (3), a drain port shall be provided on the water distribution system immediately downstream of the building control valve required by Sentence (1) and if there is a meter, the drain port shall be installed immediately downstream of the meter on the water distribution system.",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.6.1.3.(3),7.6.1.3. Control and Shut-Off Valves,"Where the building control valve required by Sentence (1) is of 1 in. trade size or smaller, the drain port may be an integral part of the building control valve in the form of a stop and waste valve and the drain port shall be located on the water distribution system side of the stop and waste valve. ",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.3.(2),Shut-off Valves ,Pipes that convey water from a gravity water tank or from a private water supply system shall be fitted with a shut-off valve at the source of supply.,,,obc2019_divb,Div B,7.6.1.3.(4),7.6.1.3. Control and Shut-Off Valves,Every pipe that is supplied with water from a tank on the property that is a gravity water tank or a tank of a drinking water system shall be provided with a shut-off valve located close to the tank.,,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.6.1.3.(5),7.6.1.3. Control and Shut-Off Valves,"Where the water supply is to be metered, the installation of the meter, including the piping that is part of the meter installation and the valving arrangement for the meter installation, shall be according to the water purveyor’s requirements. ",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.6.1.3.(6),7.6.1.3. Control and Shut-Off Valves,"For the purpose of identifying the pipe material where plastic water pipe is used underground for a service pipe, the end of the pipe inside the building shall be brought above ground for a distance not less than 300 mm and not greater than 450 mm. (See Appendix A.)",,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.3.(6),Shut-off Valves ,"In buildings of other than residential occupancy, shut-off valves shall be provided on the water supply to every fixture, or any group of fixtures in the same room, except as provided in Sentence 2.6.1.3.(4).",,,obc2019_divb,Div B,,,,,National Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.3.(3),Shut-off Valves ,"Except for risers that serve only one dwelling unit, risers shall be provided with a shut-off valve located at the source of supply.",,,obc2019_divb,Div B,7.6.1.4.(1),7.6.1.4. Shut-Off Valves,"Except for a house containing not more than one dwelling unit, every riser shall be provided with a shut-off valve at the source of supply.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.3.(4),Shut-off Valves ,Water closets shall be provided with a shut-off valve on their water supply pipe.,,,obc2019_divb,Div B,7.6.1.5.(1),7.6.1.5. Water Closets,Every water closet shall be provided with a shut-off valve on its water supply pipe.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.3.(5),Shut-off Valves ,"In buildings of residential occupancy that contain more than one dwelling unit, a shut-off valve shall be installed where the water supply enters each dwelling unit, so that, when the water supply to one suite is shut off, the water supply to the remainder of the building is not interrupted. (See Note A-2.6.1.3.(5).)",,,obc2019_divb,Div B,7.6.1.6.(1),7.6.1.6. Suites,Shut-off valves shall be installed in every suite in a building of residential occupancy as may be necessary to ensure that when the supply to one suite is shut off the supply to the remainder of the building is not interrupted. (See Appendix A.),,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,,,,,,obc2019_divb,Div B,7.6.1.7.(1),7.6.1.7. Public Washrooms,The water supply to each fixture in a washroom for public use shall be individually valved and each valve shall be accessible.,,P/T Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.3.(7),Shut-off Valves ,Pipes that supply water to a hot water tank shall be provided with a shut-off valve located close to the tank.,,,obc2019_divb,Div B,7.6.1.8.(1),7.6.1.8. Tanks,"Every water pipe that supplies a hot water tank, pressure vessel, plumbing appliance or water using device shall be provided with a shut-off valve located close to the tank, pressure vessel, plumbing appliance or water using device.",,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.4.(1),Protection for Exterior Water Supply ,"Pipes that pass through an exterior wall to supply water to the exterior of the building shall be provided with a frost-proof hydrant, or a stop-and-waste cock located inside the building and close to the wall.",,,obc2019_divb,Div B,7.6.1.9.(1),7.6.1.9. Protection for Exterior Water Supply,"Every pipe that passes through an exterior wall to supply water to the exterior of the building shall be provided with,(a) a frost-proof hydrant with a separate shut-off valve located inside the building, or (b) a stop-and-waste cock located inside the building and close to the wall. ",,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.5.(1),Check Valves ,A check valve shall be installed at the building end of a water service pipe where the pipe is made of plastic that is suitable for cold water use only.,,,obc2019_divb,Div B,7.6.1.10.(1),7.6.1.10. Check Valves,A check valve shall be installed at the building end of the water service pipe where the pipe is made of plastic that is suitable for cold water use only. (See Appendix A.),,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.6.(1),Flushing Devices ,Flushing devices that serve water closets or urinals shall have sufficient capacity and be adjusted to deliver at each operation a volume of water that will thoroughly flush the fixture or fixtures they serve.,,,obc2019_divb,Div B,7.6.1.11.(1),7.6.1.11. Flushing Devices,Every flushing device that serves a water closet or one or more urinals shall have sufficient capacity and be adjusted to deliver at each operation a volume of water that will thoroughly flush the fixture or fixtures that it serves.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.6.(2),Flushing Devices ,"Where a manually operated flushing device is installed, it shall serve only one fixture.",,,obc2019_divb,Div B,7.6.1.11.(2),7.6.1.11. Flushing Devices,"Where a manually operated flushing device is installed, it shall serve only one fixture.",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.12.(1),Service Water Heaters ,Thermostat controls for electric storage-type service water heaters shall be set at a temperature of 60°C. (See Note A-2.6.1.12.(1).),,,obc2019_divb,Div B,,,,,National Only,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.7.(1),Relief Valves ,"In addition to the requirements in Sentence 2.6.1.7.(2), the hot water tank of a storage-type service water heater shall be equipped with a pressure-relief valve designed to open when the water pressure in the tank reaches the rated working pressure of the tank, and so located that the pressure in the tank shall not exceed the pressure at the relief valve by more than 35 kPa under any condition of flow within the distribution system.",,,obc2019_divb,Div B,7.6.1.12.(1),7.6.1.12. Relief Valves (See Appendix A.),"Every pressure vessel that is part of a plumbing system or connected to a plumbing system shall be equipped with a pressure relief valve designed to open when the water pressure in the tank reaches the rated working pressure of the tank, and so located that the pressure in the tank shall not exceed 1 100 kPa or one-half the maximum test pressure sustained by the tank, whichever is the lesser.",,Common Sentence,Yes,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.7.(2),Relief Valves ,"The hot water tank of a storage-type service water heater shall be equipped with a temperature-relief valve with a temperature-sensing element located within the top 150 mm of the tank, and designed to open and discharge sufficient water from the tank to keep the temperature of the water in the tank from exceeding 99°C under all operating conditions.",,,obc2019_divb,Div B,7.6.1.12.(2),7.6.1.12. Relief Valves (See Appendix A.),"Every hot water tank of a storage-type service water heater shall be equipped with a temperature relief valve with a temperature sensing element,(a) located within the top 150 mm of the tank, and (b) designed to open and discharge sufficient water from the tank to keep the temperature of the water in the tank from exceeding 99°C under all operating conditions. ",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.7.(3),Relief Valves ,A pressure-relief valve and temperature-relief valve may be combined where Sentences (1) and (2) are complied with.,,,obc2019_divb,Div B,7.6.1.12.(3),7.6.1.12. Relief Valves (See Appendix A.),A pressure relief valve and temperature relief valve may be combined where Sentences (1) and (2) are complied with.,,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.7.(4),Relief Valves ,"Indirect service water heaters shall be equipped with a pressure-relief valve, and a temperature-relief valve on every storage tank that forms part of the system.",,,obc2019_divb,Div B,7.6.1.12.(4),7.6.1.12. Relief Valves (See Appendix A.),"Every indirect service water heater shall be equipped with, (a) a pressure relief valve, and (b) a temperature relief valve on every storage tank that forms part of the system. ",,Common Sentence,No,Plumbing ,,,,,,,,
2015,ON,NPC,Div B,2.6.1.7.(5),Relief Valves ,"Pipes that convey water from a temperature-relief, pressure-relief or combined temperature- and pressure-relief valve shall be of a size at least equal to the size of the outlet of the valve, be rigid, slope downward from the valve, and terminate with an indirect connection above a floor drain, sump, or other safe location, with an air break of not more than 300 mm, have no thread at its outlet, and be capable of operating at a temperature of not less than 99°C.",,,obc2019_divb,Div B,7.6.1.12.(5),7.6.1.12. Relief Valves (See Appendix A.),"Every pipe that conveys water from a temperature relief, pressure relief, or a combined temperature and pressure relief valve shall,(a) be of a size at least equal to the size of the outlet of the valve, (b) be rigid, slope downward from the valve, and, (i) terminate with an indirect connection above a floor drain, sump or other safe location, with an air break of not more than 300 mm, or (ii) terminate at a distance not less than 150 mm and not more than 300 mm from a floor and discharge vertically down, (c) have no thread at its outlet, and (d) be capable of operating at a temperature of not less than 99°C. ",,Common Sentence,Yes,Plumbing ,,,,,,,,
